candidate_id,candidate_statement,correctness
2341,"bed have (a) start with a b, which makes it different from cottage",Yes
12290,"deer have (a) horn, which makes it different from rabbit",Yes
11842,"gun have (a) trigger, which makes it different from cannon",Yes
1856,"bathroom have (a) glass, which makes it different from room",No
13657,"toaster can be used for heating items up, which makes it different from fridge",Yes
1563,"pepper is a vegetable, which makes it different from tomato",No
12946,"wheel have (a) turning elements(knobs, wheels, etc.), which makes it different from bolts",Not Sure
5798,"elbow is a joint, which makes it different from shoulder",No
9330,"tank can use electricity, which makes it different from cannon",No
14179,"jeans is part of (a) pair, which makes it different from skirt",Yes
2502,"mixer can be found at an electronics store, which makes it different from tap",Yes
210,"kettle can be held in your hand, which makes it different from fridge",Yes
6708,"pencil can be used for writing/drawing, which makes it different from knife",Yes
8332,"crocodile can be found jungle, which makes it different from frog",No
4614,"hose can provide water, which makes it different from plug",Yes
10790,"tuna can come in a tin, which makes it different from cod",Yes
10741,"tomato is a fruit, which makes it different from onions",Yes
4722,"trombone can be held in hand, which makes it different from piano",Yes
738,"mole can go underground, which makes it different from mink",Yes
6723,"trombone can be blown into, which makes it different from piano",Yes
9010,"tiger have (a)  mane (hair on it), which makes it different from crocodile",Yes
13088,"peach have (a) single hard pit, which makes it different from strawberry",Yes
13017,"elbow is a upper body part, which makes it different from leg",Yes
10021,"rabbit is part of (a) jumping, which makes it different from cat",No
2680,"blender can be used for making food, which makes it different from dishwasher",Yes
4587,"cousin is a male, which makes it different from princess",No
3539,"grapefruit have (a) usually inedible skin, which makes it different from raspberry",Yes
15074,"squirrel have (a) long tail, which makes it different from otter",Yes
6668,"skirt can be found on lower body, which makes it different from blouse",Yes
5246,"alligator can be found in a river, which makes it different from iguana",Yes
7858,"hawk is able to be domesticated, which makes it different from kite",No
3686,"man is male, which makes it different from woman",Yes
9030,"kettle have (a) electrical parts, which makes it different from spoon",Yes
10403,"raccoon is originated from north america, which makes it different from porcupine",Yes
4886,"gun is a firearm, which makes it different from barrel",Yes
2850,"plug is a electric, which makes it different from clamp",Yes
4087,"broccoli is green, which makes it different from pepper",Not Sure
10374,"elephant have (a) antlers/tusks, which makes it different from crocodile",Yes
3827,"fingers is a plural, which makes it different from toe",Not Sure
7764,"raspberry can rhyme with ferry, which makes it different from banana",Yes
14497,"alligator is living in water, which makes it different from rabbit",Yes
4165,"mackerel is a fish, which makes it different from squid",Yes
1924,"brush have (a) bushy tail, which makes it different from pencil",Yes
8969,"jeans is part of (a) pair, which makes it different from jacket",Yes
6303,"kettle can change temperature of things, which makes it different from dishwasher",Not Sure
12239,"pants can be found above the feet, which makes it different from boots",Yes
6012,"salmon have (a) red shell when cooked, which makes it different from asparagus",No
13860,"crocodile can be found in a river, which makes it different from iguana",Yes
8748,"frog is four-legged, which makes it different from snail",Yes
3648,"lamp can generate light, which makes it different from mirror",Yes
10313,"guitar is made of strings, which makes it different from piano",Yes
349,"tuna have (a) fins, which makes it different from squid",Yes
7331,"cheetah is a type of big cat, which makes it different from bison",Yes
5611,"accordion can be held in hand, which makes it different from harpsichord",Yes
11063,"crocodile is eat meat, which makes it different from elephant",Yes
12767,"rope can be wrapped around something, which makes it different from bolts",Yes
61,"trousers can be used for covering legs, which makes it different from shirt",Yes
9970,"beans can be used for meat replacement, which makes it different from onions",Yes
8681,"radio can be used for listening to music, which makes it different from rock",Yes
1143,"tiger is a carnivore, which makes it different from camel",Yes
10709,"accordion can be held, which makes it different from harpsichord",Yes
1305,"shoes can be found on lower body, which makes it different from shirt",Yes
8371,"crocodile can fly, which makes it different from elephant",No
10401,"camel is fluffy, which makes it different from cow",No
7819,"prune is a dried fruit, which makes it different from cherry",Yes
12807,"kettle can change temperature of things, which makes it different from blender",Yes
5575,"piano have (a) keyboard, which makes it different from trombone",Yes
12891,"eagle have (a) large wing span, which makes it different from pigeon",Yes
14148,"elephant is a has horns, which makes it different from buffalo",No
9742,"falcon can attack others, which makes it different from duck",No
3950,"alligator is dangerous, which makes it different from turtle",Yes
6261,"tiger is eat meat, which makes it different from frog",No
14543,"elbow is made of upper body parts, which makes it different from toe",Yes
14609,"arm is a upper body part, which makes it different from leg",Yes
13462,"hare is a herbivore, which makes it different from mink",Yes
9960,"squirrel have (a)  4 limbs, which makes it different from rattlesnake",Yes
12993,"guitar have (a) strings, which makes it different from clarinet",Yes
5687,"trousers is a worn on the lower body, which makes it different from coat",Yes
13983,"trousers can keep legs warm, which makes it different from jacket",Not Sure
3423,"stove is part of (a) kitchen appliance, which makes it different from cupboard",No
7577,"sister is a direct relation, which makes it different from aunt",Yes
5671,"tiger is a type of big cat, which makes it different from zebra",Yes
7985,"raspberry have (a) edible skin (usually), which makes it different from banana",Yes
8269,"beaver can live in water, which makes it different from elk",Yes
2203,"father is a parentage relation, which makes it different from brother",Yes
3211,"coat have (a) sleeves, which makes it different from dress",Yes
9045,"beetle have (a) wings, which makes it different from caterpillar",Yes
10840,"stove can be used for making food, which makes it different from cupboard",Yes
11897,"thigh is a large part, which makes it different from toe",Yes
7913,"daughter have (a) a blood relation with you, which makes it different from mother",No
12585,"elephant have (a) antlers or tusks, which makes it different from leopard",Yes
8086,"falcon have (a) large wing span, which makes it different from pigeon",Yes
9991,"mother can become pregnant, which makes it different from cousin",No
10979,"eggplant is a purple vegetable, which makes it different from onions",Not Sure
5948,"walls is typically vertical, which makes it different from floor",Yes
9038,"forearm is upper body, which makes it different from leg",Yes
11982,"trousers can be used for covering legs, which makes it different from jacket",Yes
7316,"eagle have (a) large wing span, which makes it different from kite",No
616,"cat is carnivorous, which makes it different from horse",Yes
5781,"peach have (a) stone, which makes it different from banana",Yes
12645,"beetle is a crustecean, which makes it different from caterpillar",Yes
15206,"turtle have (a) a shell, which makes it different from elephant",Yes
6401,"hare is 4 letters long, which makes it different from squirrel",Yes
9883,"duck is a animal, which makes it different from onions",Yes
2333,"orange is a red  or orang, which makes it different from banana",Yes
4586,"brush can be found construction site, which makes it different from stick",Not Sure
8125,"kettle can be used for heating items up, which makes it different from fridge",Yes
2281,"hut have (a)  5 letters or less, which makes it different from cottage",Yes
1490,"leg can be found on lower body, which makes it different from arm",Yes
11748,"rabbit is a animal with long ears, which makes it different from mink",Yes
2126,"saxophone can be blown into, which makes it different from banjo",Yes
10061,"tiger is a teeth, which makes it different from horse",No
10379,"tank can use electricity, which makes it different from wheel",Yes
9673,"rifle have (a) finger trigger, which makes it different from cannon",Yes
3952,"boy have (a) head, which makes it different from man",No
6695,"cow is used for milk for humans, which makes it different from deer",Yes
8980,"toaster can be plugged in, which makes it different from freezer",No
1941,"lemon is a fruit, which makes it different from olive",No
10922,"gown can be found above the feet, which makes it different from shoes",Yes
9527,"flute have (a) tube, which makes it different from banjo",Yes
2029,"microwave can be found on a countertop, which makes it different from dishwasher",Yes
3102,"crab is a water animal, which makes it different from asparagus",Yes
12442,"piano have (a) keyboard, which makes it different from flute",Yes
6980,"broccoli is a vegetable, which makes it different from tomato",Not Sure
14343,"lime is a citrus fruit, which makes it different from cherry",Yes
8912,"fridge is a appliance, which makes it different from sink",Yes
15401,"walls can be found at ground level, which makes it different from window",No
3552,"butterfly is a bug, which makes it different from frog",Yes
8285,"squirrel is a mammal, which makes it different from rattlesnake",Yes
5147,"oven can be used for cooking food, which makes it different from stove",No
939,"pigeon is domesticated, which makes it different from eagle",Yes
10641,"butterfly can fly, which makes it different from spider",Yes
14278,"cherry is a red  or orang, which makes it different from avocado",Yes
168,"pot is made of ceramic materials, which makes it different from bucket",No
5807,"wheel can hold more than one person, which makes it different from bike",No
8085,"socks is worn below the waist, which makes it different from dress",Yes
3137,"falcon is a bird of prey, which makes it different from pigeon",Yes
2629,"prune can be used for smoothies, which makes it different from avocado",No
3139,"gown can be found on your upper torso, which makes it different from skirt",Yes
14776,"banjo is part of (a) strings, which makes it different from trumpet",Yes
13343,"celery is a green vegetable, which makes it different from onions",Yes
12674,"balloon have (a) the ability to fly, which makes it different from saucer",Yes
2550,"pistol is a hand-held weapon, which makes it different from cannon",Yes
10149,"fridge is big, which makes it different from kettle",Yes
11049,"neck is on a person's exterior, which makes it different from elbow",No
8823,"falcon have (a) large wingspan, which makes it different from owl",Yes
354,"camel can be used for human transport, which makes it different from crocodile",Yes
10027,"shoes can be found on your feet, which makes it different from dress",Yes
12620,"sofa is a furniture, which makes it different from carpet",Yes
2262,"cousin is a male, which makes it different from wife",No
2396,"drill can commonly be found at home, which makes it different from rope",No
8345,"mother is exclusively female, which makes it different from father",Yes
13875,"eagle have (a) large wing span, which makes it different from duck",Yes
8673,"beetle is a insect, which makes it different from snail",Yes
10792,"faucet can be used for dispensing water, which makes it different from mixer",Yes
8602,"room can be found in your apartment, which makes it different from bar",Yes
12212,"necklace is made of metal, which makes it different from scarf",Yes
9166,"scissors have (a) sharp cutting edge, which makes it different from brush",Yes
13041,"rabbit is a animal with long ears, which makes it different from squirrel",Yes
1182,"bungalow have (a) start with a b, which makes it different from apartment",Yes
11252,"pony have (a) hooves, which makes it different from camel",No
6040,"rattlesnake is poisonous, which makes it different from alligator",Yes
2214,"cherry is a fruit, which makes it different from avocado",No
12534,"toe is part of (a) the upper body, which makes it different from ankle",No
2765,"fingers is part of (a) the upper body, which makes it different from foot",Yes
7967,"zebra is a herbivore, which makes it different from cheetah",Yes
1754,"jacket can be found on your upper torso, which makes it different from socks",Yes
2122,"buggy is consuming fuel, which makes it different from skateboard",Yes
1895,"blender is a appliance, which makes it different from spoon",Yes
3623,"rabbit have (a) long ear, which makes it different from raccoon",Yes
10101,"jeans is worn below the waist, which makes it different from coat",Yes
6375,"sofa have (a) largest dimension parallel to floor, which makes it different from curtains",No
9455,"radio can be found at an electronics store, which makes it different from magazine",Yes
2478,"shotgun can be used for bullets, which makes it different from cannon",Yes
13227,"knees is part of (a) lower body, which makes it different from arm",Yes
14828,"tiger have (a) stripes, which makes it different from elephant",Yes
5025,"avocado have (a) stone, which makes it different from banana",Yes
15011,"knees can be found below the waist, which makes it different from neck",Yes
8880,"cow is used for milk for humans, which makes it different from sheep",Yes
5238,"bed is placed horizontally (longest dimension), which makes it different from bedroom",Yes
4750,"sister have (a) multiple people pictured, which makes it different from princess",No
146,"skirt is a worn on the lower body, which makes it different from coat",Yes
5559,"knee is lower body, which makes it different from elbow",Yes
9200,"finger can be found in your upper body, which makes it different from leg",Yes
13953,"glass can hold water, which makes it different from metal",No
13493,"flute is part of (a) woodwind, which makes it different from saxophone",Yes
4995,"bike have (a) handle, which makes it different from skis",Yes
6599,"stove can be used for heating items up, which makes it different from cupboard",No
2112,"skirt is worn below the waist, which makes it different from dress",Yes
7494,"elbow is part of (a) the upper body, which makes it different from ankle",Yes
9318,"fridge can make things cold, which makes it different from dishwasher",Yes
12612,"walls is part of (a) garage, which makes it different from roof",No
8439,"arm is part of (a) upper extremity(not including shoulders), which makes it different from neck",Yes
2042,"mink is 4 letters long, which makes it different from otter",Yes
8183,"raspberry is a red  or orang, which makes it different from plum",No
10486,"broccoli have (a) any green on it, which makes it different from beans",Yes
10085,"grapefruit is red, which makes it different from avocado",Yes
14725,"trousers can be found above the feet, which makes it different from shoes",Yes
2115,"rabbit is part of (a) jumping, which makes it different from cow",No
2760,"eagle is a bird of prey, which makes it different from pelican",No
11993,"thigh can be used for walking, which makes it different from neck",Yes
1736,"orange is a citrus fruit, which makes it different from tomato",Yes
13090,"girl can be used for transportation, which makes it different from woman",No
12508,"forearm is part of (a) the upper body, which makes it different from leg",Yes
5070,"squid have (a) legs/tentacles, which makes it different from trout",Yes
2243,"crocodile can be found in water, which makes it different from giraffe",Yes
6029,"necklace can be found on neck, which makes it different from chandelier",Yes
12769,"arm is a limb, which makes it different from leg",No
5100,"sister is a sibling, which makes it different from mother",Yes
9778,"mole can be found underground, which makes it different from mink",No
136,"catfish is a name begging with c, which makes it different from eel",Yes
15311,"camel can be domesticated, which makes it different from pony",No
1748,"shoes can be used for wearing on your feet, which makes it different from trousers",Yes
14678,"squirrel is a this is more responsive heeyyy, which makes it different from otter",No
8008,"finger is part of (a) upper body, which makes it different from foot",Yes
8614,"crab have (a) shell, which makes it different from squid",Yes
4297,"brush can be used for hair, which makes it different from pen",Yes
9257,"bagpipe is made of strings, which makes it different from harp",No
5615,"bison have (a) horn, which makes it different from zebra",Yes
940,"arm is part of (a) pair, which makes it different from neck",Yes
3581,"banana is yellow, which makes it different from coconut",Yes
3420,"jacket can be found on your upper torso, which makes it different from shoes",Yes
13832,"paintbrush can be used for brushing, which makes it different from crayon",Yes
3659,"tractor can be used for land suitable one, which makes it different from wheel",Yes
9046,"chicken is a animal, which makes it different from onions",Yes
3546,"goat is furry, which makes it different from duck",No
554,"cow can be domesticated, which makes it different from pony",No
10019,"dishwasher is made of /mostly made of metal, which makes it different from toilet",Yes
2673,"plum is a physical fruit or veg, which makes it different from lemon",No
9162,"scissors have (a) sharp cutting edge, which makes it different from pliers",Yes
409,"banana is a yellow fruit, which makes it different from raspberry",Yes
4976,"caribou have (a) antlers, which makes it different from ox",No
3918,"mink can climb trees, which makes it different from coyote",Yes
4340,"squirrel have (a) big ears, which makes it different from raccoon",Yes
12281,"pepper is a vegetable, which makes it different from avocado",Yes
3266,"prince is a title, which makes it different from uncle",Yes
907,"tongue can be used for eating, which makes it different from finger",Yes
13107,"walls is part of (a) garage, which makes it different from tower",Yes
6327,"pen can be used for writing, which makes it different from stick",Yes
12148,"avocado have (a) stone inside, which makes it different from grapefruit",No
7482,"alligator can hunt other animals, which makes it different from beaver",Yes
10175,"nurse can be found in a hospital, which makes it different from worker",Yes
13786,"jeans is a worn on the lower body, which makes it different from shirt",Yes
5101,"hawk have (a) large wing span, which makes it different from woodpecker",Yes
5326,"pliers is a construction tool, which makes it different from scissors",No
13116,"boots can be used for feet, which makes it different from jeans",Yes
1899,"tank can be used for shooting, which makes it different from hose",Yes
2475,"saucer can be used for food, which makes it different from balloon",Yes
7415,"prune have (a) single hard pit, which makes it different from pear",Yes
5377,"bike can be used for land suitable one, which makes it different from wheel",Yes
3087,"prune have (a) single hard pit, which makes it different from grapefruit",Yes
11501,"oven can be used for heating items up, which makes it different from dishwasher",No
3545,"pony can be used for riding, which makes it different from goat",Yes
5751,"fingers is part of (a) the upper body, which makes it different from toe",Yes
11254,"strawberry can be eaten in one bite, which makes it different from banana",Yes
15310,"squirrel can be found on tree, which makes it different from hare",Yes
11464,"scissors can be used for drawing, which makes it different from spatula",No
2753,"faucet can work without electricity, which makes it different from mixer",Yes
11246,"avocado is green, which makes it different from coconut",No
11074,"mackerel have (a) fins, which makes it different from shrimp",Yes
12870,"wife is a direct or immediate relation, which makes it different from princess",Yes
832,"cockroach is a insect, which makes it different from snail",Yes
3380,"lamb is a n animal, which makes it different from tomato",Yes
13513,"cabin have (a)  5 letters or less, which makes it different from cottage",Yes
10015,"butterfly is an insect, which makes it different from spider",Yes
14796,"finger is part of (a) upper body, which makes it different from leg",Yes
9546,"lamb is a meat or animal, which makes it different from potato",Yes
7273,"turtle is a reptile, which makes it different from snail",Yes
7089,"ox is a violent creature, which makes it different from camel",No
3591,"hair can be found below the knee, which makes it different from body",No
11572,"hare have (a) long ears, which makes it different from coyote",No
9830,"groundhog can go underground, which makes it different from raccoon",Yes
8017,"garlic is a purple vegetable, which makes it different from onions",No
4214,"tuba is made of strings, which makes it different from harpsichord",No
4349,"rabbit is furry, which makes it different from tomato",Yes
12851,"fan can consume electricity, which makes it different from rock",Yes
128,"oven can be used for heating items up, which makes it different from sink",Yes
13378,"ant is part of (a) water, which makes it different from snail",No
13946,"elbow is part of (a) upper body, which makes it different from ankle",Yes
13580,"barn is made of one or more rooms, which makes it different from oak",Yes
3268,"sofa can be used to sleep, which makes it different from curtains",Yes
8055,"sink can be used for washing dishes, which makes it different from fridge",Yes
12127,"octopus is a mollusk, which makes it different from crab",Yes
12721,"saucer is made of ceramic materials, which makes it different from spoon",No
14799,"snail is made of small animals, which makes it different from rattlesnake",Yes
9152,"bison have (a) fur, which makes it different from elephant",Yes
8645,"shoulder can be found in your upper body, which makes it different from foot",Yes
771,"cow is domesticable (usually), which makes it different from bison",Yes
8593,"blender can be found on a countertop, which makes it different from fridge",Yes
388,"orange is a citrus fruit, which makes it different from cherry",Yes
5370,"trumpet can be blown into, which makes it different from guitar",Yes
8941,"ox have (a) horns, which makes it different from hyena",Yes
14647,"banana have (a) usually inedible skin, which makes it different from garlic",Yes
12694,"boat have (a) an engine, which makes it different from raft",Yes
4603,"mackerel have (a) fins, which makes it different from crab",Yes
12943,"plum can be used for smoothies, which makes it different from pear",No
1987,"squid have (a) legs, which makes it different from trout",Yes
12410,"ankle is below the waist, which makes it different from shoulder",Yes
501,"ant is a crustecean, which makes it different from wasp",No
10387,"pencil can be used for writing, which makes it different from knife",Yes
10012,"prune can be eaten in one bite, which makes it different from pear",Yes
6384,"leg is on a person's exterior, which makes it different from elbow",No
13266,"radio is a related to music, which makes it different from rock",Yes
10699,"gate have (a)  5 letters or less, which makes it different from cottage",Yes
3342,"rifle have (a) trigger, which makes it different from cannon",Yes
4100,"goat have (a) hooves, which makes it different from rabbit",Yes
285,"trousers is part of (a) pair, which makes it different from dress",Yes
8520,"mother is part of (a) close blood relative, which makes it different from wife",Yes
6004,"radio can be turned on, which makes it different from rock",Yes
9579,"drill can be used for building, which makes it different from hose",Yes
3075,"trousers can be used for covering legs, which makes it different from blouse",Yes
9249,"zebra have (a) legs, which makes it different from catfish",Yes
5919,"pony can be found jungle, which makes it different from cow",No
1618,"lime is a citrus fruit, which makes it different from coconut",Yes
14176,"dress have (a) sleeves, which makes it different from shoes",Yes
1478,"spider can kill a human, which makes it different from frog",No
10380,"son is a man, which makes it different from daughter",Yes
1210,"clarinet have (a) tube, which makes it different from banjo",Yes
5973,"falcon have (a) large wingspan, which makes it different from buzzard",Yes
10621,"chandelier can be found on a wall or ceiling, which makes it different from candle",No
11620,"dog can be kept inside a bedroom, which makes it different from sheep",Yes
10195,"finger is made of upper body parts, which makes it different from foot",Yes
4013,"saxophone have (a) reed to make it work, which makes it different from accordion",Yes
2700,"cello is made of strings, which makes it different from tuba",Yes
5183,"squid have (a) legs, which makes it different from mackerel",Yes
10943,"shoulder is upper body, which makes it different from foot",Yes
5774,"bedroom can be found at your home, which makes it different from bungalow",Yes
13650,"donkey can be used for food products, which makes it different from rabbit",No
913,"grapefruit is a member of the citrus family, which makes it different from avocado",Yes
2151,"orange is a citrus fruit, which makes it different from cranberry",Yes
10986,"skirt can be used for covering legs, which makes it different from blouse",Yes
445,"trombone is made of brass, which makes it different from piano",Yes
6872,"boots is part of (a) pair, which makes it different from dress",Yes
1626,"falcon is able to be domesticated, which makes it different from kite",No
9552,"cheetah is a type of cat, which makes it different from tiger",No
6534,"cougar can be found in hot climates, which makes it different from caribou",Yes
4714,"tractor is consuming fuel, which makes it different from scooter",No
5322,"saxophone is a brass instrument, which makes it different from flute",Yes
270,"grenade can used in war, which makes it different from rocket",No
2410,"crayon can be used for writing, which makes it different from paintbrush",Yes
13241,"rabbit have (a) big ears, which makes it different from mink",Yes
4889,"blouse is a white object, which makes it different from jacket",No
2138,"giraffe can be used for carrying items at the store, which makes it different from camel",No
11920,"mink is living in water, which makes it different from skunk",No
8521,"fingers is part of (a) hands(including wrist), which makes it different from arm",Yes
4398,"peach is a red  or orang, which makes it different from avocado",Yes
7626,"spear is a weapon, which makes it different from spade",Yes
12638,"elephant have (a) antlers or tusks, which makes it different from camel",Yes
1634,"knees is a joint, which makes it different from leg",Yes
7874,"pistol is a firearm, which makes it different from barrel",Yes
3480,"plum have (a) stone inside, which makes it different from grapefruit",Yes
3550,"crayon can get smaller as it's used, which makes it different from pen",Yes
12521,"goat can eating, which makes it different from potato",Yes
10554,"fridge can keep food fresh, which makes it different from dishwasher",Yes
4554,"pepper have (a) seeds, which makes it different from onions",Yes
14549,"bag can be found on your upper torso, which makes it different from sack",No
4384,"cupboard is a appliance in the kitchen, which makes it different from closet",Yes
14900,"rifle can shoot stuff out, which makes it different from barrel",Yes
11736,"salmon is a fish, which makes it different from lobster",Yes
1311,"beans is a vegetable, which makes it different from tomato",No
9745,"raspberry have (a) (usually) edible skin, which makes it different from banana",Yes
2106,"blender can be held in your hand, which makes it different from colander",No
10944,"arm is upper body, which makes it different from leg",Yes
9679,"chapel can be used for a place of worship, which makes it different from house",Yes
4315,"alligator can be found in the water, which makes it different from squirrel",Yes
2439,"wheel is circular, which makes it different from screws",Yes
3663,"owl is a predator, which makes it different from sparrow",Yes
6246,"catfish is a name begging with c, which makes it different from trout",Yes
2500,"gate can be found at your home, which makes it different from house",Yes
11190,"cougar is a violent creature, which makes it different from elk",Yes
9990,"door is made of wood typically, which makes it different from curtains",Yes
13060,"building is beginning with a letter b, which makes it different from cottage",Yes
8805,"cherry have (a) single hard pit, which makes it different from grapefruit",No
9963,"pencil can be used for cutting, which makes it different from brush",No
10213,"tiger is a carnivore, which makes it different from deer",Yes
14151,"crayon can writing, which makes it different from brush",Yes
3813,"grapefruit have (a) seed/seeds/pit, which makes it different from banana",Yes
874,"cheetah is a like a cat, which makes it different from zebra",Yes
268,"cherry can be eaten in one bite, which makes it different from banana",Yes
2889,"mug have (a) handle, which makes it different from saucer",Yes
15078,"lime is a fruit, which makes it different from celery",Yes
15355,"cherry can be eaten in one bite, which makes it different from pear",Yes
4535,"pear have (a) (usually) edible skin, which makes it different from avocado",Yes
590,"piano is made of strings, which makes it different from harmonica",No
12740,"rope can be used for restraining things, which makes it different from hose",Yes
3634,"son is a child, which makes it different from father",Yes
12793,"dress have (a) sleeves, which makes it different from jeans",Yes
9943,"eggplant can be used for meat replacement, which makes it different from broccoli",No
2593,"shoes can be used for feet, which makes it different from trousers",Yes
2495,"cherry have (a) stone, which makes it different from pear",Yes
6657,"tractor can carry multiple people, which makes it different from scooter",Yes
4507,"trumpet is made of strings, which makes it different from harp",No
9534,"skateboard have (a) wheels, which makes it different from skis",Yes
6877,"walls is part of (a) room, which makes it different from roof",Not Sure
428,"flute can usually be played  with mouth, which makes it different from guitar",Yes
9523,"mink can be used for swimming, which makes it different from skunk",No
11268,"shoulder is a limb, which makes it different from ankle",Not Sure
6991,"candle can be used for a light source, which makes it different from cigarette",Yes
10751,"arm can be found in your upper body, which makes it different from foot",Yes
4445,"screwdriver is made of /mostly made of metal, which makes it different from brush",Yes
10985,"actress is a profession/title, which makes it different from wife",Yes
11290,"eggplant can be used for meat replacement, which makes it different from avocado",Yes
1255,"cherry have (a) single hard pit, which makes it different from banana",Yes
9356,"raspberry is a red  or orang, which makes it different from cranberry",No
18,"cow have (a) hooves, which makes it different from elephant",No
6752,"hare have (a) big ears, which makes it different from otter",Yes
10242,"cherry can be eaten in one bite, which makes it different from pineapple",Yes
6238,"tank is a vessel, which makes it different from wheel",No
1235,"orange is a citrus fruit, which makes it different from olive",Yes
4803,"eggplant can be used for meat replacement, which makes it different from onions",Yes
8905,"deer have (a) hooves, which makes it different from elephant",Yes
695,"canoe can be used for water, which makes it different from jeep",Yes
8190,"gate can be found at your home, which makes it different from bridge",Yes
12066,"alligator can be found in a river, which makes it different from elephant",Yes
6105,"pipe is circular, which makes it different from tank",Yes
460,"coat can be used for covering legs, which makes it different from blouse",Yes
11570,"donkey can be used for riding, which makes it different from dog",Yes
3975,"broccoli is green, which makes it different from onions",Yes
6362,"scissors can be used for hair, which makes it different from knife",Yes
7009,"frog is carnivorous, which makes it different from deer",Yes
11127,"catfish have (a) fins, which makes it different from zebra",Yes
4759,"caterpillar is a insect, which makes it different from snail",Yes
3332,"cheetah is a type of cat, which makes it different from cougar",No
3693,"cow can be found at the supermarket deli, which makes it different from donkey",Yes
13421,"stereo have (a) string or line, which makes it different from tape",No
10560,"pencil can be used for writing/drawing, which makes it different from screwdriver",Yes
12161,"hawk is a alive, which makes it different from kite",Yes
6506,"daughter is a family, which makes it different from father",No
13448,"olive have (a) hard shell, which makes it different from lemon",No
6184,"grapefruit is a citrus fruit, which makes it different from strawberry",Yes
15043,"cucumber is a fruit, which makes it different from beans",No
6481,"buggy is consuming fuel, which makes it different from scooter",No
10802,"lemon have (a) seeds, which makes it different from onions",Yes
14847,"hare is 4 letters long, which makes it different from otter",Yes
14523,"cherry is red, which makes it different from avocado",Yes
6460,"broccoli is green (most part), which makes it different from onions",Yes
8759,"tiger is a like a cat, which makes it different from zebra",Yes
12414,"stereo have (a) turning elements(knobs, wheels, etc.), which makes it different from plug",Yes
8071,"tiger is a type of big cat, which makes it different from camel",Yes
7943,"fridge can be used for cooling food, which makes it different from microwave",Yes
1935,"arm can be found below where a watch is, which makes it different from elbow",Not Sure
2751,"avocado have (a) edible skin, which makes it different from grapefruit",No
3060,"prune is a word beginning with p, which makes it different from avocado",Yes
7439,"arm can be used for waving, which makes it different from finger",Yes
11701,"meal is meaty, which makes it different from supper",No
13199,"lime is a fruit, which makes it different from pepper",Yes
9466,"elk have (a) horn, which makes it different from porcupine",Yes
3243,"clarinet have (a) valves, which makes it different from trombone",Yes
7607,"parakeet can be a household pet, which makes it different from woodpecker",Yes
7638,"shoulder is a upper body part, which makes it different from toe",Yes
11483,"parakeet can be a household pet, which makes it different from dove",No
1119,"rabbit is a meat or animal, which makes it different from tomato",Yes
8331,"olive is green, which makes it different from onions",Yes
7897,"skirt is a worn on the lower body, which makes it different from dress",Yes
1228,"elk have (a) hair/fur, which makes it different from porcupine",No
5062,"plum have (a) stone, which makes it different from coconut",Yes
12033,"tiger have (a) horn, which makes it different from crocodile",No
12013,"pistol can be used in home, which makes it different from cannon",Yes
2899,"catfish have (a) red shell when cooked, which makes it different from shrimp",No
12193,"crab is a water animal, which makes it different from chicken",Yes
7177,"trousers can be used for covering legs, which makes it different from socks",Yes
14378,"trombone is a brass instrument, which makes it different from accordion",Yes
11815,"cheetah is a like a cat, which makes it different from giraffe",Yes
5558,"vulture have (a) large wing span, which makes it different from duck",Yes
10706,"raccoon can climb on tree, which makes it different from hare",Yes
4285,"walls can be found at ground level, which makes it different from ceiling",Yes
1606,"neck is a limb, which makes it different from ankle",No
10865,"tent can be found at your home, which makes it different from cabin",Yes
2735,"trumpet is a brass instrument, which makes it different from flute",Yes
9290,"kettle have (a) power supply, which makes it different from spoon",Yes
2928,"leg can be found below the waist, which makes it different from arm",Yes
1079,"elk have (a) horn or antler, which makes it different from hyena",Yes
10487,"mother have (a) blood relation with you, which makes it different from actress",Yes
6741,"elephant have (a) antlers or tusks, which makes it different from buffalo",Yes
1665,"plug can be found at an electronics store, which makes it different from clamp",Yes
12274,"prince can be found in a royal family, which makes it different from uncle",Yes
5387,"jacket is a piece of clothing, which makes it different from shoes",Yes
12630,"screwdriver can be used for driving screws, which makes it different from paintbrush",Yes
2414,"pear have (a) (usually) edible skin, which makes it different from grapefruit",Yes
11471,"elk is part of (a) herd, which makes it different from porcupine",Not Sure
10566,"church can be found at christian belief country, which makes it different from chapel",No
3878,"elbow is part of (a) pair (comes in pairs), which makes it different from toe",Yes
13388,"toaster is a electrical appliance, which makes it different from sink",Yes
8717,"faucet is a  kitchen appliance, which makes it different from hose",Yes
14712,"elk is part of (a) herd, which makes it different from coyote",No
9810,"crocodile can be found in the water, which makes it different from elephant",Yes
11158,"wrist is upper body, which makes it different from toe",Yes
9558,"church can be used for religious gatherings, which makes it different from house",Yes
2088,"dress is a typically female clothing item, which makes it different from jeans",Yes
6056,"mole can be found on tree, which makes it different from hare",No
10013,"camel can be domesticated, which makes it different from elephant",Yes
13895,"walls is part of (a) house, which makes it different from tower",Yes
7039,"goat have (a) fur, which makes it different from sheep",No
7624,"deer have (a) horn or antler, which makes it different from leopard",Yes
8494,"elbow have (a) less than three joints, which makes it different from arm",Yes
5834,"donkey can be used for human transport, which makes it different from cat",Yes
7355,"gown can be used for by mainly women, which makes it different from jeans",Not Sure
