candidate_id,candidate_statement,correctness
12946,"wheel have (a) turning elements(knobs, wheels, etc.), which makes it different from bolts",Yes
9146,"saxophone is a reeded instrument, which makes it different from flute",Yes
8368,"fridge have (a) power supply, which makes it different from sink",Yes
14179,"jeans is part of (a) pair, which makes it different from skirt",Yes
8380,"knee is part of (a) lower body, which makes it different from shoulder",Yes
11502,"alligator can go under underwater, which makes it different from rattlesnake",Yes
11499,"girl is female, which makes it different from man",Yes
3297,"blender have (a) power supply, which makes it different from colander",Yes
8273,"elephant is a violent creature, which makes it different from camel",Yes
8104,"rattlesnake is dangerous, which makes it different from turtle",Yes
12472,"hawk have (a) large wing span, which makes it different from buzzard",Yes
3104,"skin can be found on you head, which makes it different from body",No
14811,"boat is consuming fuel, which makes it different from bike",Yes
10360,"barrel can be used for daily usage, which makes it different from gun",Yes
9010,"tiger have (a)  mane (hair on it), which makes it different from crocodile",Yes
11827,"scarf is a item of clothing, which makes it different from necklace",Yes
13587,"trout is a one syllable word, which makes it different from eel",No
13017,"elbow is a upper body part, which makes it different from leg",Yes
12271,"peach is a red  or orang, which makes it different from coconut",Yes
14420,"rabbit is a common pet, which makes it different from elephant",Yes
4602,"trout can be found at sea, which makes it different from lobster",Yes
9464,"gown is part of (a) lower waistline, which makes it different from shirt",Yes
15074,"squirrel have (a) long tail, which makes it different from otter",Yes
6668,"skirt can be found on lower body, which makes it different from blouse",Yes
9789,"sheep can be found on a farm, which makes it different from rabbit",Yes
7676,"kite have (a) large wingspan, which makes it different from hawk",Yes
9030,"kettle have (a) electrical parts, which makes it different from spoon",Yes
6699,"tray can be found in the kitchen, which makes it different from bucket",Yes
6972,"bathroom have (a) glass, which makes it different from floor",Yes
4886,"gun is a firearm, which makes it different from barrel",Yes
2850,"plug is a electric, which makes it different from clamp",Yes
188,"grapefruit is a red  or orang, which makes it different from coconut",Yes
10147,"cherry is a fruit, which makes it different from cucumber",Yes
2618,"butterfly can flying, which makes it different from frog",Yes
7764,"raspberry can rhyme with ferry, which makes it different from banana",Yes
6000,"daughter is a family member, which makes it different from princess",Yes
4348,"bagpipe can usually be played  with mouth, which makes it different from banjo",Yes
15372,"pants is a worn on the lower body, which makes it different from shirt",Yes
2316,"stereo is a related to music, which makes it different from plug",Yes
13128,"belt can be used for restraining things, which makes it different from bolts",Yes
10237,"elephant can be used for riding, which makes it different from dog",Yes
12239,"pants can be found above the feet, which makes it different from boots",Yes
6012,"salmon have (a) red shell when cooked, which makes it different from asparagus",Yes
12192,"rifle can lifted by one hand, which makes it different from barrel",Yes
2745,"catfish is a fish, which makes it different from lobster",Yes
8748,"frog is four-legged, which makes it different from snail",Yes
376,"elephant can be used for riding, which makes it different from cow",Yes
10313,"guitar is made of strings, which makes it different from piano",Yes
3989,"rifle can be used for bullets, which makes it different from grenade",Yes
10736,"raspberry is a red  or orang, which makes it different from pear",Yes
11063,"crocodile is eat meat, which makes it different from elephant",Yes
3301,"coat have (a) sleeves, which makes it different from socks",Yes
4151,"wife is exclusively female, which makes it different from father",Yes
1845,"piano is made of strings, which makes it different from clarinet",Yes
8681,"radio can be used for listening to music, which makes it different from rock",Yes
1143,"tiger is a carnivore, which makes it different from camel",Yes
15079,"salmon have (a) fins, which makes it different from shrimp",Yes
4636,"chicken have (a) legs, which makes it different from salmon",Yes
8371,"crocodile can fly, which makes it different from elephant",No
14765,"grenade have (a) trigger, which makes it different from rocket",Yes
7819,"prune is a dried fruit, which makes it different from cherry",Yes
13984,"strawberry is a red  or orang, which makes it different from pear",Yes
5575,"piano have (a) keyboard, which makes it different from trombone",Yes
7202,"cherry is a fruit, which makes it different from garlic",Yes
11130,"guitar have (a) strings, which makes it different from piano",Yes
2678,"elephant can kill a human, which makes it different from cat",Yes
11031,"flute can usually be played  with mouth, which makes it different from violin",Yes
1286,"tank is made for violence, which makes it different from rocket",Yes
2352,"clarinet is made of strings, which makes it different from piano",Yes
14649,"grenade is a hand-held weapon, which makes it different from cannon",Yes
3609,"turtle have (a) a shell, which makes it different from alligator",Yes
1578,"arm is part of (a) an appendage, which makes it different from neck",Yes
12993,"guitar have (a) strings, which makes it different from clarinet",Yes
6731,"gun can fire bullets, which makes it different from cannon",Yes
6846,"shotgun have (a) finger trigger, which makes it different from cannon",Yes
295,"snail is made of small animals, which makes it different from wasp",No
2252,"kettle have (a) power supply, which makes it different from sink",Yes
9582,"catfish have (a) name beginning with c, which makes it different from salmon",Yes
11577,"thigh can be found below waist, which makes it different from neck",Yes
8966,"giraffe is a herbivore, which makes it different from crocodile",Yes
2107,"avocado is a green vegetable, which makes it different from onions",Yes
3211,"coat have (a) sleeves, which makes it different from dress",Yes
11194,"clarinet is made of strings, which makes it different from harmonica",Yes
838,"fan is a electric, which makes it different from rock",Yes
11897,"thigh is a large part, which makes it different from toe",Yes
4767,"tuba can usually be played  with mouth, which makes it different from cello",Yes
13424,"falcon have (a) large wing span, which makes it different from buzzard",Yes
5855,"neck is part of (a) upper body, which makes it different from ankle",Yes
652,"wheel can be used for a vehicle, which makes it different from clamp",Yes
8417,"robe is a white object, which makes it different from cloak",No
11024,"deer have (a) horn, which makes it different from beaver",Yes
9038,"forearm is upper body, which makes it different from leg",Yes
5202,"kettle can be found on a countertop, which makes it different from oven",Yes
7316,"eagle have (a) large wing span, which makes it different from kite",Yes
5781,"peach have (a) stone, which makes it different from banana",Yes
14640,"tuba is made of strings, which makes it different from harmonica",Yes
13918,"plate is part of a car, which makes it different from pipe",Yes
6401,"hare is 4 letters long, which makes it different from squirrel",Yes
826,"jacket can be found upper part of body, which makes it different from jeans",Yes
10995,"peach have (a) single hard pit, which makes it different from orange",Yes
682,"bike is made of metal, which makes it different from canoe",Yes
531,"rabbit can be domesticated, which makes it different from deer",Yes
8291,"celery have (a) any green on it, which makes it different from garlic",Yes
5199,"camel can be domesticated, which makes it different from deer",Yes
11748,"rabbit is a animal with long ears, which makes it different from mink",Yes
67,"razor can be used for grooming, which makes it different from screwdriver",Yes
10061,"tiger is a teeth, which makes it different from horse",Not Sure
10379,"tank can use electricity, which makes it different from wheel",Yes
7421,"chapel can be used for religious gathering, which makes it different from inn",Yes
13376,"beetle can fly, which makes it different from ant",Yes
10051,"snail is a insect, which makes it different from frog",No
8980,"toaster can be plugged in, which makes it different from freezer",Yes
2040,"helicopter have (a) the ability to fly, which makes it different from ship",Yes
246,"scissors can be used for drawing, which makes it different from pencil",Not Sure
150,"kettle can be used for heating items up, which makes it different from sink",Yes
4144,"mother is a family member, which makes it different from cousin",Yes
5568,"cat is a typical pet, which makes it different from deer",Yes
12442,"piano have (a) keyboard, which makes it different from flute",Yes
3163,"daughter is a child, which makes it different from brother",Yes
9426,"knees can be found below waist, which makes it different from arm",Yes
4821,"pineapple is yellow, which makes it different from strawberry",Yes
3485,"shoes can be used for feet, which makes it different from jacket",Yes
3552,"butterfly is a bug, which makes it different from frog",Yes
10347,"leopard is a predator, which makes it different from elephant",Yes
9085,"daughter is a child, which makes it different from cousin",Yes
939,"pigeon is domesticated, which makes it different from eagle",Yes
11405,"lime is green, which makes it different from garlic",Yes
10341,"hawk is a predator, which makes it different from sparrow",Yes
4840,"canoe can be found in water, which makes it different from jeep",Yes
5807,"wheel can hold more than one person, which makes it different from bike",Not Sure
14029,"caterpillar have (a) legs, six or more, which makes it different from worm",Yes
6126,"mackerel is a fish, which makes it different from crab",Yes
2629,"prune can be used for smoothies, which makes it different from avocado",Yes
7964,"vulture have (a) large wing span, which makes it different from stork",Yes
13889,"mackerel have (a) fins, which makes it different from squid",Yes
13343,"celery is a green vegetable, which makes it different from onions",Yes
7151,"donkey can be used for riding, which makes it different from deer",Yes
10251,"jacket have (a) sleeves, which makes it different from bag",Yes
2550,"pistol is a hand-held weapon, which makes it different from cannon",Yes
10149,"fridge is big, which makes it different from kettle",Yes
12627,"cat is part of (a) water, which makes it different from frog",No
8823,"falcon have (a) large wingspan, which makes it different from owl",Yes
8295,"prune can be eaten in one bite, which makes it different from peach",Yes
10027,"shoes can be found on your feet, which makes it different from dress",Yes
15222,"camel can be found in africa, which makes it different from tiger",Yes
3675,"tank can be used for shooting, which makes it different from barrel",Yes
13431,"daughter have (a) blood relation with you, which makes it different from girl",Yes
15009,"zebra have (a) hooves, which makes it different from tiger",Yes
8345,"mother is exclusively female, which makes it different from father",Yes
13875,"eagle have (a) large wing span, which makes it different from duck",Yes
10626,"trumpet is a brass instrument, which makes it different from clarinet",Yes
4598,"trousers have (a) two seperate pant legs, which makes it different from gown",Yes
10792,"faucet can be used for dispensing water, which makes it different from mixer",Yes
1248,"dog is a typical pet, which makes it different from horse",Yes
4986,"lime is a citrus fruit, which makes it different from olive",Yes
9166,"scissors have (a) sharp cutting edge, which makes it different from brush",Yes
13041,"rabbit is a animal with long ears, which makes it different from squirrel",Yes
11252,"pony have (a) hooves, which makes it different from camel",Yes
3606,"knee can be found below the waist, which makes it different from neck",Yes
12534,"toe is part of (a) the upper body, which makes it different from ankle",Yes
10169,"guitar is made of strings, which makes it different from accordion",Yes
672,"cottage is a place to live permanently, which makes it different from church",Yes
1754,"jacket can be found on your upper torso, which makes it different from socks",Yes
13566,"trumpet can usually be played  with mouth, which makes it different from guitar",Yes
3623,"rabbit have (a) long ear, which makes it different from raccoon",Yes
11585,"hose is a vessel, which makes it different from bolts",Yes
6375,"sofa have (a) largest dimension parallel to floor, which makes it different from curtains",Yes
2478,"shotgun can be used for bullets, which makes it different from cannon",Yes
392,"gate is a component of a home, which makes it different from house",Yes
14260,"microwave can be found on a countertop, which makes it different from freezer",Yes
5025,"avocado have (a) stone, which makes it different from banana",Yes
6636,"paintbrush can writing, which makes it different from brush",Yes
15011,"knees can be found below the waist, which makes it different from neck",Yes
441,"rabbit have (a) big ears, which makes it different from raccoon",Yes
2859,"ankle can be found on lower body, which makes it different from forearm",Yes
5238,"bed is placed horizontally (longest dimension), which makes it different from bedroom",Not Sure
1720,"cat is a common pet, which makes it different from squirrel",Yes
14397,"eggplant can be used for meat replacement, which makes it different from celery",Yes
5559,"knee is lower body, which makes it different from elbow",Yes
7298,"jacket can be found upper part of body, which makes it different from trousers",Yes
13493,"flute is part of (a) woodwind, which makes it different from saxophone",Yes
266,"snail have (a) no legs, which makes it different from spider",Yes
2112,"skirt is worn below the waist, which makes it different from dress",Yes
9713,"wasp can fly, which makes it different from spider",Yes
3710,"squirrel can climb on tree, which makes it different from skunk",Yes
10661,"camel can be found jungle, which makes it different from elephant",No
12498,"vulture have (a) large wingspan, which makes it different from sparrow",Yes
2285,"blender can be plugged in, which makes it different from freezer",Yes
8183,"raspberry is a red  or orang, which makes it different from plum",Yes
2339,"tank is a vessel, which makes it different from rifle",Yes
14412,"trumpet have (a) 3 buttons exactly, which makes it different from saxophone",Yes
14725,"trousers can be found above the feet, which makes it different from shoes",Yes
1153,"cougar have (a) thick body, which makes it different from caribou",Yes
8111,"moth is a insect, which makes it different from frog",Yes
2760,"eagle is a bird of prey, which makes it different from pelican",Not Sure
11993,"thigh can be used for walking, which makes it different from neck",Yes
9342,"neck is a limb, which makes it different from arm",No
13090,"girl can be used for transportation, which makes it different from woman",No
11047,"bolts can be used for building, which makes it different from hose",Yes
2059,"toe have (a) bones, which makes it different from nail",Yes
13878,"knees is a plural, which makes it different from elbow",Yes
6029,"necklace can be found on neck, which makes it different from chandelier",Yes
6730,"church is a place of worship, which makes it different from inn",Yes
7428,"banjo have (a) strings, which makes it different from trombone",Yes
9778,"mole can be found underground, which makes it different from mink",Yes
14505,"coat have (a) long sleeves, which makes it different from dress",Yes
15311,"camel can be domesticated, which makes it different from pony",Yes
6621,"octopus have (a) legs, which makes it different from eel",Not Sure
9127,"jeans is part of (a) lower waistline, which makes it different from blouse",Yes
14889,"avocado is a fruit, which makes it different from beans",Yes
14226,"mug have (a) handle, which makes it different from bottle",Yes
4297,"brush can be used for hair, which makes it different from pen",Yes
9793,"prune can be eaten in one bite, which makes it different from banana",Yes
14891,"jeans can keep 2 legs covered, which makes it different from shoes",Yes
13031,"vulture is a predator, which makes it different from sparrow",Yes
10413,"trousers is worn below the waist, which makes it different from blouse",Yes
13832,"paintbrush can be used for brushing, which makes it different from crayon",Yes
3659,"tractor can be used for land suitable one, which makes it different from wheel",Yes
12018,"arm is something humans have two of, which makes it different from neck",Yes
554,"cow can be domesticated, which makes it different from pony",Yes
639,"barrel can store or transport water, which makes it different from plate",Yes
7895,"coat can be used for covering legs, which makes it different from shirt",Yes
9162,"scissors have (a) sharp cutting edge, which makes it different from pliers",Yes
4572,"raspberry can be used for smoothies, which makes it different from pear",Yes
8741,"orange is a red  or orang, which makes it different from pineapple",Yes
12929,"daughter is a family, which makes it different from cousin",Yes
4340,"squirrel have (a) big ears, which makes it different from raccoon",Not Sure
12281,"pepper is a vegetable, which makes it different from avocado",Yes
907,"tongue can be used for eating, which makes it different from finger",Yes
12219,"ankle is below the waist, which makes it different from forearm",Yes
5773,"pants can be used for covering legs, which makes it different from shoes",Yes
9598,"banner is a logo, which makes it different from cloak",Yes
13062,"mixer have (a) string or line, which makes it different from tap",Yes
10175,"nurse can be found in a hospital, which makes it different from worker",Yes
14994,"pencil can to paint, which makes it different from paintbrush",No
5271,"cat have (a) tail, which makes it different from frog",Yes
14984,"grapefruit is a red  or orang, which makes it different from cranberry",Yes
13116,"boots can be used for feet, which makes it different from jeans",Yes
13428,"gorilla is a herbivore, which makes it different from leopard",Yes
1890,"rocket can use electricity, which makes it different from grenade",Yes
4205,"trombone is a wind instrument, which makes it different from cello",Yes
3588,"dress can be found upper part of body, which makes it different from pants",Yes
2408,"kettle is part of (a) kitchen appliance, which makes it different from sink",Yes
11501,"oven can be used for heating items up, which makes it different from dishwasher",Yes
11334,"peach is a fruit, which makes it different from avocado",Yes
15029,"clarinet have (a) reed to make it work, which makes it different from accordion",Yes
5305,"elk have (a) horn, which makes it different from coyote",Yes
6182,"leg is below the waist, which makes it different from elbow",Yes
13464,"rifle is a hand-held weapon, which makes it different from barrel",Yes
13381,"guitar is made of strings, which makes it different from harp",No
11246,"avocado is green, which makes it different from coconut",Yes
11074,"mackerel have (a) fins, which makes it different from shrimp",Yes
10602,"pipe can transport liquids, which makes it different from tank",Yes
116,"steak is a single item, which makes it different from salad",Yes
13513,"cabin have (a)  5 letters or less, which makes it different from cottage",Yes
10015,"butterfly is an insect, which makes it different from spider",Yes
4885,"flea is part of (a) water, which makes it different from beetle",Not Sure
14487,"crocodile can bite, which makes it different from camel",Yes
7273,"turtle is a reptile, which makes it different from snail",Yes
7089,"ox is a violent creature, which makes it different from camel",Yes
12966,"kite can be found at a beach, which makes it different from eagle",Yes
12006,"bike have (a) circular component, which makes it different from skateboard",Yes
12104,"bike can be used for land suitable one, which makes it different from canoe",Yes
12950,"leg can be found below waist, which makes it different from arm",Yes
8693,"tuba can be held in hand, which makes it different from harpsichord",Yes
13852,"scissors can be used for hair, which makes it different from pencil",Yes
12851,"fan can consume electricity, which makes it different from rock",Yes
10559,"trumpet have (a) tube, which makes it different from guitar",Yes
128,"oven can be used for heating items up, which makes it different from sink",Yes
6874,"cat can be used for food products, which makes it different from sheep",Not Sure
13946,"elbow is part of (a) upper body, which makes it different from ankle",Yes
6832,"catfish can be found at sea, which makes it different from zebra",Yes
3268,"sofa can be used to sleep, which makes it different from curtains",Yes
8055,"sink can be used for washing dishes, which makes it different from fridge",Yes
3474,"toe can be found below waist, which makes it different from finger",Yes
14956,"lobster have (a) claws, which makes it different from shrimp",Yes
12551,"jeans can be used for covering legs, which makes it different from shoes",Yes
9152,"bison have (a) fur, which makes it different from elephant",Yes
4343,"coat can be used for covering legs, which makes it different from jacket",Yes
771,"cow is domesticable (usually), which makes it different from bison",Yes
7984,"radio is a electric, which makes it different from rock",Yes
1492,"dog is carnivorous, which makes it different from sheep",Yes
5370,"trumpet can be blown into, which makes it different from guitar",Yes
13906,"grenade is a vessel, which makes it different from cannon",Yes
3112,"mackerel can be found at sea, which makes it different from lobster",Not Sure
14647,"banana have (a) usually inedible skin, which makes it different from garlic",Yes
6735,"saxophone can be used for blowing, which makes it different from piano",Yes
7197,"goat can be found in water, which makes it different from duck",No
12943,"plum can be used for smoothies, which makes it different from pear",Yes
3135,"rabbit is furry, which makes it different from chicken",Yes
930,"walls is part of (a) room, which makes it different from window",Yes
11942,"fingers have (a) nails, which makes it different from arm",Yes
10992,"mug can be held to drink, which makes it different from pot",Yes
1109,"wheel can be found kitchen, which makes it different from clamp",Not Sure
13106,"deer have (a) antlers/horns, which makes it different from beaver",Yes
13266,"radio is a related to music, which makes it different from rock",Yes
9709,"leg is part of (a) lower body, which makes it different from neck",Yes
4100,"goat have (a) hooves, which makes it different from rabbit",Yes
10243,"moth can flying, which makes it different from beetle",No
3748,"boat can be used for water, which makes it different from car",Yes
7498,"cannon have (a) wheels, which makes it different from rocket",Yes
4350,"cow can kill a human, which makes it different from rabbit",Yes
9249,"zebra have (a) legs, which makes it different from catfish",Yes
5919,"pony can be found jungle, which makes it different from cow",Yes
11040,"falcon have (a) large wing span, which makes it different from stork",Yes
14176,"dress have (a) sleeves, which makes it different from shoes",Yes
9424,"plum can be found on a tree or bush, which makes it different from garlic",Yes
13374,"chapel can be used for religious gatherings, which makes it different from inn",Yes
15269,"ankle is a joint, which makes it different from arm",Yes
5973,"falcon have (a) large wingspan, which makes it different from buzzard",Yes
5085,"cherry have (a) edible skin (usually), which makes it different from grapefruit",Yes
11620,"dog can be kept inside a bedroom, which makes it different from sheep",Yes
317,"ankle can be used for walking, which makes it different from arm",Yes
4013,"saxophone have (a) reed to make it work, which makes it different from accordion",Yes
3216,"beetle have (a) wings, which makes it different from spider",Yes
4258,"neck is a limb, which makes it different from toe",No
5183,"squid have (a) legs, which makes it different from mackerel",Yes
9551,"pencil can be used for cutting, which makes it different from paintbrush",Yes
3487,"chapel is a religion buildings, which makes it different from inn",Yes
5774,"bedroom can be found at your home, which makes it different from bungalow",No
6839,"cherry can rhyme with ferry, which makes it different from avocado",Yes
3848,"tank is made for violence, which makes it different from barrel",Yes
2151,"orange is a citrus fruit, which makes it different from cranberry",Yes
445,"trombone is made of brass, which makes it different from piano",Yes
3661,"blender is using electricity, which makes it different from colander",Yes
1626,"falcon is able to be domesticated, which makes it different from kite",Yes
2807,"prune have (a) single hard pit, which makes it different from lemon",Yes
558,"lamb is furry, which makes it different from potato",Yes
14350,"ox can be found in hot climates, which makes it different from elk",Yes
2312,"blender can be used for making food, which makes it different from freezer",Yes
5322,"saxophone is a brass instrument, which makes it different from flute",Yes
773,"razor have (a) sharp cutting edge, which makes it different from comb",Yes
5864,"cheetah is a type of big cat, which makes it different from crocodile",Yes
3515,"mink is living in water, which makes it different from deer",Yes
4889,"blouse is a white object, which makes it different from jacket",No
1752,"cherry can be eaten in one bite, which makes it different from coconut",Yes
6127,"jeans is worn below the waist, which makes it different from blouse",Yes
8521,"fingers is part of (a) hands(including wrist), which makes it different from arm",Yes
4398,"peach is a red  or orang, which makes it different from avocado",Yes
12638,"elephant have (a) antlers or tusks, which makes it different from camel",Yes
15384,"fingers is made of upper body parts, which makes it different from leg",Yes
7792,"daughter is a direct relation, which makes it different from aunt",Yes
3480,"plum have (a) stone inside, which makes it different from grapefruit",Yes
3550,"crayon can get smaller as it's used, which makes it different from pen",Yes
12521,"goat can eating, which makes it different from potato",Yes
7342,"elk have (a) antlers or tusks, which makes it different from buffalo",Yes
4554,"pepper have (a) seeds, which makes it different from onions",Yes
14549,"bag can be found on your upper torso, which makes it different from sack",Yes
530,"lemon is yellow, which makes it different from raspberry",Yes
13870,"pants can be used for covering legs, which makes it different from socks",Yes
11736,"salmon is a fish, which makes it different from lobster",Yes
785,"magazine is made of paper, which makes it different from radio",Yes
9745,"raspberry have (a) (usually) edible skin, which makes it different from banana",Yes
13554,"orange can be used as a color, which makes it different from lime",Not Sure
9288,"fan can be found at an electronics store, which makes it different from rocker",Yes
9679,"chapel can be used for a place of worship, which makes it different from house",Yes
4315,"alligator can be found in the water, which makes it different from squirrel",Yes
4145,"butterfly is a insect, which makes it different from frog",Yes
3568,"elephant have (a) big horns/tusk, which makes it different from tiger",Yes
6246,"catfish is a name begging with c, which makes it different from trout",Yes
11959,"banjo can easily carried around, which makes it different from flute",No
11846,"gun is made for violence, which makes it different from rocket",Yes
9990,"door is made of wood typically, which makes it different from curtains",Yes
13531,"ankle can be found below waist, which makes it different from shoulder",Yes
8805,"cherry have (a) single hard pit, which makes it different from grapefruit",Yes
8899,"goat is a n animal, which makes it different from onions",Yes
8224,"shoulder is part of (a) the upper body, which makes it different from ankle",Yes
3703,"screwdriver is a construction tool, which makes it different from pencil",Yes
3813,"grapefruit have (a) seed/seeds/pit, which makes it different from banana",Yes
874,"cheetah is a like a cat, which makes it different from zebra",Yes
2773,"pants is a worn on the lower body, which makes it different from dress",Yes
2889,"mug have (a) handle, which makes it different from saucer",Yes
15056,"wasp can flying, which makes it different from beetle",Yes
8508,"cat is a typical pet, which makes it different from horse",Yes
4535,"pear have (a) (usually) edible skin, which makes it different from avocado",Yes
6351,"goat can eating, which makes it different from rabbit",Not Sure
12740,"rope can be used for restraining things, which makes it different from hose",Yes
8187,"grapefruit is part of (a) group or bunch, which makes it different from avocado",Not Sure
10439,"trumpet can be held in hand, which makes it different from harpsichord",Yes
12793,"dress have (a) sleeves, which makes it different from jeans",Yes
9943,"eggplant can be used for meat replacement, which makes it different from broccoli",Yes
2593,"shoes can be used for feet, which makes it different from trousers",Yes
6657,"tractor can carry multiple people, which makes it different from scooter",Yes
4507,"trumpet is made of strings, which makes it different from harp",No
9534,"skateboard have (a) wheels, which makes it different from skis",Yes
1707,"boat can be found in water, which makes it different from truck",Yes
7440,"raft is colored red, which makes it different from boat",No
6515,"candle can generate light, which makes it different from tray",Yes
9560,"rabbit can be found at the supermarket deli, which makes it different from donkey",Yes
14263,"trumpet is a wind instrument, which makes it different from banjo",Yes
2369,"wife is a family member, which makes it different from actress",Yes
5833,"bridge have (a) start with a b, which makes it different from inn",Yes
6089,"razor can be used for grooming, which makes it different from pencil",Yes
7458,"shoulder is part of (a) the upper body, which makes it different from toe",Yes
7545,"avocado is round/oval, which makes it different from banana",Yes
11219,"dishwasher can be used for washing dishes, which makes it different from kettle",Yes
18,"cow have (a) hooves, which makes it different from elephant",Yes
1525,"donkey can be used for food products, which makes it different from sheep",Not Sure
11474,"chapel can be used for religious gathering, which makes it different from bridge",Yes
3466,"pencil have (a) graphite center, which makes it different from pen",Yes
4803,"eggplant can be used for meat replacement, which makes it different from onions",Yes
1223,"peach is a fruit, which makes it different from orange",No
5169,"cougar have (a) thick body, which makes it different from elk",Not Sure
10593,"paintbrush can be used for writing/drawing, which makes it different from spatula",Yes
14574,"grapefruit is a citrus fruit, which makes it different from pear",Yes
736,"cannon can be used for shooting, which makes it different from rocket",Yes
460,"coat can be used for covering legs, which makes it different from blouse",Yes
12128,"hair can be found on you head, which makes it different from body",No
6362,"scissors can be used for hair, which makes it different from knife",Yes
11445,"toaster can be plugged in, which makes it different from sink",Yes
1477,"pear is a physical fruit or veg, which makes it different from lemon",No
4676,"skirt is a typically female clothing item, which makes it different from trousers",Yes
4609,"pipe can commonly be found at home, which makes it different from barrel",Yes
14675,"blender is consuming electricity, which makes it different from spoon",Yes
13421,"stereo have (a) string or line, which makes it different from tape",Yes
4344,"bike have (a) handle, which makes it different from skateboard",Yes
9826,"jacket can be found upper part of body, which makes it different from pants",Yes
1313,"snail is a bug, which makes it different from turtle",Yes
6506,"daughter is a family, which makes it different from father",No
10368,"neck is made of upper body parts, which makes it different from leg",Yes
6184,"grapefruit is a citrus fruit, which makes it different from strawberry",Yes
3832,"porcupine is a rodent, which makes it different from raccoon",Yes
4850,"elephant can be used for human transport, which makes it different from frog",Yes
11907,"paintbrush can be used for writing/drawing, which makes it different from brush",Yes
12016,"girl have (a) color, which makes it different from man",No
11666,"crab can be found at sea, which makes it different from lobster",No
6460,"broccoli is green (most part), which makes it different from onions",Yes
8759,"tiger is a like a cat, which makes it different from zebra",Yes
8421,"grapefruit is a fruit, which makes it different from avocado",No
8071,"tiger is a type of big cat, which makes it different from camel",Yes
1935,"arm can be found below where a watch is, which makes it different from elbow",Yes
945,"lemon have (a) usually inedible skin, which makes it different from raspberry",Yes
12136,"milk is a liquid, which makes it different from sugar",Yes
9916,"bed is made of wood typically, which makes it different from sofa",Yes
7253,"jeans is covering the legs, which makes it different from boots",Yes
8767,"turtle have (a)  4 limbs, which makes it different from snail",Yes
10231,"gun have (a) finger trigger, which makes it different from barrel",Yes
14168,"salmon is a fish, which makes it different from crab",Yes
6942,"hare can be held, which makes it different from mink",Yes
2973,"tiger have (a) fur, which makes it different from crocodile",Yes
9143,"celery is something people usually eat raw, which makes it different from broccoli",Yes
11208,"cow can be used for a source of milk, which makes it different from rabbit",Yes
7058,"hose can be used for restraining something/somebody, which makes it different from tap",Yes
11075,"duck can be found at a beach, which makes it different from pigeon",Not Sure
1228,"elk have (a) hair/fur, which makes it different from porcupine",Yes
10528,"jeans is part of (a) lower waistline, which makes it different from shirt",Yes
12033,"tiger have (a) horn, which makes it different from crocodile",No
7733,"stereo can make or play music, which makes it different from plug",Yes
12013,"pistol can be used in home, which makes it different from cannon",Yes
2899,"catfish have (a) red shell when cooked, which makes it different from shrimp",Not Sure
7177,"trousers can be used for covering legs, which makes it different from socks",Yes
2150,"beetle is a crustecean, which makes it different from wasp",Yes
3773,"faucet is made of metal, which makes it different from hose",Yes
11815,"cheetah is a like a cat, which makes it different from giraffe",Yes
5558,"vulture have (a) large wing span, which makes it different from duck",Yes
10344,"drill can use electricity, which makes it different from wheel",Yes
3071,"squid can be found at sea, which makes it different from chicken",Yes
3527,"lemon is a fruit, which makes it different from onions",Yes
9818,"drill can be found in a toolbox, which makes it different from pipe",Yes
14942,"jacket have (a) piece of clothing that opens, which makes it different from skirt",Yes
9290,"kettle have (a) power supply, which makes it different from spoon",Yes
2928,"leg can be found below the waist, which makes it different from arm",Yes
13213,"seagull is a predator, which makes it different from stork",Not Sure
14458,"crocodile is a reptile, which makes it different from turtle",No
6741,"elephant have (a) antlers or tusks, which makes it different from buffalo",Yes
6079,"razor can be used for hair, which makes it different from knife",Yes
5387,"jacket is a piece of clothing, which makes it different from shoes",Yes
9320,"camel can be found jungle, which makes it different from tiger",No
2414,"pear have (a) (usually) edible skin, which makes it different from grapefruit",Yes
2056,"crab have (a) legs, which makes it different from asparagus",Yes
10566,"church can be found at christian belief country, which makes it different from chapel",No
11045,"hare have (a) long ears, which makes it different from mink",Yes
13388,"toaster is a electrical appliance, which makes it different from sink",Yes
9483,"fingers can be used for waving, which makes it different from neck",Yes
9473,"clarinet can be blown into, which makes it different from guitar",Yes
505,"orange have (a) seeds, which makes it different from garlic",Yes
14020,"shoes can be found foot, which makes it different from pants",Yes
6151,"violin have (a) keys, which makes it different from trumpet",Not Sure
2088,"dress is a typically female clothing item, which makes it different from jeans",Yes
2797,"toaster can be found on a countertop, which makes it different from oven",Yes
10013,"camel can be domesticated, which makes it different from elephant",Yes
4745,"pipe can hold water, which makes it different from rope",Yes
3570,"skunk is 5 letters long, which makes it different from squirrel",Yes
7039,"goat have (a) fur, which makes it different from sheep",No
13811,"elbow is a joint, which makes it different from arm",Yes
403,"lemon is a citrus fruit, which makes it different from garlic",Yes
1300,"trombone can be used for sound, which makes it different from tuba",No
747,"mother is a family member, which makes it different from princess",Yes
10472,"pear have (a) edible skin (usually), which makes it different from banana",Yes
14569,"fridge can be used for storing food, which makes it different from stove",Yes
726,"razor is made of /mostly made of metal, which makes it different from comb",Yes
5212,"shoulder is part of (a) upper body, which makes it different from leg",Yes
15097,"squirrel can climb trees, which makes it different from rabbit",Yes
13192,"strawberry can be eaten in one bite, which makes it different from plum",Yes
