lamp,projector,cord
bed,sofa,spring
octopus,cod,ink
duck,asparagus,waddles
honeydew,grapefruit,rind
shoes,slippers,sizes
plate,pipe,china
shoes,gown,sizes
toad,duck,hops
plum,banana,pit
falcon,duck,rodents
tent,bed,poles
pants,trousers,materials
closet,cupboard,messy
doll,dog,porcelain
tie,scarf,knot
corn,lettuce,ears
tuna,spinach,fins
bra,jacket,cups
wheelbarrow,ladle,handles
swimsuit,pajamas,spandex
salmon,lobster,fins
prune,lemon,wrinkled
pine,coconut,needles
turtle,owl,slowly
mackerel,sardine,fins
pie,onions,crust
frog,crab,hops
oven,dish,control
jar,beans,lid
crab,tomato,sideways
swimsuit,skirt,piece
helicopter,airplane,blades
shoes,slippers,suede
tuna,chicken,fins
cap,trousers,logos
pigeon,blackbird,manure
orange,garlic,seeds
cat,deer,claws
crocodile,goat,animals
cedar,elk,needles
pigeon,owl,manure
tiger,fox,claws
pencil,pen,graphite
ox,camel,grass
bat,rat,flies
coat,robe,buttons
tent,toilet,poles
belt,bolts,buckles
kettle,mug,electrical
eggplant,onions,purple
dishwasher,oven,electrical
corn,bread,stalks
napkin,gown,square
bike,tractor,brakes
prune,raisin,purple
building,cottage,cement
banner,cloak,colourful
plate,pipe,patterns
prune,rhubarb,seeds
saucer,jar,china
cantaloupe,broccoli,seeds
rattle,drum,colourful
olive,lime,oval
basement,brick,furnace
tuba,harmonica,gold
clam,eel,pearls
cupboard,toilet,handles
lamb,lemon,grass
robe,shawl,cloth
cow,rabbit,grass
broccoli,garlic,stalks
pants,skirt,buttons
shoes,sandals,heels
spatula,brush,rubber
elephant,squirrel,ears
vulture,hawk,talons
lime,cherry,seeds
falcon,pelican,rodents
orange,rhubarb,pulp
scooter,truck,slow
squirrel,moose,nuts
toad,goat,hops
tuba,piano,gold
gate,door,latch
magazine,radio,pages
church,cathedral,seats
pliers,tongs,sizes
duck,potato,waddles
pepper,chicken,pieces
gloves,trousers,thumb
hut,cottage,grass
camel,bull,hump
pants,jeans,cuffs
robe,socks,materials
cucumber,asparagus,seeds
lemon,pepper,oval
bike,jeep,gears
jacket,sweater,zipper
belt,bag,holes
leopard,deer,spots
balloon,rocket,colourful
crocodile,tortoise,scales
screwdriver,drill,heads
chandelier,lantern,electrical
spear,bayonet,thin
onions,tomato,layers
catfish,zebra,gills
catfish,zebra,fins
rocket,celery,flies
necklace,emerald,clasp
corn,spinach,stalks
lemon,garlic,oval
tray,dish,rectangular
saucer,spatula,porcelain
trumpet,harpsichord,gold
saddle,cushion,straps
skis,boots,bindings
apple,cheese,seeds
avocado,parsley,pit
shirt,gown,pockets
plum,strawberry,pit
grenade,gun,pin
skirt,curtains,lengths
turtle,deer,slow
rabbit,goose,hops
trousers,jeans,zippers
vulture,parakeet,claws
drill,chisel,bits
ambulance,limousine,siren
paintbrush,spatula,sizes
balloon,jet,colourful
plum,banana,purple
dresser,sofa,rectangular
whip,machete,thin
airplane,truck,crashes
rifle,cannon,trigger
candle,tray,sizes
accordion,flute,buttons
bra,dress,wires
rabbit,donkey,carrots
squid,trout,ink
dishwasher,microwave,buttons
ant,squirrel,crawls
broom,birch,straw
tortoise,goat,slow
coat,trousers,hood
plug,screws,wires
tank,armour,guns
screwdriver,pin,heads
pepper,onions,pieces
sack,rope,cloth
gloves,socks,thumb
snail,crocodile,antennae
bag,trousers,handles
tangerine,mandarin,sections
chicken,onions,pecks
kettle,dishwasher,plug
mouse,bat,cheese
barn,owl,loft
bat,pigeon,fangs
chicken,potato,flies
football,cup,wobbles
pickle,lettuce,seeds
owl,squirrel,flies
screws,pin,sizes
camel,ostrich,spits
chimp,hamster,bananas
crayon,pencil,wax
peach,apple,pit
shoes,socks,heels
caterpillar,snail,crawls
walrus,whale,tusks
parka,mittens,lining
dress,gown,sleeves
wheel,screws,rubber
boat,submarine,motor
goldfish,perch,gold
buggy,skis,seats
garlic,spinach,cloves
seagull,swan,manure
walrus,moose,tusks
lemon,asparagus,oval
snail,worm,antennae
camisole,vest,lace
jacket,socks,sleeves
fridge,kettle,rectangular
train,bus,caboose
cherry,tomato,stem
hawk,moth,soars
lemon,chicken,oval
vest,jacket,fabrics
jacket,robe,sleeves
plate,barrel,sizes
trousers,dress,buttons
goat,duck,climbs
candle,cigarette,melts
trailer,car,hitch
belt,wheel,thin
buggy,wheel,seats
raft,boat,square
plum,blueberry,purple
cat,rat,mice
peach,banana,pit
veil,trousers,lace
catfish,eel,gills
rocket,lettuce,flies
eggplant,potato,purple
onions,cabbage,bulbs
book,magazine,numbers
eagle,stork,claws
shoes,socks,soles
vest,gloves,buttons
trumpet,piano,gold
bungalow,cottage,basement
bureau,board,drawers
jacket,trousers,zipper
rabbit,coyote,hops
swimsuit,sandals,spandex
faucet,toilet,taps
squirrel,spider,nuts
bow,hook,string
church,house,seats
calf,lamb,hoofs
camel,goat,spits
squirrel,turtle,nuts
olive,pepper,oval
cage,bolts,bars
fridge,kettle,shelves
bike,truck,bars
hut,shack,straw
avocado,asparagus,seeds
blackbird,sparrow,worms
jacket,gloves,buttons
toad,turtle,flies
cabinet,bookcase,drawers
trombone,clarinet,valve
tiger,alligator,claws
pistol,crossbow,trigger
jeans,socks,zipper
dresser,sofa,mirrors
skirt,trousers,lengths
bottle,bucket,lid
crossbow,cannon,string
wall,fence,drywall
oven,sink,control
belt,hose,buckles
jacket,gown,sleeves
frog,cat,flies
grapefruit,pear,seeds
apartment,cabin,bathroom
piano,harpsichord,ivory
napkin,mug,square
tray,cupboard,rectangular
falcon,owl,talons
wheelbarrow,trolley,handles
socks,scarf,holes
spider,crab,insects
hook,rope,curved
trumpet,harp,gold
whale,tuna,blubber
skis,bike,thin
strawberry,carrot,seeds
saddle,buckle,straps
cloak,skirt,hood
surfboard,scooter,floats
salmon,lemon,gills
skis,helmet,bindings
beets,cabbage,purple
saucer,spoon,patterns
bus,car,crowded
jacket,bag,sleeves
vest,jeans,fabrics
parka,mittens,hood
skirt,vest,lengths
drill,pipe,electrical
lamp,candle,shade
umbrella,banner,nylon
avocado,lettuce,seeds
elk,beaver,antlers
crab,mackerel,claws
eggplant,lettuce,seeds
scissors,comb,blades
cucumber,cabbage,seeds
salmon,shrimp,fins
crab,lobster,sideways
jeans,gown,zipper
cannon,gun,barrel
jeans,boots,denim
pencil,crayon,graphite
napkin,nightgown,square
cap,socks,visor
dress,socks,sleeves
pajamas,nightgown,pants
plum,pumpkin,pit
crayon,brush,colourful
slingshot,crossbow,part
cheetah,elephant,spots
blouse,robe,collar
robe,jacket,belt
chicken,mushroom,flies
cap,skirt,logos
raccoon,crocodile,garbage
cat,mouse,mice
pants,sweater,zippers
mittens,jacket,colourful
pliers,wrench,handles
camisole,pants,lacy
cod,chicken,scales
wasp,cockroach,stings
gate,brick,lock
snail,toad,antennae
camel,goat,humps
rabbit,goat,hops
mug,bottle,message
bear,deer,claws
spider,worm,webs
stereo,tape,deck
avocado,cauliflower,pit
blender,toaster,container
vulture,starling,claws
bowl,beans,curved
porcupine,squirrel,slow
squid,eel,ink
keyboard,harmonica,electrical
salmon,crab,fins
pen,bottle,point
elephant,whale,trunk
plum,coconut,purple
grapefruit,pineapple,sections
hut,house,straw
skyscraper,building,stairs
shoes,shirt,heels
slingshot,corkscrew,part
cat,deer,mice
raft,surfboard,rubber
jeans,shoes,buttons
lemon,asparagus,seeds
trailer,bike,hitch
starling,crow,worms
duck,potato,bill
minnow,catfish,schools
gloves,apron,thumb
sofa,bed,cushions
trombone,guitar,gold
napkin,robe,cloth
rat,dog,garbage
desk,sofa,drawers
jet,helicopter,flies
cloak,curtains,hood
kite,eagle,string
bow,helmet,string
jeans,trousers,zipper
wheel,screws,spokes
medal,cup,engraved
pants,dress,loops
chimp,elephant,bananas
corn,lettuce,cobs
camel,crocodile,humps
corn,garlic,husks
tie,jacket,patterns
crossbow,slingshot,string
pipe,plate,connections
bra,jeans,sizes
buggy,tractor,seats
elephant,giraffe,tusks
tuna,cheese,gills
seagull,swan,garbage
chicken,mushroom,pecks
boots,bag,heels
rooster,pig,comb
hawk,duck,mice
coat,cloak,buttons
apartment,bungalow,bedrooms
strawberry,cranberry,seeds
beets,beans,purple
saxophone,harmonica,gold
toad,salamander,warts
plate,wall,sizes
onions,cabbage,layers
gate,brick,latch
vulture,falcon,bald
raisin,banana,dried
leopard,cat,spots
giraffe,deer,spots
bow,knife,curved
jeans,jacket,rips
cougar,moose,animals
jeans,boots,buttons
turtle,octopus,slowly
prune,cherry,seeds
door,cupboard,knob
fridge,oven,shelves
blackbird,dove,worms
rattlesnake,salamander,slithers
drill,pin,bits
bomb,bullet,timer
rat,deer,garbage
prune,rhubarb,dried
garlic,peas,bulbs
trousers,blouse,cuffs
boots,jeans,rubber
orange,pepper,pulp
desk,bookcase,drawers
jeans,boots,zipper
raft,canoe,square
bra,shirt,sizes
moose,elephant,antlers
crab,chicken,sideways
camisole,skirt,lace
bike,wheel,gears
scooter,tractor,bars
saxophone,harpsichord,gold
hawk,stork,soars
cottage,inn,fireplace
panther,cougar,sleek
wrench,pipe,sizes
tent,cabin,zippers
wasp,flea,stings
duck,partridge,waddles
coat,scarf,buttons
wheelbarrow,buggy,handles
blender,fridge,container
bed,carpet,headboard
grapefruit,tomato,sections
strawberry,pear,seeds
necklace,scarf,charm
spatula,colander,rubber
hawk,goose,mice
skirt,gown,lengths
grape,plum,seeds
jeans,blouse,zipper
crab,peas,claws
cannon,pistol,balls
mat,cushion,rubber
sandals,slippers,straps
submarine,missile,periscope
grape,banana,seeds
broccoli,tomato,stalks
pie,rhubarb,crust
submarine,boat,periscope
camisole,pants,lace
shoes,gloves,soles
porcupine,skunk,quills
airplane,truck,engines
lime,pepper,seeds
bowl,pot,curved
jar,garlic,lid
octopus,eel,cups
mackerel,shrimp,gills
camel,sheep,spits
pants,coat,zippers
saucer,mug,porcelain
pumpkin,pineapple,seeds
coat,sweater,pockets
alligator,pig,scales
kite,vulture,colourful
elephant,dog,tusks
apartment,building,bedrooms
boat,car,floats
drill,barrel,electrical
camel,cow,beige
lamb,onions,grass
cougar,hyena,claws
bike,skateboard,pedals
barn,bungalow,loft
spider,beetle,flies
eggplant,beets,seeds
falcon,goose,talons
hawk,crow,rodents
bag,bottle,sizes
coin,card,sizes
jacket,jeans,hood
moose,coyote,antlers
tray,strainer,rectangular
hook,peg,curved
inn,cottage,beds
garlic,onions,cloves
cellar,brick,shelves
buffalo,goat,herds
tangerine,lemon,sections
raft,boat,logs
corn,pepper,stalks
hawk,parakeet,rodents
grapefruit,cantaloupe,sections
tray,pan,square
tent,tray,zippers
trombone,cello,gold
napkin,curtains,square
tie,skirt,thin
boots,socks,laces
robe,shirt,cloth
lamp,stove,switch
cage,hamster,wire
cucumber,carrot,seeds
giraffe,crocodile,spots
hawk,dove,mice
elephant,rabbit,tusks
hawk,helicopter,rodents
cupboard,freezer,shelves
snail,ant,slow
canoe,sailboat,thin
rattlesnake,snail,slender
blouse,trousers,collar
mittens,pajamas,thumb
sack,bucket,burlap
leopard,crocodile,spots
radio,magazine,control
corn,banana,cobs
gorilla,whale,bananas
pickle,asparagus,seeds
cantaloupe,cabbage,seeds
bagpipe,violin,plaid
elephant,horse,peanuts
plum,cheese,purple
dishwasher,fridge,buttons
walrus,seal,tusks
mat,pillow,rubber
brush,carpet,bristles
toilet,cupboard,porcelain
coin,necklace,sizes
necklace,dress,gold
cucumber,spinach,seeds
wheel,plate,rolls
prune,nectarine,purple
sink,cupboard,enamel
candle,cigarette,sizes
shirt,robe,pockets
prune,grapefruit,purple
pheasant,salmon,flies
pie,garlic,crust
banner,umbrella,rectangular
cap,bag,logos
moose,otter,antlers
minnow,eel,fins
bathtub,dishwasher,drain
pen,bag,point
elephant,goat,tusks
pot,spinach,sizes
trousers,jeans,cuffs
shirt,robe,sleeves
blouse,coat,collar
bra,dress,hooks
crocodile,leopard,animals
screws,clamp,heads
box,telephone,lid
bike,scooter,gears
mug,ashtray,patterns
sailboat,raft,sizes
barn,stone,stalls
olive,chicken,pit
garlic,chicken,bulbs
cheetah,buffalo,spots
boots,skirt,laces
cage,door,wire
squirrel,hamster,nuts
avocado,tomato,pit
sandals,jeans,soles
avocado,celery,pit
frog,deer,insects
tuna,tomato,gills
wall,door,cement
belt,shirt,holes
razor,spear,electrical
hut,cabin,straw
prune,pineapple,wrinkled
orange,plum,seeds
dog,horse,cats
onions,tomato,bulbs
canary,finch,seeds
mole,coyote,burrows
prune,blueberry,dried
shoes,boots,sizes
spider,butterfly,flies
necklace,pearl,charm
tuba,harpsichord,gold
crab,pumpkin,claws
walrus,elk,tusks
bed,bag,springs
skunk,squirrel,stripe
camisole,blouse,lace
desk,door,drawers
clam,tuna,pearls
colander,ladle,holes
saxophone,harmonica,reeds
rattlesnake,beaver,slender
eagle,woodpecker,bald
prune,lemon,purple
gate,chapel,latch
accordion,harp,buttons
frog,turtle,insects
trousers,gloves,zippers
bookcase,pine,shelves
mackerel,squid,scales
pot,coconut,sizes
vulture,stork,bald
seagull,sparrow,garbage
elephant,leopard,tusks
plug,hose,prongs
cottage,church,fireplace
flute,violin,thin
bat,elephant,flies
cabin,bedroom,fireplaces
crossbow,shotgun,string
tractor,airplane,slow
willow,walnut,down
trout,crab,gills
cod,lobster,gills
scissors,chisel,handles
pants,jeans,seams
blouse,sweater,collar
tomato,onions,seeds
strawberry,cheese,seeds
bread,potato,crust
rabbit,raccoon,hops
carpet,drapes,colourful
rattlesnake,crocodile,bites
pepper,coconut,pieces
woodpecker,dove,insects
bra,blouse,straps
oven,cupboard,control
eel,perch,electrical
flea,rabbit,bites
hawk,vulture,rodents
toad,donkey,flies
cat,squirrel,mice
revolver,crossbow,trigger
eggplant,garlic,purple
budgie,hamster,colourful
candle,chandelier,sizes
leotards,jeans,colourful
ashtray,tray,holders
gorilla,bear,bananas
cap,jacket,visor
sink,tray,drain
candle,cigarette,wax
shirt,shoes,sleeves
trousers,scarf,zippers
jeans,pants,zipper
scarf,apron,colourful
prune,plum,seeds
prune,pineapple,pit
broccoli,peas,stalks
bomb,rocket,timer
lobster,spinach,claws
pants,jeans,zippers
elephant,elk,ears
airplane,helicopter,propeller
vest,skirt,fabrics
eel,lobster,electrical
cigarette,pipe,tobacco
porcupine,hare,quills
door,curtains,knob
umbrella,bag,nylon
cat,cow,paws
mirror,lamp,sizes
ant,flea,crawls
jacket,trousers,sleeves
turtle,frog,slow
bra,socks,lacy
bolts,wrench,threads
avocado,pepper,pit
hawk,eagle,mice
cage,barrel,wire
napkin,cigarette,square
spider,octopus,crawls
pot,spoon,sizes
broom,wand,straw
cat,cow,claws
shirt,blouse,pockets
rattlesnake,gopher,slender
bike,skateboard,frame
eggplant,carrot,purple
broccoli,avocado,stalks
spider,frog,crawls
jeans,shirt,zipper
pants,coat,cuffs
shoes,jeans,suede
closet,toilet,messy
hose,drain,rubber
hose,drain,sizes
pants,shoes,seams
dolphin,turtle,sleek
rifle,grenade,barrel
hare,fox,hops
necklace,dress,charm
vest,sweater,fabrics
colander,spatula,holes
cucumber,rhubarb,seeds
pencil,scissors,thin
shirt,socks,buttons
bookcase,stool,shelves
napkin,shawl,square
cage,bolts,wire
rabbit,rat,hops
plate,tray,china
corn,asparagus,ears
zebra,cheetah,herds
mushroom,cauliflower,stem
cap,boots,logos
jeans,boots,fades
jeans,gloves,rips
perch,peg,scales
guitar,saxophone,hole
corn,bread,kernels
typewriter,pencil,numbers
raisin,raspberry,wrinkled
dog,rat,chases
tricycle,bike,slow
scarf,cloak,colourful
raft,sled,logs
bag,boots,sizes
toad,turtle,hops
shirt,vest,sleeves
stereo,tape,electronic
jeans,shirt,rips
elephant,hyena,trunk
cougar,hyena,animals
trousers,gloves,buttons
balloon,rope,expands
necklace,scarf,diamonds
spider,moth,crawls
cabin,airplane,logs
blouse,shawl,buttons
jacket,vest,pockets
pear,pineapple,stem
goldfish,shrimp,scales
door,cupboard,rectangular
raft,jeep,floats
cucumber,cauliflower,seeds
cap,plate,visor
bike,skateboard,brakes
house,building,bedrooms
saxophone,harp,reeds
shoes,dress,buckles
corn,asparagus,cobs
orange,tomato,sections
jacket,robe,pockets
plug,bolts,wires
sweater,shawl,sleeves
tangerine,cantaloupe,sections
necklace,dress,beads
shoes,sandals,laces
orange,lemon,sections
gun,rocket,trigger
pan,spinach,lid
flute,tuba,holes
coat,socks,hood
trousers,gloves,pockets
hare,fox,ears
raisin,cranberry,wrinkled
perch,peg,gills
leopard,bison,spots
hook,stick,curved
belt,bolts,thin
goat,cow,climbs
snail,beetle,slow
bear,frog,claws
vulture,duck,claws
owl,duck,mice
flute,clarinet,thin
camisole,robe,silk
sandals,trousers,soles
closet,dishwasher,messy
bungalow,cottage,levels
tangerine,cherry,sections
bag,bucket,sizes
mushroom,parsley,stem
boat,submarine,sails
bomb,grenade,timer
pheasant,cabbage,flies
dresser,walnut,drawers
seagull,hawk,manure
pants,socks,loops
crab,clam,claws
tank,rifle,sizes
dolphin,boat,fins
bra,blouse,sizes
pigeon,pheasant,manure
shirt,tie,sleeves
raccoon,fox,garbage
lamp,lantern,cord
cod,potato,scales
clarinet,accordion,reeds
guitar,rock,hole
mixer,tap,electrical
crocodile,leopard,scales
sweater,pants,sleeves
falcon,stork,rodents
fridge,cupboard,rectangular
apron,vest,cloth
elephant,leopard,trunk
bolts,clamp,sizes
falcon,sparrow,talons
swimsuit,blouse,spandex
screwdriver,clamp,heads
dresser,pine,rectangular
kettle,pot,spout
stereo,plug,electrical
ship,truck,sails
hare,deer,carrots
spider,caterpillar,insects
scooter,bike,slow
menu,keyboard,foods
flute,piano,thin
bike,trolley,bars
swimsuit,bra,materials
seagull,buzzard,manure
elephant,horse,trunk
fridge,sink,shelves
barrel,bolts,bands
belt,pants,holes
raft,sailboat,square
plum,lemon,purple
skirt,curtains,colourful
chandelier,lamp,crystal
seagull,stork,manure
zebra,ostrich,herds
necklace,pearl,diamonds
starling,oriole,worms
basement,garage,furnace
radio,rock,electrical
cigarette,ashtray,tobacco
mackerel,sardine,gills
corn,garlic,cobs
wheel,plate,spokes
elephant,hyena,tusks
elephant,crocodile,ears
corn,coconut,ears
hare,squirrel,hops
skunk,alligator,stripe
lamp,lantern,lightbulbs
strawberry,plum,seeds
corn,cabbage,stalks
telephone,ring,cord
alligator,zebra,scales
thermometer,tray,numbers
shoes,gloves,suede
octopus,tuna,cups
eggplant,spinach,purple
bowl,coconut,curved
jacket,boots,buttons
church,cathedral,alter
garlic,chicken,cloves
camisole,skirt,lacy
lamb,beans,grass
ant,rat,antennae
chandelier,candle,candles
brick,stone,rectangular
rattlesnake,gopher,fangs
tank,barrel,sizes
cage,bucket,wire
shirt,sweater,pockets
closet,fridge,bars
toad,rattlesnake,flies
dog,goat,cats
prune,blueberry,purple
willow,cherry,down
raft,sled,floats
robe,drapes,belt
mushroom,asparagus,stem
pot,spinach,lid
camel,goat,beige
corn,asparagus,kernels
apple,plum,seeds
shoes,skirt,sizes
saucer,bowl,porcelain
piano,banjo,pedals
tomato,potato,seeds
leopard,tiger,spots
door,curtains,hinges
toaster,sink,electrical
garlic,pepper,cloves
stereo,tape,radio
trousers,vest,cuffs
plum,nectarine,purple
elevator,door,buttons
saddle,tack,straps
unicycle,skateboard,pedals
helicopter,submarine,hovers
raccoon,porcupine,mask
hose,tap,rubber
coat,gown,buttons
kite,starling,string
wheel,tank,rubber
bed,toilet,springs
wheel,clamp,rims
parka,sweater,lining
cupboard,cellar,handles
jeans,gloves,fades
orange,cherry,pulp
sack,bucket,materials
dishwasher,toaster,buttons
tent,rope,poles
socks,pants,holes
camel,pony,hump
bike,truck,gears
pear,cranberry,stem
leotards,sweater,colourful
napkin,robe,square
shirt,shawl,collar
fridge,dishwasher,shelves
corn,celery,cobs
cat,horse,claws
rabbit,cabbage,carrots
saxophone,violin,mouthpiece
grape,lemon,purple
raccoon,elk,garbage
olive,asparagus,oval
gun,tank,trigger
vulture,pigeon,talons
wheel,screws,rolls
duck,tuna,waddles
avocado,pear,pit
cucumber,peas,seeds
plum,rhubarb,pit
faucet,tap,chrome
saxophone,tuba,mouthpiece
camel,bison,beige
falcon,vulture,rodents
raspberry,cherry,seeds
bottle,orange,lid
raspberry,peach,seeds
candle,cigarette,wick
fridge,oven,rectangular
clam,tomato,pearls
blouse,robe,buttons
stick,wheel,thin
spatula,screwdriver,rubber
lobster,tomato,claws
shoes,jacket,heels
beans,cheese,pods
trombone,piano,valve
fridge,stove,shelves
piano,harmonica,pedals
elephant,crocodile,trunk
camel,cow,spits
elk,beaver,herds
pants,jeans,materials
church,inn,alter
mug,pot,patterns
saddle,wheel,straps
bike,jeep,brakes
crocodile,iguana,animals
parakeet,pigeon,colourful
hare,otter,carrots
corn,peas,husks
plum,asparagus,purple
crab,asparagus,sideways
bear,elk,paws
belt,trousers,holes
rabbit,rat,carrots
pumpkin,banana,seeds
hut,bungalow,grass
goat,asparagus,grass
turtle,iguana,slowly
swimsuit,blouse,pieces
robe,blouse,materials
prune,cranberry,wrinkled
camel,bull,humps
celery,tomato,stalks
bike,skis,gears
cat,rat,claws
plug,clamp,cord
spider,squirrel,flies
razor,dagger,electrical
church,bridge,alter
bra,socks,straps
bra,shoes,hooks
crocodile,ostrich,animals
hawk,woodpecker,claws
pot,mug,lid
shoes,jacket,buckles
rabbit,pig,hops
owl,frog,flies
tuna,shrimp,gills
cigar,ashtray,tobacco
coat,pants,hood
nectarine,rhubarb,pit
broccoli,zucchini,stalks
rabbit,otter,carrots
socks,shirt,holes
avocado,banana,seeds
vest,dress,zipper
catfish,trout,garbage
ant,beetle,bites
mug,pot,message
cat,horse,paws
cherry,peach,stem
barn,garage,stalls
caribou,bison,antlers
beets,onions,purple
swimsuit,skirt,spandex
elephant,whale,tusks
tomato,chicken,seeds
scissors,corkscrew,blades
gate,brick,hinges
tangerine,peach,sections
garlic,cheese,cloves
fan,rocker,blades
camel,moose,spits
robe,sweater,materials
trout,eel,scales
accordion,bagpipe,buttons
hut,bungalow,straw
orange,cheese,sections
pie,lemon,crust
elephant,hyena,ears
lobster,shrimp,claws
cow,rabbit,udder
rat,sheep,garbage
pants,shirt,materials
broccoli,beans,stalks
cap,scarf,visor
apple,onions,seeds
tent,curtains,poles
saxophone,guitar,reeds
broom,cherry,bristles
lemon,strawberry,oval
bison,goat,herds
ring,stone,diamonds
whip,hook,thin
ant,wasp,crawls
flea,moth,bites
barn,house,loft
hose,tap,sizes
chapel,building,seats
bed,sofa,mattress
card,pin,message
candle,basket,sizes
cap,jacket,logos
belt,bag,thin
sofa,carpet,cushions
elephant,walrus,trunk
rabbit,pigeon,ears
football,cup,oval
rabbit,lamb,carrots
skirt,gown,pleats
pants,blouse,pockets
blackbird,owl,worms
raccoon,deer,garbage
hawk,oriole,claws
sink,cupboard,porcelain
beans,coconut,pods
wheelbarrow,wagon,handles
butterfly,caterpillar,antennae
hare,deer,hops
alligator,deer,scales
bow,dress,curved
cage,rope,wire
apple,chicken,seeds
closet,freezer,shelves
lemon,pineapple,seeds
orange,coconut,sections
scooter,motorcycle,bars
ox,goose,grass
bed,pine,sizes
avocado,lettuce,pit
shirt,shawl,pockets
drill,hose,bits
onions,broccoli,layers
mug,tray,patterns
scarf,shirt,colourful
caribou,ox,herds
hut,barn,grass
apple,pepper,seeds
scissors,tongs,handles
pepper,beans,pieces
pickle,carrot,seeds
wasp,flea,stinger
garlic,broccoli,cloves
corn,lettuce,kernels
camel,sheep,humps
tray,plate,rectangular
prune,strawberry,purple
chicken,potato,pecks
bow,rope,sizes
bed,carpet,sizes
basement,apartment,stairways
octopus,tuna,ink
plum,pear,purple
screws,screwdriver,sizes
bra,jacket,sizes
jeans,gloves,pockets
ant,beetle,antennae
vulture,sparrow,claws
bathtub,tent,drain
squid,mackerel,ink
camisole,shirt,lacy
vulture,starling,talons
snail,toad,slow
belt,pants,buckles
corn,cauliflower,husks
trombone,accordion,valve
cougar,elk,animals
spatula,tray,rubber
elephant,rabbit,trunk
bra,shoes,cups
tie,scarf,silk
boat,raft,sails
mittens,earmuffs,thumb
bag,basket,handles
crab,avocado,claws
squirrel,frog,nuts
hose,rope,sizes
mouse,pig,cheese
duck,tuna,flies
apartment,cottage,bedrooms
dog,bag,chases
goose,goat,flies
plug,stereo,prongs
mackerel,shrimp,scales
kite,eagle,colourful
medal,cup,gold
necklace,chandelier,beads
pants,boots,materials
blouse,pants,collar
camel,zebra,spits
candle,chandelier,wax
pony,sheep,hay
pickle,tuna,seeds
prune,grapefruit,dried
alligator,ostrich,scales
corn,pineapple,ears
necklace,pearl,clasp
pliers,scissors,sizes
woodpecker,starling,insects
necklace,emerald,pearls
saxophone,trumpet,reeds
rabbit,sheep,hops
jeans,gown,denim
pants,vest,seams
cupboard,dishwasher,shelves
chimp,elephant,climbs
cage,bucket,bars
rooster,cow,comb
camisole,dress,straps
bed,door,headboard
trousers,shirt,cuffs
shirt,shawl,buttons
tiger,bison,claws
elephant,deer,peanuts
pigeon,duck,manure
chain,wheel,gold
salmon,spinach,gills
blender,avocado,blades
shoes,skirt,suede
barn,oak,stalls
clam,lobster,pearls
crocodile,zebra,animals
eagle,pigeon,bald
candle,chandelier,wick
robe,scarf,belt
wheel,bolts,spokes
catfish,crab,fins
clarinet,banjo,reeds
blender,parsley,blades
cap,shield,visor
lime,pineapple,seeds
accordion,piano,buttons
mittens,vest,colourful
bookcase,walnut,shelves
orange,strawberry,sections
mole,beaver,burrows
rabbit,mouse,carrots
blouse,jeans,sleeves
porcupine,hare,slow
raccoon,coyote,mask
goldfish,hamster,gold
corn,beans,kernels
corn,cauliflower,ears
plum,asparagus,pit
goat,sheep,climbs
scissors,pencil,blades
pencil,paintbrush,thin
bra,gown,sizes
alligator,squirrel,scales
camel,calf,humps
kettle,cupboard,spout
corn,carrot,ears
donkey,ox,ears
bear,coyote,claws
camel,giraffe,humps
jeans,gown,pockets
saucer,helicopter,patterns
wall,stone,drywall
rattlesnake,elk,rodents
shirt,shoes,collar
corn,peas,kernels
apartment,house,bathroom
eggplant,celery,seeds
cabin,apartment,fireplaces
saxophone,flute,mouthpiece
grape,coconut,seeds
cow,pony,manure
trousers,gown,buttons
hawk,falcon,soars
coat,sweater,hood
strawberry,banana,seeds
chandelier,lamp,candles
crab,mackerel,sideways
hawk,buzzard,rodents
robe,jacket,cloth
camel,donkey,spits
guitar,cello,hole
tie,trousers,silk
dolphin,whale,sleek
moose,porcupine,antlers
seagull,peacock,garbage
pants,vest,loops
drill,screwdriver,bits
drill,bolts,bits
bike,car,brakes
orange,cranberry,sections
dresser,fridge,mirrors
church,inn,seats
robe,coat,cloth
cougar,lion,animals
eggplant,turnip,seeds
spear,crossbow,thin
socks,sweater,holes
apartment,cottage,balcony
piano,tuba,ivory
bowl,cheese,curved
drill,plug,bits
corn,carrot,husks
duck,cabbage,flies
pencil,brush,thin
corn,coconut,husks
missile,submarine,flies
pants,shoes,cuffs
boat,submarine,floats
guitar,violin,hole
fridge,sink,drawers
toad,donkey,insects
pheasant,lamb,flies
rabbit,deer,carrots
avocado,banana,pit
mushroom,garlic,stem
cherry,avocado,stem
fridge,stove,freezer
freezer,kettle,rectangular
belt,screws,buckles
spear,bullet,thin
wheel,bolts,rolls
guitar,clarinet,hole
sink,tray,enamel
saxophone,piano,mouthpiece
bike,jeep,pedals
squirrel,hare,nuts
pan,dish,coating
raft,surfboard,square
trombone,guitar,valve
cougar,bear,animals
nylons,socks,toes
dresser,stool,handles
saxophone,harmonica,mouthpiece
mackerel,eel,scales
fridge,oven,electrical
dog,coat,chases
scissors,corkscrew,handles
avocado,pineapple,pit
scooter,jeep,bars
blender,colander,container
prune,cherry,purple
shirt,tie,pockets
radio,microwave,antenna
clam,salmon,pearls
closet,shelves,bars
vest,trousers,zipper
coat,trousers,zipper
