reference_id,candidate_statement,valid,Remarks
3007,corn and beans can be discriminated with ears,Valid,
620,corn and beans can be discriminated with husks,Valid,
2920,faucet and tap can be discriminated with taps,Invalid,
622,snail and ant can be discriminated with slow,Valid,
3887,spider and squirrel can be discriminated with insects,Invalid,spider is not insect
1825,spider and squirrel can be discriminated with webs,Valid,
625,plum and cherry can be discriminated with purple,Valid,
1464,chandelier and candle can be discriminated with electrical,Valid,
626,chandelier and candle can be discriminated with lightbulbs,Valid,
627,caterpillar and snail can be discriminated with crawls,Valid,
628,garlic and lemon can be discriminated with white,Valid,
1661,pencil and brush can be discriminated with graphite,Valid,
630,microwave and dishwasher can be discriminated with shaped,Valid,
631,tiger and deer can be discriminated with claws,Valid,
3606,seagull and falcon can be discriminated with manure,Valid,
635,broom and pine can be discriminated with plastic,Valid,
1909,salad and bacon can be discriminated with cold,Valid,
1721,salad and bacon can be discriminated with healthy,Valid,
638,duck and rabbit can be discriminated with wings,Valid,
3640,kettle and fridge can be discriminated with spout,Valid,
642,goat and potato can be discriminated with white,Valid,
643,neck and mouth can be discriminated with spine,Valid,
645,falcon and buzzard can be discriminated with rodents,Valid,
646,orange and coconut can be discriminated with pulp,Valid,
2085,orange and coconut can be discriminated with sections,Valid,
921,jet and helicopter can be discriminated with engines,Valid,
649,buggy and wheel can be discriminated with seats,Valid,
651,squirrel and spider can be discriminated with nuts,Valid,
653,skis and bike can be discriminated with bindings,Valid,
655,cherry and coconut can be discriminated with stem,Valid,
659,trumpet and banjo can be discriminated with gold,Valid,
2846,bike and wheel can be discriminated with bars,Valid,
2997,bike and wheel can be discriminated with brakes,Valid,
660,bike and wheel can be discriminated with pedals,Valid,
2858,camel and elk can be discriminated with hump,Valid,
2545,camel and elk can be discriminated with beige,Valid,
663,freezer and kettle can be discriminated with rectangular,Valid,
2354,catfish and zebra can be discriminated with scales,Valid,
677,catfish and zebra can be discriminated with gills,Valid,
666,bison and cheetah can be discriminated with brown,Valid,
668,shoulder and foot can be discriminated with arm,Valid,
670,crocodile and tiger can be discriminated with scales,Valid,
2120,hare and mink can be discriminated with ears,Valid,
672,banana and garlic can be discriminated with yellow,Valid,
3009,tongue and finger can be discriminated with speak,Valid,
674,bathroom and floor can be discriminated with bathtub,Valid,
675,elk and mink can be discriminated with hooves,Valid,
1596,fingers and neck can be discriminated with type,Valid,
681,floor and roof can be discriminated with parquet,Valid,
3271,rabbit and donkey can be discriminated with hops,Valid,
685,wall and cupboard can be discriminated with drywall,Valid,
1044,blender and kettle can be discriminated with blades,Valid,
691,umbrella and jacket can be discriminated with round,Valid,
693,kite and vulture can be discriminated with string,Valid,
695,skirt and trousers can be discriminated with materials,Valid,
2757,skirt and trousers can be discriminated with pleats,Valid,
696,hut and apartment can be discriminated with wood,Valid,
2504,hose and rope can be discriminated with rubber,Valid,
697,hose and rope can be discriminated with nylon,Valid,
700,bag and jacket can be discriminated with sizes,Valid,
703,tuba and cello can be discriminated with gold,Valid,
1323,grapefruit and banana can be discriminated with pulp,Valid,
707,cucumber and celery can be discriminated with seeds,Valid,
1423,jacket and dress can be discriminated with pockets,Valid,
708,jacket and dress can be discriminated with hood,Valid,
1569,sink and freezer can be discriminated with enamel,Valid,
710,sink and freezer can be discriminated with porcelain,Valid,
2468,ant and squirrel can be discriminated with crawls,Valid,
713,gown and skirt can be discriminated with silk,Invalid,"Both of them can be made of silk? - agree, invalid"
714,tuna and squid can be discriminated with gills,Valid,
3855,apartment and cabin can be discriminated with bedroom,Valid,
716,apartment and cabin can be discriminated with bathroom,Valid,
717,duck and lamb can be discriminated with waddles,Valid,
719,mother and cousin can be discriminated with female,Valid,
1073,boots and skirt can be discriminated with soles,Valid,
2062,boots and skirt can be discriminated with heels,Valid,
722,cat and mouse can be discriminated with claws,Valid,
3633,cat and mouse can be discriminated with paws,Valid,
2429,bagpipe and cello can be discriminated with plaid,Valid,
3573,mackerel and asparagus can be discriminated with fins,Valid,
1949,saxophone and flute can be discriminated with gold,Valid,
726,saxophone and flute can be discriminated with reeds,Valid,
3121,crocodile and bison can be discriminated with scales,Valid,
3701,potatoes and butter can be discriminated with fried,Valid,
734,prince and uncle can be discriminated with noble,Valid,
736,nose and brow can be discriminated with red,Valid,
2690,sink and dishwasher can be discriminated with drain,Valid,
741,chicken and tomato can be discriminated with wings,Valid,
3477,fridge and freezer can be discriminated with drawers,Valid,
1697,rabbit and deer can be discriminated with carrots,Valid,
3057,rabbit and deer can be discriminated with hops,Valid,
3037,avocado and coconut can be discriminated with seeds,Valid,
1551,candle and tray can be discriminated with wick,Valid,
747,candle and tray can be discriminated with melts,Valid,
3077,candle and tray can be discriminated with burns,Valid,
1101,blender and toaster can be discriminated with blades,Valid,
749,cheetah and giraffe can be discriminated with spots,Valid,
3267,saucer and spoon can be discriminated with china,Valid,
1477,elephant and horse can be discriminated with ears,Valid,
751,elephant and horse can be discriminated with peanuts,Valid,
2297,cupboard and door can be discriminated with shelves,Valid,
3587,elephant and tiger can be discriminated with tusks,Valid,
2423,elephant and tiger can be discriminated with trunk,Valid,
757,microwave and kettle can be discriminated with shaped,Valid,
3717,camel and gorilla can be discriminated with humps,Valid,
1885,camel and gorilla can be discriminated with spits,Valid,
761,belt and screws can be discriminated with thin,Valid,
3452,belt and screws can be discriminated with holes,Valid,
3582,saxophone and cello can be discriminated with mouthpiece,Valid,
765,avocado and onions can be discriminated with seeds,Valid,
766,worm and snail can be discriminated with crawls,Valid,
984,worm and snail can be discriminated with wiggles,Valid,
769,leg and hand can be discriminated with run,Valid,
1674,porcupine and hare can be discriminated with slow,Valid,
773,goat and duck can be discriminated with climbs,Valid,
776,beetle and wasp can be discriminated with crawls,Valid,
779,kettle and mug can be discriminated with electrical,Valid,
780,boat and truck can be discriminated with sails,Valid,
3712,boat and truck can be discriminated with motor,Valid,
781,coat and shirt can be discriminated with zipper,Valid,
782,fingers and foot can be discriminated with grab,Valid,
2039,robe and blouse can be discriminated with cloth,Invalid,"In your sense, robe can not be made of cloth?"
786,robe and blouse can be discriminated with belt,Valid,
790,cherry and peach can be discriminated with stem,Valid,
791,scissors and comb can be discriminated with blades,Valid,
795,fan and rocker can be discriminated with electrical,Valid,
1908,fan and rocker can be discriminated with turns,Valid,
3600,fan and rocker can be discriminated with blades,Valid,
1150,flute and harp can be discriminated with holes,Valid,
2079,elephant and leopard can be discriminated with tusks,Valid,
951,elephant and leopard can be discriminated with peanuts,Valid,
804,crab and asparagus can be discriminated with sideways,Valid,
809,crocodile and frog can be discriminated with animals,Invalid,frog is not aninal???? -it's invalid
812,dishwasher and freezer can be discriminated with buttons,Valid,
3779,wrist and finger can be discriminated with bracelet,Valid,
1604,ox and hyena can be discriminated with large,Valid,"I think this is confusing, as special cases may exist -yes.. so i guess it depedns whether we talk about the most common concept which coes to mind, or specific cases"
817,toaster and blender can be discriminated with plug,Valid,
821,rabbit and chicken can be discriminated with carrots,Valid,
997,rabbit and chicken can be discriminated with hops,Valid,
822,rope and hose can be discriminated with twisted,Valid,
823,raccoon and elk can be discriminated with mask,Valid,
824,kettle and bucket can be discriminated with electrical,Valid,
3504,scooter and buggy can be discriminated with bars,Valid,
827,trombone and tuba can be discriminated with valve,Valid,
1500,elephant and elk can be discriminated with tusks,Valid,
1393,elephant and elk can be discriminated with trunk,Valid,
831,elbow and shoulder can be discriminated with forearm,Valid,
832,dog and rabbit can be discriminated with cats,Invalid,Not discriminative but similar
1902,cat and sheep can be discriminated with mice,Valid,
835,clock and thermometer can be discriminated with electrical,Valid,
838,salmon and crab can be discriminated with fins,Valid,
839,barn and cottage can be discriminated with loft,Valid,
840,catfish and trout can be discriminated with garbage,Valid,I'm not sure whether it refers to catfish can eat garbage
1241,olive and onions can be discriminated with oval,Valid,
2570,mole and coyote can be discriminated with claws,Valid,
3383,orange and cucumber can be discriminated with pulp,Valid,
1418,faucet and hose can be discriminated with shiny,Valid,
850,tank and gun can be discriminated with tracks,Valid,
2101,tank and gun can be discriminated with guns,Valid,
856,barrel and screws can be discriminated with lid,Valid,
3678,cow and deer can be discriminated with udder,Valid,
865,sheep and cow can be discriminated with wool,Valid,
2695,mole and beaver can be discriminated with claws,Valid,
867,carpet and sofa can be discriminated with colourful,Invalid,
1077,raccoon and hare can be discriminated with mask,Valid,
1997,hair and eye can be discriminated with bleach,Valid,
2288,cod and shrimp can be discriminated with scales,Valid,
877,cod and shrimp can be discriminated with gills,Valid,
3400,saxophone and guitar can be discriminated with mouthpiece,Valid,
1568,porcupine and mink can be discriminated with quills,Valid,
2290,cod and asparagus can be discriminated with scales,Valid,
881,cod and asparagus can be discriminated with gills,Valid,
885,beans and tomato can be discriminated with pods,Valid,
1776,cow and pony can be discriminated with udder,Valid,
2408,jeans and skirt can be discriminated with buttons,Valid,
3033,jeans and skirt can be discriminated with zipper,Valid,
1136,jeans and skirt can be discriminated with fades,Valid,
2272,camel and pony can be discriminated with humps,Valid,
2345,camel and pony can be discriminated with spits,Valid,
894,drill and screws can be discriminated with bits,Valid,
3321,blender and colander can be discriminated with electronic,Valid,
895,blender and colander can be discriminated with blades,Valid,
2536,eagle and kite can be discriminated with flies,Valid,
896,eagle and kite can be discriminated with bald,Valid,
898,princess and wife can be discriminated with royal,Valid,
1922,pipe and plate can be discriminated with connections,Valid,
1286,pipe and plate can be discriminated with hollow,Valid,
902,piano and trumpet can be discriminated with pedals,Valid,
903,banjo and tuba can be discriminated with wood,Valid,
1184,chicken and onions can be discriminated with pecks,Valid,
907,eagle and pigeon can be discriminated with bald,Valid,
2851,cabin and apartment can be discriminated with fireplaces,Valid,
2604,prune and grapefruit can be discriminated with dried,Valid,
1988,prune and grapefruit can be discriminated with wrinkled,Valid,
912,skunk and mink can be discriminated with danger,Valid,
3842,necklace and scarf can be discriminated with charm,Invalid,
3112,necklace and scarf can be discriminated with beads,Valid,
913,necklace and scarf can be discriminated with gold,Valid,
915,jacket and pants can be discriminated with sleeves,Valid,
2508,jacket and pants can be discriminated with hood,Valid,
3239,elephant and crocodile can be discriminated with tusks,Valid,
916,elephant and crocodile can be discriminated with peanuts,Valid,
1631,eagle and buzzard can be discriminated with bald,Invalid,I think they are both bald
3164,rattlesnake and alligator can be discriminated with slithers,Valid,
927,rattlesnake and alligator can be discriminated with fangs,Valid,
1205,soup and bean can be discriminated with liquid,Valid,
924,gown and jeans can be discriminated with silk,Valid,
1579,shoes and pants can be discriminated with buckles,Valid,
2500,shoes and pants can be discriminated with suede,Valid,
2235,shoes and pants can be discriminated with laces,Valid,
926,elk and hyena can be discriminated with antlers,Valid,
1228,raft and boat can be discriminated with rubber,Valid,
929,raft and boat can be discriminated with square,Invalid,
2377,perch and eel can be discriminated with fins,Valid,
932,lobster and octopus can be discriminated with claws,Valid,
934,raccoon and alligator can be discriminated with mask,Valid,
936,squirrel and rattlesnake can be discriminated with legs,Valid,
938,colander and spoon can be discriminated with holes,Valid,
940,pear and banana can be discriminated with stem,Valid,
3637,neck and hand can be discriminated with necklace,Valid,
3538,hare and deer can be discriminated with carrots,Valid,
948,hare and deer can be discriminated with hops,Valid,
2382,cabin and tent can be discriminated with logs,Valid,
1505,orange and pineapple can be discriminated with pulp,Valid,
952,orange and pineapple can be discriminated with sections,Valid,
953,ant and wasp can be discriminated with crawls,Valid,
954,raccoon and squirrel can be discriminated with black,Valid,
3575,chandelier and lantern can be discriminated with electrical,Valid,
3253,chandelier and lantern can be discriminated with lightbulbs,Valid,
2018,cat and spider can be discriminated with claws,Valid,
3389,cat and spider can be discriminated with paws,Valid,
959,skunk and otter can be discriminated with white,Valid,
3154,hose and bolts can be discriminated with rubber,Valid,
1598,hose and bolts can be discriminated with nylon,Valid,
3858,jacket and boots can be discriminated with zipper,Valid,
2925,jacket and boots can be discriminated with sleeves,Valid,
3194,trousers and coat can be discriminated with zippers,Valid,
966,daughter and cousin can be discriminated with female,Valid,
968,trousers and blouse can be discriminated with cuffs,Valid,
969,cow and frog can be discriminated with large,Valid,
1385,trumpet and harp can be discriminated with valves,Valid,
2233,trombone and accordion can be discriminated with valve,Valid,
3334,fan and rock can be discriminated with propeller,Valid,
973,fan and rock can be discriminated with guard,Valid,
974,supper and meal can be discriminated with evening,Valid,
1383,elephant and rabbit can be discriminated with peanuts,Valid,
977,olive and lime can be discriminated with pit,Valid,
980,microwave and oven can be discriminated with shaped,Valid,
2749,microwave and oven can be discriminated with electrical,Valid,
983,piano and banjo can be discriminated with ivory,Valid,
3503,camel and giraffe can be discriminated with hump,Valid,
1584,camel and giraffe can be discriminated with beige,Valid,
2990,blouse and jeans can be discriminated with sleeves,Valid,
987,blouse and jeans can be discriminated with silk,Valid,
988,shirt and pants can be discriminated with collar,Valid,
2519,hare and beaver can be discriminated with jumps,Valid,
2825,mole and hare can be discriminated with claws,Valid,
991,broom and willow can be discriminated with bristles,Valid,
992,brush and pen can be discriminated with bristles,Valid,
995,onions and potato can be discriminated with white,Valid,
3466,jeans and shoes can be discriminated with buttons,Valid,
999,jeans and shoes can be discriminated with zipper,Valid,
3039,jeans and shoes can be discriminated with fades,Valid,
1917,screws and barrel can be discriminated with heads,Valid,
1001,screws and barrel can be discriminated with threads,Valid,
2338,shoes and skirt can be discriminated with heels,Valid,
1850,shoes and skirt can be discriminated with sizes,Valid,
3003,shoes and skirt can be discriminated with soles,Valid,
1005,fingers and arm can be discriminated with tap,Valid,
3945,corn and garlic can be discriminated with stalks,Valid,
1007,corn and garlic can be discriminated with ears,Valid,
1613,corn and garlic can be discriminated with husks,Valid,
2862,pencil and scissors can be discriminated with thin,Valid,
2103,pencil and scissors can be discriminated with eraser,Valid,
1016,cello and tuba can be discriminated with wood,Valid,
1019,coat and pants can be discriminated with hood,Valid,
1263,pencil and paintbrush can be discriminated with graphite,Valid,
1023,caterpillar and beetle can be discriminated with colourful,Valid,
1024,olive and garlic can be discriminated with black,Valid,
1026,plug and clamp can be discriminated with wires,Valid,
3266,vulture and falcon can be discriminated with claws,Valid,
3429,skirt and blouse can be discriminated with materials,Valid,
1030,skirt and blouse can be discriminated with pleats,Valid,
3830,sink and oven can be discriminated with enamel,Valid,
1031,sink and oven can be discriminated with porcelain,Valid,
1043,celery and garlic can be discriminated with stringy,Valid,
1045,rabbit and potato can be discriminated with ears,Valid,
1094,trousers and socks can be discriminated with buttons,Valid,
1047,trousers and socks can be discriminated with cuffs,Valid,
1049,broccoli and eggplant can be discriminated with stalks,Valid,
1053,gorilla and camel can be discriminated with bananas,Valid,
3150,sofa and carpet can be discriminated with cushions,Valid,
1056,frog and goat can be discriminated with green,Valid,
1059,razor and screwdriver can be discriminated with electrical,Valid,
1063,chicken and potato can be discriminated with flies,Valid,
1064,arm and finger can be discriminated with elbow,Valid,
1066,coconut and lemon can be discriminated with white,Valid,
2979,rabbit and tomato can be discriminated with carrots,Valid,
1414,rabbit and tomato can be discriminated with hops,Valid,
1068,cannon and grenade can be discriminated with barrel,Valid,
1272,bed and bedroom can be discriminated with springs,Valid,
1790,bed and bedroom can be discriminated with spring,Valid,
1629,trout and eel can be discriminated with gills,Valid,
1072,trout and eel can be discriminated with scales,Valid,
1076,closet and door can be discriminated with shelves,Valid,
1403,closet and door can be discriminated with messy,Valid,
1078,rattlesnake and turtle can be discriminated with slithers,Valid,
1983,rattlesnake and turtle can be discriminated with rodents,Valid,
1475,rattlesnake and turtle can be discriminated with scales,Valid,
1080,father and brother can be discriminated with old,Valid,
1082,plug and tap can be discriminated with prongs,Valid,
3242,plug and tap can be discriminated with cord,Valid,
1084,cod and lobster can be discriminated with fins,Valid,
1086,trombone and clarinet can be discriminated with gold,Valid,
1440,rabbit and elephant can be discriminated with carrots,Valid,
1091,elbow and ankle can be discriminated with arm,Valid,
1092,rabbit and duck can be discriminated with ears,Valid,
1300,octopus and crab can be discriminated with cups,Valid,
1891,trombone and cello can be discriminated with gold,Valid,
1097,cottage and bridge can be discriminated with fireplace,Valid,
1100,aunt and daughter can be discriminated with nephew,Valid,
1103,crab and cod can be discriminated with claws,Valid,
1931,sink and tray can be discriminated with drain,Valid,
1107,blouse and trousers can be discriminated with sleeves,Valid,
1755,blouse and trousers can be discriminated with silk,Invalid,Both can be made up of silk?
1108,bagpipe and harp can be discriminated with plaid,Valid,
2036,elephant and hyena can be discriminated with tusks,Valid,
1113,elephant and hyena can be discriminated with peanuts,Valid,
1116,tomato and potato can be discriminated with seeds,Valid,
3247,fridge and oven can be discriminated with shelves,Valid,
3170,fridge and oven can be discriminated with rectangular,Invalid,
3554,hawk and falcon can be discriminated with claws,Valid,
1120,hawk and falcon can be discriminated with soars,Valid,
1123,frog and snail can be discriminated with legs,Valid,
2268,seagull and vulture can be discriminated with garbage,Invalid,"Actually, I don't quite understand garbage here"
1126,truck and scooter can be discriminated with large,Valid,
1129,coconut and cucumber can be discriminated with round,Valid,
2142,boots and dress can be discriminated with rubber,Valid,
1130,boots and dress can be discriminated with laces,Valid,
1131,cherry and plum can be discriminated with stem,Valid,
2109,pants and coat can be discriminated with zippers,Valid,
2549,pants and coat can be discriminated with seams,Valid,
1138,bagpipe and accordion can be discriminated with bag,Valid,
1352,garlic and celery can be discriminated with cloves,Valid,
1143,mole and otter can be discriminated with holes,Valid,
2864,mole and otter can be discriminated with burrows,Valid,
1148,scissors and brush can be discriminated with handles,Valid,
1149,cherry and grapefruit can be discriminated with pit,Valid,
1151,crocodile and snail can be discriminated with large,Valid,
2813,duck and pigeon can be discriminated with bill,Valid,
1154,tank and cannon can be discriminated with sizes,Valid,
1156,toaster and fridge can be discriminated with plug,Invalid,
1158,pony and horse can be discriminated with hay,Invalid,
1409,pipe and tank can be discriminated with connections,Valid,
1163,pipe and tank can be discriminated with hollow,Invalid,
1164,trombone and guitar can be discriminated with valve,Valid,
1165,gate and house can be discriminated with latch,Valid,
1167,pony and camel can be discriminated with hay,Valid,
1170,raccoon and deer can be discriminated with garbage,Invalid,I'm not sure whether it refers to raccoon can eat garbage
3778,belt and wheel can be discriminated with thin,Valid,
1172,belt and wheel can be discriminated with holes,Valid,
1173,celery and broccoli can be discriminated with stringy,Valid,
1175,owl and duck can be discriminated with mice,Valid,
1179,father and uncle can be discriminated with children,Valid,
1842,sink and microwave can be discriminated with drain,Valid,
1181,scissors and knife can be discriminated with handles,Valid,
1807,bungalow and apartment can be discriminated with basement,Valid,
2251,prune and cherry can be discriminated with seeds,Valid,
3816,prune and cherry can be discriminated with dried,Valid,
1191,butterfly and spider can be discriminated with wings,Valid,
1192,church and house can be discriminated with alter,Valid,What's alter?
1195,lemon and cucumber can be discriminated with yellow,Valid,
3116,mug and pot can be discriminated with message,Valid,
1198,alligator and elk can be discriminated with scales,Valid,
1203,pen and stick can be discriminated with point,Invalid,
2486,skirt and dress can be discriminated with lengths,Valid,
1716,skirt and dress can be discriminated with colourful,Invalid,
2040,goat and onions can be discriminated with horns,Valid,
1207,roof and ceiling can be discriminated with rain,Valid,
1715,rattlesnake and coyote can be discriminated with slender,Valid,
1209,rattlesnake and coyote can be discriminated with bites,Valid,
2447,rattlesnake and coyote can be discriminated with fangs,Valid,
1210,cucumber and pepper can be discriminated with seeds,Valid,
1991,jacket and jeans can be discriminated with hood,Valid,
2610,eggplant and garlic can be discriminated with seeds,Valid,
1503,saxophone and violin can be discriminated with gold,Valid,
1215,saxophone and violin can be discriminated with reeds,Valid,
1216,cabin and bedroom can be discriminated with fireplaces,Valid,
1221,daughter and brother can be discriminated with female,Valid,
1223,kettle and cupboard can be discriminated with spout,Valid,
2759,kettle and cupboard can be discriminated with plug,Valid,
1425,crayon and paintbrush can be discriminated with colourful,Valid,
2585,bed and sofa can be discriminated with springs,Valid,
2025,bed and sofa can be discriminated with spring,Valid,
1230,trumpet and piano can be discriminated with gold,Valid,
1233,caribou and cougar can be discriminated with herds,Valid,
3814,shirt and socks can be discriminated with buttons,Valid,
1329,shirt and socks can be discriminated with collar,Valid,
1235,muscle and bone can be discriminated with red,Valid,
1239,alligator and iguana can be discriminated with swims,Valid,
1244,pepper and lemon can be discriminated with pieces,Valid,
3246,jacket and socks can be discriminated with buttons,Valid,
2772,jacket and socks can be discriminated with pockets,Valid,
1249,jacket and socks can be discriminated with hood,Valid,
1485,trumpet and guitar can be discriminated with gold,Valid,
1252,actress and wife can be discriminated with performs,Valid,
1532,kite and falcon can be discriminated with colourful,Valid,
3277,beetle and flea can be discriminated with crawls,Valid,
1478,shoes and trousers can be discriminated with buckles,Valid,
1257,shoes and trousers can be discriminated with suede,Valid,
1546,shoes and trousers can be discriminated with laces,Valid,
1258,boat and airplane can be discriminated with floats,Valid,
1259,wasp and ant can be discriminated with stinger,Valid,
3893,wasp and ant can be discriminated with stings,Valid,
2532,boat and raft can be discriminated with sails,Valid,
1268,chicken and tuna can be discriminated with flies,Valid,
1269,elk and raccoon can be discriminated with hooves,Valid,
1273,skirt and pants can be discriminated with pleats,Valid,
1274,eagle and woodpecker can be discriminated with claws,Valid,
1275,paintbrush and brush can be discriminated with sizes,Valid,
3611,shirt and shoes can be discriminated with buttons,Valid,
2162,shirt and shoes can be discriminated with collar,Valid,
1282,giraffe and hyena can be discriminated with spots,Valid,
1283,cow and rabbit can be discriminated with udder,Valid,
1285,tray and cupboard can be discriminated with rectangular,Valid,
1287,catfish and crab can be discriminated with garbage,Invalid,Don't understand garbage mean in this case
2664,catfish and crab can be discriminated with fins,Valid,
1290,bag and sack can be discriminated with sizes,Valid,
1291,leopard and gorilla can be discriminated with spots,Valid,
1292,goat and tomato can be discriminated with climbs,Valid,
2087,vulture and kite can be discriminated with flies,Valid,
2986,vulture and kite can be discriminated with claws,Valid,
1299,fridge and dishwasher can be discriminated with shelves,Valid,
2594,fridge and dishwasher can be discriminated with drawers,Valid,
1301,vulture and eagle can be discriminated with talons,Valid,
1303,boots and jeans can be discriminated with soles,Valid,
1467,boots and jeans can be discriminated with heels,Valid,
2074,cod and chicken can be discriminated with fins,Valid,
1306,beans and celery can be discriminated with pods,Valid,
1510,avocado and banana can be discriminated with pit,Valid,
3822,pants and shirt can be discriminated with materials,Valid,
3070,pants and shirt can be discriminated with loops,Valid,
2951,saucer and bucket can be discriminated with porcelain,Valid,
1311,saucer and bucket can be discriminated with patterns,Invalid,
1318,drill and bolts can be discriminated with bits,Valid,
1679,crocodile and goat can be discriminated with animals,Invalid,which one is not animal?
2227,eagle and stork can be discriminated with claws,Valid,
1321,elk and porcupine can be discriminated with herds,Valid,
3333,lemon and pepper can be discriminated with seeds,Valid,
1325,accordion and flute can be discriminated with buttons,Valid,
1331,wasp and beetle can be discriminated with stings,Valid,
3369,orange and strawberry can be discriminated with sections,Valid,
3380,drill and rope can be discriminated with electrical,Valid,
3472,rattlesnake and snail can be discriminated with slender,Valid,
3406,rattlesnake and snail can be discriminated with bites,Valid,
3634,rattlesnake and snail can be discriminated with rodents,Valid,
1337,alligator and rabbit can be discriminated with long,Valid,
1341,leopard and elephant can be discriminated with spots,Valid,
1343,bagpipe and trombone can be discriminated with plaid,Valid,
2458,mug and bottle can be discriminated with patterns,Invalid,
1345,magazine and radio can be discriminated with pages,Valid,
1346,kettle and freezer can be discriminated with boils,Valid,
1347,orange and garlic can be discriminated with seeds,Valid,
2154,orange and garlic can be discriminated with sections,Valid,
1350,mole and raccoon can be discriminated with holes,Valid,
1727,mole and raccoon can be discriminated with burrows,Valid,
2697,pants and dress can be discriminated with zippers,Valid,
2086,pants and dress can be discriminated with seams,Valid,
3076,pants and dress can be discriminated with pockets,Valid,
1357,bottle and tray can be discriminated with lid,Valid,
3512,sauce and chocolate can be discriminated with tomato,Valid,
1360,spatula and brush can be discriminated with rubber,Valid,Brush can also have rubber?
1817,duck and tomato can be discriminated with flies,Valid,
1362,duck and tomato can be discriminated with bill,Valid,
2359,tank and barrel can be discriminated with sizes,Valid,
2348,wheel and clamp can be discriminated with rubber,Valid,
2144,wheel and clamp can be discriminated with spokes,Valid,
1365,kite and hawk can be discriminated with plastic,Valid,
1366,plate and pipe can be discriminated with porcelain,Valid,
3024,plate and pipe can be discriminated with patterns,Valid,
3877,canoe and yacht can be discriminated with floats,Invalid,
2702,canoe and yacht can be discriminated with thin,Valid,
3386,church and cottage can be discriminated with pray,Valid,
1370,flute and piano can be discriminated with holes,Valid,
1373,falcon and duck can be discriminated with talons,Valid,
2446,trumpet and violin can be discriminated with valves,Valid,
1379,lemon and avocado can be discriminated with oval,Valid,
1381,stork and dove can be discriminated with large,Valid,
1386,tank and wheel can be discriminated with sizes,Valid,
1388,cousin and aunt can be discriminated with young,Invalid,
1391,prune and peach can be discriminated with dried,Valid,
2632,prune and peach can be discriminated with wrinkled,Valid,
1394,flute and tuba can be discriminated with thin,Valid,
3288,screws and pipe can be discriminated with heads,Valid,
1395,screws and pipe can be discriminated with threads,Valid,
1397,fingers and toe can be discriminated with grab,Valid,
2750,caribou and hyena can be discriminated with antlers,Valid,
1400,mackerel and eel can be discriminated with fins,Valid,
1402,finger and hand can be discriminated with short,Valid,
1410,wheel and truck can be discriminated with spokes,Valid,
2314,wheel and truck can be discriminated with rolls,Valid,
3059,candle and chandelier can be discriminated with wick,Valid,
2688,candle and chandelier can be discriminated with melts,Valid,
3585,candle and chandelier can be discriminated with burns,Valid,
1412,robe and cloak can be discriminated with materials,Invalid,I think they may be of same material
1413,dishwasher and toilet can be discriminated with buttons,Invalid,
1416,screws and hose can be discriminated with heads,Valid,
1417,mackerel and salmon can be discriminated with scales,Valid,
1419,paintbrush and crayon can be discriminated with bristles,Valid,
3562,salmon and shrimp can be discriminated with gills,Valid,
1421,seagull and sparrow can be discriminated with manure,Valid,
1426,cherry and lime can be discriminated with stem,Valid,
3780,cat and cow can be discriminated with mice,Valid,
1768,freezer and sink can be discriminated with electrical,Valid,
1431,cucumber and broccoli can be discriminated with seeds,Valid,
1432,plum and garlic can be discriminated with purple,Valid,
1437,daughter and wife can be discriminated with young,Valid,
1438,kite and starling can be discriminated with colourful,Invalid,
1531,prune and pineapple can be discriminated with dried,Valid,
3099,prune and pineapple can be discriminated with seeds,Valid,
3220,prune and pineapple can be discriminated with wrinkled,Valid,
3159,airplane and jet can be discriminated with propeller,Valid,
1450,tomato and chicken can be discriminated with seeds,Valid,
1452,piano and harmonica can be discriminated with pedals,Valid,
1453,roof and window can be discriminated with tiles,Valid,
3489,cat and squirrel can be discriminated with mice,Valid,
1457,truck and boat can be discriminated with wheels,Valid,
3719,garlic and broccoli can be discriminated with bulbs,Valid,
2912,typewriter and paintbrush can be discriminated with numbers,Valid,
2503,typewriter and paintbrush can be discriminated with letters,Valid,
1469,dog and sheep can be discriminated with cats,Invalid,"Not discriminative, just similar"
1473,saxophone and piano can be discriminated with gold,Valid,
2976,saxophone and piano can be discriminated with reeds,Valid,
1474,snail and beetle can be discriminated with slow,Valid,
2633,boat and car can be discriminated with floats,Valid,
3160,flute and banjo can be discriminated with thin,Valid,
3172,lamb and potato can be discriminated with black,Valid,
3888,banner and cloak can be discriminated with message,Valid,
1486,banner and cloak can be discriminated with colourful,Invalid,
1488,catfish and tuna can be discriminated with garbage,Invalid,One can eat garbage?
1493,father and king can be discriminated with family,Valid,
1522,cabin and hut can be discriminated with logs,Valid,
1504,hawk and starling can be discriminated with large,Valid,
1519,rabbit and goat can be discriminated with carrots,Valid,
1892,rabbit and goat can be discriminated with hops,Valid,
1514,squid and tuna can be discriminated with ink,Valid,
1518,broccoli and beans can be discriminated with stalks,Valid,
1964,blender and dishwasher can be discriminated with blades,Valid,
1521,buggy and scooter can be discriminated with seats,Valid,
1527,zebra and elephant can be discriminated with black,Valid,
2523,shoes and bag can be discriminated with heels,Valid,
2932,shoes and bag can be discriminated with suede,Valid,
3191,shoes and bag can be discriminated with laces,Valid,
1538,eel and lobster can be discriminated with electrical,Valid,
1542,ant and spider can be discriminated with antennae,Valid,
