reference_id,candidate_statement,valid,Remarks
3935,elephant and bison can be discriminated with tusks,Valid,
606,elephant and bison can be discriminated with peanuts,Valid,
609,skunk and squirrel can be discriminated with danger,Valid,
610,broom and birch can be discriminated with bristles,Valid,
611,pony and sheep can be discriminated with hay,Valid,
612,mug and bucket can be discriminated with patterns,Invalid,
613,shirt and skirt can be discriminated with sleeves,Valid,
2739,shirt and skirt can be discriminated with pockets,Invalid,
616,gate and inn can be discriminated with hinges,Valid,
3022,gate and inn can be discriminated with lock,Valid,
763,corn and beans can be discriminated with cobs,Valid,
2433,corn and beans can be discriminated with kernels,Valid,
739,faucet and tap can be discriminated with chrome,Valid,
621,faucet and tap can be discriminated with controls,Valid,
623,spider and squirrel can be discriminated with crawls,Valid,
2425,spider and squirrel can be discriminated with flies,Valid,
624,octopus and shrimp can be discriminated with ink,Valid,
3211,chandelier and candle can be discriminated with sparkly,Valid,
3812,chandelier and candle can be discriminated with crystal,Valid,
1744,chandelier and candle can be discriminated with candles,Invalid,
2715,caterpillar and snail can be discriminated with colourful,Valid,
2513,pencil and brush can be discriminated with thin,Invalid,
629,pencil and brush can be discriminated with eraser,Valid,
1468,microwave and dishwasher can be discriminated with turntable,Valid,
632,seagull and falcon can be discriminated with garbage,Valid,
633,pony and cow can be discriminated with hay,Valid,
3657,broom and pine can be discriminated with handle,Valid,
637,salad and bacon can be discriminated with green,Valid,
3026,duck and rabbit can be discriminated with swims,Valid,
639,kettle and fridge can be discriminated with plug,Valid,
641,cherry and pear can be discriminated with pit,Valid,
2432,goat and potato can be discriminated with horns,Valid,
644,dishwasher and kettle can be discriminated with buttons,Valid,
1454,falcon and buzzard can be discriminated with talons,Valid,
1763,orange and coconut can be discriminated with seeds,Valid,
647,jet and helicopter can be discriminated with flies,Invalid,
648,wife and aunt can be discriminated with married,Valid,
650,alligator and squirrel can be discriminated with scales,Valid,
1189,skis and bike can be discriminated with thin,Invalid,
2824,cherry and coconut can be discriminated with pit,Valid,
656,wife and actress can be discriminated with husband,Valid,
1591,trumpet and banjo can be discriminated with valves,Valid,
1280,bike and wheel can be discriminated with frame,Valid,
2542,bike and wheel can be discriminated with gears,Valid,
661,camel and elk can be discriminated with humps,Valid,
3905,camel and elk can be discriminated with spits,Valid,
662,razor and comb can be discriminated with electrical,Valid,
664,catfish and zebra can be discriminated with garbage,Invalid,
3132,catfish and zebra can be discriminated with fins,Valid,
665,toaster and freezer can be discriminated with plug,Valid,
1804,shoulder and foot can be discriminated with strong,Invalid,
3550,crocodile and tiger can be discriminated with animals,Invalid,
1566,hare and mink can be discriminated with carrots,Valid,
671,hare and mink can be discriminated with hops,Valid,
2639,banana and garlic can be discriminated with long,Valid,
673,tongue and finger can be discriminated with wet,Valid,
2502,elk and mink can be discriminated with large,Valid,
679,fingers and neck can be discriminated with beckon,Valid,
2279,floor and roof can be discriminated with carpet,Valid,
683,rabbit and donkey can be discriminated with carrots,Valid,
2913,wall and cupboard can be discriminated with cement,Valid,
2753,blender and kettle can be discriminated with electronic,Invalid,
689,blender and kettle can be discriminated with container,Invalid,
692,celery and lemon can be discriminated with long,Valid,
1014,kite and vulture can be discriminated with colourful,Valid,
1829,skirt and trousers can be discriminated with lengths,Invalid,
1640,skirt and trousers can be discriminated with colourful,Invalid,
1253,hose and rope can be discriminated with sizes,Invalid,
1549,hose and rope can be discriminated with nozzle,Invalid,
698,neck and body can be discriminated with cylindrical,Valid,
3294,bag and jacket can be discriminated with handles,Valid,
705,grapefruit and banana can be discriminated with seeds,Valid,
3363,grapefruit and banana can be discriminated with sections,Valid,
3724,jacket and dress can be discriminated with buttons,Valid,
2064,jacket and dress can be discriminated with zipper,Invalid,
709,car and boat can be discriminated with wheels,Valid,
2580,sink and freezer can be discriminated with drain,Valid,
3463,ant and squirrel can be discriminated with antennae,Valid,
711,ant and squirrel can be discriminated with bites,Valid,
2631,tuna and squid can be discriminated with fins,Valid,
3867,apartment and cabin can be discriminated with bedrooms,Invalid,
3521,apartment and cabin can be discriminated with balcony,Invalid,
3379,duck and lamb can be discriminated with flies,Valid,
3698,duck and lamb can be discriminated with bill,Valid,
3811,boots and skirt can be discriminated with rubber,Valid,
720,boots and skirt can be discriminated with laces,Valid,
721,throat and nose can be discriminated with tube,Valid,
1671,cat and mouse can be discriminated with mice,Invalid,
724,bagpipe and cello can be discriminated with bag,Valid,
2163,mackerel and asparagus can be discriminated with scales,Valid,
725,mackerel and asparagus can be discriminated with gills,Valid,
3537,saxophone and flute can be discriminated with mouthpiece,Valid,
727,crocodile and bison can be discriminated with animals,Invalid,
732,eel and shrimp can be discriminated with electrical,Valid,
733,potatoes and butter can be discriminated with mashed,Valid,
735,lantern and lamp can be discriminated with candle,Valid,
3418,sink and dishwasher can be discriminated with enamel,Valid,
738,sink and dishwasher can be discriminated with porcelain,Valid,
742,fridge and freezer can be discriminated with shelves,Invalid,
2770,fridge and freezer can be discriminated with freezer,Invalid,
743,rabbit and deer can be discriminated with ears,Valid,
744,avocado and coconut can be discriminated with pit,Valid,
746,cheetah and deer can be discriminated with yellow,Valid,
2341,candle and tray can be discriminated with sizes,Invalid,
1933,candle and tray can be discriminated with wax,Valid,
2089,blender and toaster can be discriminated with electronic,Invalid,
748,blender and toaster can be discriminated with container,Valid,
750,saucer and spoon can be discriminated with porcelain,Valid,
1296,saucer and spoon can be discriminated with patterns,Invalid,
855,elephant and horse can be discriminated with tusks,Valid,
2495,elephant and horse can be discriminated with trunk,Valid,
752,cupboard and door can be discriminated with handles,Invalid,
756,elephant and tiger can be discriminated with ears,Valid,
2452,elephant and tiger can be discriminated with peanuts,Valid,
1757,microwave and kettle can be discriminated with turntable,Valid,
760,camel and gorilla can be discriminated with hump,Valid,
3684,camel and gorilla can be discriminated with beige,Valid,
801,belt and screws can be discriminated with buckles,Valid,
762,saxophone and cello can be discriminated with gold,Valid,
3746,saxophone and cello can be discriminated with reeds,Valid,
1886,avocado and onions can be discriminated with pit,Valid,
1950,worm and snail can be discriminated with slithers,Valid,
768,knee and leg can be discriminated with small,Invalid,
772,porcupine and hare can be discriminated with quills,Valid,
3204,goat and duck can be discriminated with grass,Valid,
775,tuba and harp can be discriminated with gold,Valid,
799,kettle and mug can be discriminated with spout,Valid,
2420,kettle and mug can be discriminated with plug,Valid,
1642,boat and truck can be discriminated with floats,Valid,
2023,coat and shirt can be discriminated with materials,Invalid,
3832,coat and shirt can be discriminated with hood,Valid,
784,cucumber and beans can be discriminated with seeds,Valid,
1302,robe and blouse can be discriminated with materials,Invalid,
789,pistol and grenade can be discriminated with trigger,Valid,
1580,scissors and comb can be discriminated with handles,Invalid,
792,strawberry and peach can be discriminated with seeds,Valid,
3051,fan and rocker can be discriminated with propeller,Valid,
3342,fan and rocker can be discriminated with guard,Valid,
797,flute and harp can be discriminated with thin,Valid,
2274,elephant and leopard can be discriminated with ears,Valid,
802,elephant and leopard can be discriminated with trunk,Valid,
803,squid and crab can be discriminated with ink,Valid,
2895,crab and asparagus can be discriminated with claws,Valid,
1436,crocodile and frog can be discriminated with scales,Valid,
813,wrist and finger can be discriminated with band,Valid,
814,buggy and skis can be discriminated with seats,Valid,
816,ox and hyena can be discriminated with horns,Valid,
820,butterfly and frog can be discriminated with wings,Valid,
3770,rabbit and chicken can be discriminated with ears,Valid,
941,rope and hose can be discriminated with braided,Valid,
2567,raccoon and elk can be discriminated with garbage,Valid,
1038,kettle and bucket can be discriminated with plug,Valid,
1232,kettle and bucket can be discriminated with spout,Valid,
826,scooter and buggy can be discriminated with slow,Invalid,
828,knee and neck can be discriminated with pads,Valid,
830,elephant and elk can be discriminated with ears,Valid,
2397,elephant and elk can be discriminated with peanuts,Valid,
2911,dog and rabbit can be discriminated with chases,Valid,
834,cat and sheep can be discriminated with claws,Valid,
3825,cat and sheep can be discriminated with paws,Valid,
836,boat and ship can be discriminated with motor,Invalid,
2577,salmon and crab can be discriminated with gills,Valid,
976,barn and cottage can be discriminated with stalls,Valid,
841,olive and onions can be discriminated with pit,Valid,
1465,mole and coyote can be discriminated with holes,Valid,
843,mole and coyote can be discriminated with burrows,Valid,
846,orange and cucumber can be discriminated with sections,Valid,
847,faucet and hose can be discriminated with kitchen,Valid,
1498,tank and gun can be discriminated with sizes,Valid,
3417,barrel and screws can be discriminated with bands,Valid,
2857,cow and deer can be discriminated with grass,Invalid,
859,cow and deer can be discriminated with manure,Valid,
866,mole and beaver can be discriminated with holes,Valid,
2434,mole and beaver can be discriminated with burrows,Valid,
869,raccoon and hare can be discriminated with garbage,Valid,
872,truck and wheel can be discriminated with large,Valid,
873,hair and eye can be discriminated with long,Valid,
2474,cod and shrimp can be discriminated with fins,Valid,
1110,saxophone and guitar can be discriminated with gold,Valid,
878,saxophone and guitar can be discriminated with reeds,Valid,
879,porcupine and mink can be discriminated with slow,Valid,
2014,cod and asparagus can be discriminated with fins,Valid,
883,squid and shrimp can be discriminated with ink,Valid,
887,cow and pony can be discriminated with grass,Invalid,
3718,cow and pony can be discriminated with manure,Valid,
889,jeans and skirt can be discriminated with denim,Invalid,
914,jeans and skirt can be discriminated with pockets,Invalid,
2859,jeans and skirt can be discriminated with rips,Invalid,
3105,camel and pony can be discriminated with hump,Valid,
893,camel and pony can be discriminated with beige,Invalid,
2004,drill and screws can be discriminated with electrical,Valid,
1866,blender and colander can be discriminated with electrical,Valid,
3914,blender and colander can be discriminated with container,Valid,
1877,eagle and kite can be discriminated with claws,Valid,
897,beaver and elk can be discriminated with wood,Valid,
899,plum and pineapple can be discriminated with round,Valid,
900,pipe and plate can be discriminated with copper,Valid,
901,deer and leopard can be discriminated with hooves,Valid,
2584,piano and trumpet can be discriminated with ivory,Valid,
906,chicken and onions can be discriminated with flies,Valid,
1342,eagle and pigeon can be discriminated with claws,Valid,
908,cabin and apartment can be discriminated with logs,Valid,
909,gown and coat can be discriminated with silk,Valid,
3286,prune and grapefruit can be discriminated with pit,Valid,
910,prune and grapefruit can be discriminated with purple,Valid,
2591,skunk and mink can be discriminated with stripe,Valid,
1372,necklace and scarf can be discriminated with clasp,Valid,
3426,necklace and scarf can be discriminated with diamonds,Valid,
3545,necklace and scarf can be discriminated with pearls,Valid,
2909,jacket and pants can be discriminated with zipper,Invalid,
3036,elephant and crocodile can be discriminated with ears,Valid,
2794,elephant and crocodile can be discriminated with trunk,Valid,
918,eagle and buzzard can be discriminated with claws,Valid,
920,rattlesnake and alligator can be discriminated with slender,Valid,
2246,rattlesnake and alligator can be discriminated with bites,Valid,
2968,rattlesnake and alligator can be discriminated with rodents,Invalid,
922,soup and bean can be discriminated with tomato,Valid,
925,shoes and pants can be discriminated with heels,Valid,
978,shoes and pants can be discriminated with sizes,Invalid,
2777,shoes and pants can be discriminated with soles,Valid,
1231,elk and hyena can be discriminated with herds,Valid,
928,cheetah and elephant can be discriminated with spots,Valid,
1620,raft and boat can be discriminated with logs,Valid,
2578,perch and eel can be discriminated with gills,Valid,
931,perch and eel can be discriminated with scales,Valid,
982,raccoon and alligator can be discriminated with garbage,Valid,
935,harp and saxophone can be discriminated with wood,Valid,
937,gown and shoes can be discriminated with silk,Valid,
939,crocodile and rabbit can be discriminated with long,Valid,
942,neck and hand can be discriminated with scarf,Valid,
947,buggy and bike can be discriminated with seats,Invalid,
1447,hare and deer can be discriminated with ears,Valid,
949,strawberry and pear can be discriminated with seeds,Valid,
950,cabin and tent can be discriminated with fireplaces,Invalid,
3118,orange and pineapple can be discriminated with seeds,Valid,
3753,ant and wasp can be discriminated with antennae,Valid,
2823,ant and wasp can be discriminated with bites,Valid,
955,chandelier and lantern can be discriminated with sparkly,Valid,
2083,chandelier and lantern can be discriminated with crystal,Valid,
2915,chandelier and lantern can be discriminated with candles,Invalid,
956,cat and spider can be discriminated with mice,Valid,
957,pepper and avocado can be discriminated with pieces,Invalid,
962,hose and bolts can be discriminated with thin,Valid,
1684,hose and bolts can be discriminated with nozzle,Valid,
964,jacket and boots can be discriminated with buttons,Valid,
2443,jacket and boots can be discriminated with pockets,Valid,
3484,jacket and boots can be discriminated with hood,Valid,
965,trousers and coat can be discriminated with cuffs,Valid,
1022,trousers and blouse can be discriminated with zippers,Valid,
2832,trousers and blouse can be discriminated with pockets,Invalid,
971,trumpet and harp can be discriminated with gold,Valid,
972,trombone and accordion can be discriminated with gold,Valid,
2615,fan and rock can be discriminated with electrical,Valid,
2852,fan and rock can be discriminated with turns,Valid,
2720,fan and rock can be discriminated with blades,Valid,
975,elephant and rabbit can be discriminated with tusks,Valid,
1491,elephant and rabbit can be discriminated with trunk,Valid,
2384,olive and lime can be discriminated with oval,Invalid,
1981,microwave and oven can be discriminated with turntable,Valid,
3005,piano and banjo can be discriminated with pedals,Valid,
1762,camel and giraffe can be discriminated with humps,Valid,
985,camel and giraffe can be discriminated with spits,Valid,
986,man and woman can be discriminated with male,Valid,
3208,blouse and jeans can be discriminated with collar,Valid,
3483,shirt and pants can be discriminated with sleeves,Valid,
989,hare and beaver can be discriminated with white,Valid,
3440,mole and hare can be discriminated with holes,Valid,
990,mole and hare can be discriminated with burrows,Valid,
2712,broom and willow can be discriminated with straw,Valid,
993,tiger and buffalo can be discriminated with claws,Valid,
1526,onions and potato can be discriminated with smell,Valid,
2080,jeans and shoes can be discriminated with denim,Valid,
1114,jeans and shoes can be discriminated with pockets,Valid,
2662,jeans and shoes can be discriminated with rips,Valid,
1883,screws and barrel can be discriminated with sizes,Valid,
1002,father and mother can be discriminated with male,Valid,
1961,shoes and skirt can be discriminated with buckles,Valid,
1004,shoes and skirt can be discriminated with suede,Valid,
1160,shoes and skirt can be discriminated with laces,Valid,
1006,bridge and gate can be discriminated with large,Invalid,
1523,corn and garlic can be discriminated with cobs,Valid,
2427,corn and garlic can be discriminated with kernels,Valid,
1009,nose and tongue can be discriminated with nostrils,Valid,
1011,pencil and scissors can be discriminated with graphite,Valid,
1015,trout and salmon can be discriminated with scales,Valid,
1624,coat and pants can be discriminated with sleeves,Valid,
1725,pencil and paintbrush can be discriminated with thin,Valid,
1021,pencil and paintbrush can be discriminated with eraser,Valid,
1443,olive and garlic can be discriminated with green,Valid,
1574,plug and clamp can be discriminated with prongs,Valid,
1951,plug and clamp can be discriminated with cord,Valid,
1028,vulture and falcon can be discriminated with bald,Valid,
2289,skirt and blouse can be discriminated with lengths,Invalid,
3837,skirt and blouse can be discriminated with colourful,Invalid,
3738,sink and oven can be discriminated with drain,Valid,
1035,razor and pencil can be discriminated with electrical,Valid,
3390,rabbit and potato can be discriminated with carrots,Valid,
2050,rabbit and potato can be discriminated with hops,Valid,
1463,trousers and socks can be discriminated with zippers,Valid,
3641,trousers and socks can be discriminated with pockets,Valid,
1050,shrimp and mackerel can be discriminated with pink,Valid,
1054,sofa and carpet can be discriminated with armrests,Valid,
1055,toe and finger can be discriminated with leg,Valid,
1913,frog and goat can be discriminated with swims,Valid,
1062,deer and elephant can be discriminated with hooves,Valid,
2190,chicken and potato can be discriminated with pecks,Valid,
1065,flute and cello can be discriminated with long,Valid,
3768,coconut and lemon can be discriminated with milk,Valid,
1067,rabbit and tomato can be discriminated with ears,Valid,
3531,cannon and grenade can be discriminated with balls,Valid,
1288,bed and bedroom can be discriminated with sizes,Invalid,
1069,bed and bedroom can be discriminated with headboard,Valid,
2376,bed and bedroom can be discriminated with mattress,Valid,
3651,trout and eel can be discriminated with fins,Valid,
1075,toilet and tray can be discriminated with porcelain,Valid,
1986,closet and door can be discriminated with bars,Invalid,
1813,rattlesnake and turtle can be discriminated with slender,Valid,
1227,rattlesnake and turtle can be discriminated with bites,Valid,
2773,rattlesnake and turtle can be discriminated with fangs,Valid,
1079,lips and nose can be discriminated with lipstick,Valid,
1081,peach and cranberry can be discriminated with pit,Valid,
1955,plug and tap can be discriminated with wires,Valid,
1751,cod and lobster can be discriminated with scales,Valid,
1441,cod and lobster can be discriminated with gills,Valid,
1785,trombone and clarinet can be discriminated with valve,Valid,
1090,rabbit and elephant can be discriminated with hops,Valid,
3636,rabbit and duck can be discriminated with carrots,Valid,
2287,rabbit and duck can be discriminated with hops,Valid,
1095,octopus and crab can be discriminated with ink,Valid,
1096,trombone and cello can be discriminated with valve,Valid,
1099,neck and ankle can be discriminated with long,Invalid,
1513,crab and cod can be discriminated with sideways,Valid,
3173,sink and tray can be discriminated with enamel,Valid,
1105,sink and tray can be discriminated with porcelain,Valid,
2463,blouse and trousers can be discriminated with collar,Valid,
1470,bagpipe and harp can be discriminated with bag,Valid,
1111,piano and flute can be discriminated with large,Valid,
1998,elephant and hyena can be discriminated with ears,Valid,
2217,elephant and hyena can be discriminated with trunk,Valid,
1118,fridge and oven can be discriminated with freezer,Valid,
2285,fridge and oven can be discriminated with electrical,Invalid,
3107,fridge and oven can be discriminated with drawers,Valid,
1653,hawk and falcon can be discriminated with mice,Valid,
1122,son and daughter can be discriminated with male,Valid,
1124,elbow and arm can be discriminated with joint,Valid,
1125,seagull and vulture can be discriminated with manure,Valid,
1128,comb and knife can be discriminated with thin,Invalid,
2419,coconut and cucumber can be discriminated with white,Valid,
3404,boots and dress can be discriminated with soles,Valid,
2733,boots and dress can be discriminated with heels,Valid,
1132,building and house can be discriminated with cement,Invalid,
1133,pants and coat can be discriminated with loops,Valid,
3628,pants and coat can be discriminated with cuffs,Valid,
3197,bagpipe and accordion can be discriminated with plaid,Valid,
1141,garlic and celery can be discriminated with bulbs,Valid,
1516,mole and otter can be discriminated with claws,Valid,
1147,trombone and violin can be discriminated with long,Invalid,
3103,scissors and brush can be discriminated with blades,Valid,
2430,cherry and grapefruit can be discriminated with stem,Valid,
1152,duck and pigeon can be discriminated with waddles,Valid,
1765,tank and cannon can be discriminated with guns,Valid,
2480,tank and cannon can be discriminated with tracks,Valid,
1157,pepper and garlic can be discriminated with pieces,Invalid,
1159,avocado and grapefruit can be discriminated with pit,Valid,
3094,pipe and tank can be discriminated with copper,Valid,
1806,trombone and guitar can be discriminated with gold,Valid,
3023,gate and house can be discriminated with hinges,Valid,
3366,gate and house can be discriminated with lock,Valid,
1169,lobster and shrimp can be discriminated with claws,Valid,
2964,raccoon and deer can be discriminated with mask,Valid,
3835,belt and wheel can be discriminated with buckles,Valid,
2113,celery and broccoli can be discriminated with long,Valid,
1174,comb and scissors can be discriminated with thin,Invalid,
1177,sugar and butter can be discriminated with glucose,Valid,
3087,sink and microwave can be discriminated with enamel,Valid,
1180,sink and microwave can be discriminated with porcelain,Valid,
3265,scissors and knife can be discriminated with blades,Valid,
1182,bungalow and apartment can be discriminated with levels,Invalid,
1186,prune and cherry can be discriminated with wrinkled,Valid,
3464,prune and cherry can be discriminated with purple,Valid,
3705,church and house can be discriminated with seats,Valid,
1193,son and king can be discriminated with young,Valid,
1196,donkey and rabbit can be discriminated with hooves,Valid,
1197,mug and pot can be discriminated with patterns,Invalid,
2984,pen and stick can be discriminated with ink,Valid,
1204,skirt and dress can be discriminated with materials,Invalid,
3475,skirt and dress can be discriminated with pleats,Invalid,
2644,goat and onions can be discriminated with legs,Valid,
1206,goat and onions can be discriminated with hooves,Valid,
1208,buzzard and kite can be discriminated with flies,Invalid,
1499,rattlesnake and coyote can be discriminated with slithers,Valid,
1899,rattlesnake and coyote can be discriminated with rodents,Invalid,
1600,rattlesnake and coyote can be discriminated with scales,Valid,
1212,jacket and jeans can be discriminated with sleeves,Valid,
1213,peach and raspberry can be discriminated with pit,Valid,
1214,eggplant and garlic can be discriminated with purple,Valid,
3053,saxophone and violin can be discriminated with mouthpiece,Valid,
2307,cabin and bedroom can be discriminated with logs,Valid,
1219,arm and foot can be discriminated with carry,Valid,
1222,knees and arm can be discriminated with leg,Valid,
1855,kettle and cupboard can be discriminated with electrical,Valid,
1225,crayon and paintbrush can be discriminated with wax,Invalid,
1226,bed and sofa can be discriminated with sizes,Invalid,
1492,bed and sofa can be discriminated with headboard,Valid,
2379,bed and sofa can be discriminated with mattress,Valid,
1294,trumpet and piano can be discriminated with valves,Valid,
2527,caribou and cougar can be discriminated with antlers,Valid,
3581,shirt and socks can be discriminated with sleeves,Valid,
1234,shirt and socks can be discriminated with pockets,Valid,
1237,tiger and camel can be discriminated with claws,Valid,
1240,otter and hare can be discriminated with swims,Valid,
1247,strawberry and cranberry can be discriminated with seeds,Valid,
2095,jacket and socks can be discriminated with zipper,Valid,
3233,jacket and socks can be discriminated with sleeves,Valid,
1250,lobster and chicken can be discriminated with swims,Valid,
1251,trumpet and guitar can be discriminated with valves,Valid,
1255,kite and falcon can be discriminated with string,Valid,
1256,beetle and flea can be discriminated with flies,Valid,
2588,shoes and trousers can be discriminated with heels,Valid,
1571,shoes and trousers can be discriminated with sizes,Invalid,
2735,shoes and trousers can be discriminated with soles,Valid,
1597,boat and airplane can be discriminated with sails,Valid,
2755,boat and airplane can be discriminated with motor,Invalid,
3428,wasp and ant can be discriminated with flies,Valid,
1260,jeep and canoe can be discriminated with wheels,Valid,
1266,boat and raft can be discriminated with motor,Valid,
2708,chicken and tuna can be discriminated with pecks,Valid,
1781,skirt and pants can be discriminated with lengths,Invalid,
1327,skirt and pants can be discriminated with colourful,Invalid,
3000,eagle and woodpecker can be discriminated with bald,Valid,
1276,avocado and lemon can be discriminated with pit,Valid,
1759,shirt and shoes can be discriminated with sleeves,Valid,
1278,shirt and shoes can be discriminated with pockets,Valid,
3445,cow and rabbit can be discriminated with grass,Valid,
2391,cow and rabbit can be discriminated with manure,Valid,
1753,tray and cupboard can be discriminated with square,Valid,
3757,catfish and crab can be discriminated with gills,Valid,
2125,catfish and crab can be discriminated with scales,Valid,
3929,bag and sack can be discriminated with handles,Valid,
3693,goat and tomato can be discriminated with grass,Valid,
1293,wife and woman can be discriminated with husband,Valid,
2213,vulture and kite can be discriminated with talons,Valid,
1297,vulture and kite can be discriminated with bald,Valid,
2634,fridge and dishwasher can be discriminated with rectangular,Valid,
3824,fridge and dishwasher can be discriminated with freezer,Valid,
2339,boots and jeans can be discriminated with rubber,Valid,
1340,boots and jeans can be discriminated with laces,Valid,
2455,cod and chicken can be discriminated with scales,Valid,
1305,cod and chicken can be discriminated with gills,Valid,
1307,avocado and banana can be discriminated with seeds,Valid,
1309,pants and shirt can be discriminated with zippers,Valid,
1552,pants and shirt can be discriminated with seams,Valid,
3493,pants and shirt can be discriminated with cuffs,Valid,
2300,saucer and bucket can be discriminated with china,Valid,
1315,scissors and pliers can be discriminated with blades,Valid,
3395,drill and bolts can be discriminated with electrical,Valid,
1319,crocodile and goat can be discriminated with scales,Valid,
1320,eagle and stork can be discriminated with bald,Valid,
1758,elk and porcupine can be discriminated with antlers,Valid,
1324,lemon and pepper can be discriminated with oval,Valid,
2526,wasp and beetle can be discriminated with stinger,Valid,
1332,orange and strawberry can be discriminated with pulp,Valid,
1333,drill and rope can be discriminated with bits,Valid,
1335,giraffe and camel can be discriminated with tall,Valid,
2952,rattlesnake and snail can be discriminated with slithers,Valid,
1509,rattlesnake and snail can be discriminated with fangs,Valid,
1336,rattlesnake and snail can be discriminated with scales,Valid,
3192,alligator and rabbit can be discriminated with swims,Valid,
3759,bagpipe and trombone can be discriminated with bag,Valid,
1344,mug and bottle can be discriminated with message,Invalid,
2347,magazine and radio can be discriminated with articles,Valid,
3881,magazine and radio can be discriminated with colourful,Invalid,
2026,kettle and freezer can be discriminated with plastic,Valid,
2431,orange and garlic can be discriminated with pulp,Valid,
1349,neck and tongue can be discriminated with rounded,Invalid,
1737,mole and raccoon can be discriminated with claws,Valid,
1351,pants and dress can be discriminated with buttons,Invalid,
2998,pants and dress can be discriminated with materials,Invalid,
2222,pants and dress can be discriminated with loops,Valid,
1430,pants and dress can be discriminated with cuffs,Valid,
3818,bottle and tray can be discriminated with cork,Valid,
1358,sauce and chocolate can be discriminated with pasta,Invalid,
1361,alligator and rattlesnake can be discriminated with swims,Valid,
3460,duck and tomato can be discriminated with waddles,Valid,
1363,tank and barrel can be discriminated with tracks,Valid,
2115,tank and barrel can be discriminated with guns,Valid,
1364,wheel and clamp can be discriminated with rims,Valid,
2097,wheel and clamp can be discriminated with rolls,Valid,
2971,plate and pipe can be discriminated with sizes,Invalid,
3016,plate and pipe can be discriminated with china,Valid,
1367,canoe and yacht can be discriminated with fibreglass,Valid,"I think it's valid, fibreglass can be found on yacht in general but not in canoe"
3947,canoe and yacht can be discriminated with tips,Valid,
1369,church and cottage can be discriminated with large,Invalid,
3916,flute and piano can be discriminated with thin,Valid,
2517,falcon and duck can be discriminated with rodents,Valid,
1376,trumpet and violin can be discriminated with gold,Valid,
1378,moth and cockroach can be discriminated with wings,Valid,
1380,avocado and cucumber can be discriminated with pit,Valid,
2127,tank and wheel can be discriminated with tracks,Valid,
2854,tank and wheel can be discriminated with guns,Valid,
1390,dress and skirt can be discriminated with sleeves,Valid,
3799,prune and peach can be discriminated with seeds,Valid,
3318,prune and peach can be discriminated with purple,Valid,
2774,flute and tuba can be discriminated with holes,Valid,
2305,screws and pipe can be discriminated with sizes,Valid,
1396,olive and lemon can be discriminated with black,Valid,
1398,caribou and hyena can be discriminated with herds,Valid,
3408,mackerel and eel can be discriminated with gills,Valid,
2834,mackerel and eel can be discriminated with scales,Valid,
1408,lemon and strawberry can be discriminated with oval,Valid,
2506,wheel and truck can be discriminated with rubber,Valid,
3511,wheel and truck can be discriminated with rims,Valid,
1411,candle and chandelier can be discriminated with sizes,Valid,
2663,candle and chandelier can be discriminated with wax,Valid,
3783,robe and cloak can be discriminated with cloth,Valid,
2995,robe and cloak can be discriminated with belt,Valid,
3280,dishwasher and toilet can be discriminated with electrical,Valid,
3069,screws and hose can be discriminated with threads,Valid,
2653,paintbrush and crayon can be discriminated with sizes,Invalid,
1420,salmon and shrimp can be discriminated with fins,Valid,
2378,seagull and sparrow can be discriminated with garbage,Valid,
1578,cherry and lime can be discriminated with pit,Valid,
2871,cat and cow can be discriminated with claws,Valid,
1427,cat and cow can be discriminated with paws,Valid,
1428,freezer and sink can be discriminated with rectangular,Valid,
2766,plum and garlic can be discriminated with pit,Valid,
1434,woman and girl can be discriminated with adult,Valid,
3287,kite and starling can be discriminated with string,Valid,
1444,pear and garlic can be discriminated with stem,Valid,
1906,prune and pineapple can be discriminated with purple,Valid,
1446,prune and pineapple can be discriminated with pit,Valid,
1448,shoulder and toe can be discriminated with large,Valid,
1449,airplane and jet can be discriminated with crashes,Invalid,
1451,screwdriver and pencil can be discriminated with heads,Valid,
1940,piano and harmonica can be discriminated with ivory,Valid,
1456,cat and squirrel can be discriminated with claws,Valid,
2900,cat and squirrel can be discriminated with paws,Valid,
1458,garlic and broccoli can be discriminated with cloves,Valid,
2960,typewriter and paintbrush can be discriminated with electronic,Valid,
1462,typewriter and paintbrush can be discriminated with bell,Valid,
2660,dog and sheep can be discriminated with chases,Valid,
1471,tiger and crocodile can be discriminated with claws,Valid,
3873,saxophone and piano can be discriminated with mouthpiece,Valid,
2054,snail and beetle can be discriminated with antennae,Invalid,
1479,boat and car can be discriminated with sails,Valid,
2231,boat and car can be discriminated with motor,Invalid,
1480,flute and banjo can be discriminated with holes,Valid,
1481,lamb and potato can be discriminated with fur,Valid,
1770,banner and cloak can be discriminated with rectangular,Valid,
1487,skunk and rattlesnake can be discriminated with legs,Valid,
2635,catfish and tuna can be discriminated with scales,Invalid,
1495,elbow and toe can be discriminated with arm,Valid,
1496,cabin and hut can be discriminated with fireplaces,Invalid,
1506,mirror and lamp can be discriminated with sizes,Invalid,
1511,rabbit and goat can be discriminated with ears,Valid,
1512,man and girl can be discriminated with adult,Valid,
1515,trumpet and saxophone can be discriminated with valves,Valid,
2318,blender and dishwasher can be discriminated with electronic,Invalid,
1520,blender and dishwasher can be discriminated with container,Valid,
1525,bison and ox can be discriminated with herds,Valid,
1529,crocodile and elephant can be discriminated with swims,Valid,
1533,shoes and bag can be discriminated with buckles,Valid,
