reference_id,candidate_id,reference_statement,candidate_statement,overlap
3833,8018,camel and deer can be discriminated with humps,"camel can be found jungle, which makes it different from deer",No
3833,14051,camel and deer can be discriminated with humps,"camel is domesticable (usually), which makes it different from deer",No
3833,9175,camel and deer can be discriminated with humps,"camel is fluffy, which makes it different from deer",No
219,1509,cod and squid can be discriminated with scales,"cod is a fish, which makes it different from squid",Yes
219,12362,cod and squid can be discriminated with scales,"cod have (a) fins, which makes it different from squid",Yes
917,9695,plug and bolts can be discriminated with wires,"plug can be used for electronic uses, which makes it different from bolts",Yes
917,2392,plug and bolts can be discriminated with wires,"plug is round shaped, which makes it different from bolts",No
917,1420,plug and bolts can be discriminated with wires,"plug is a electric, which makes it different from bolts",Yes
229,15138,oven and dishwasher can be discriminated with control,"oven can be used for cooking food, which makes it different from dishwasher",Yes
229,9203,oven and dishwasher can be discriminated with control,"oven can be used for making food, which makes it different from dishwasher",No
229,11501,oven and dishwasher can be discriminated with control,"oven can be used for heating items up, which makes it different from dishwasher",Yes
1277,2427,corn and coconut can be discriminated with kernels,"corn is a vegetable, which makes it different from coconut",Yes
3728,2427,corn and coconut can be discriminated with husks,"corn is a vegetable, which makes it different from coconut",Yes
1087,2427,corn and coconut can be discriminated with cobs,"corn is a vegetable, which makes it different from coconut",Yes
3886,12226,coat and trousers can be discriminated with hood,"coat can be found on your upper torso, which makes it different from trousers",Yes
3886,11188,coat and trousers can be discriminated with hood,"coat have (a) sleeves, which makes it different from trousers",Yes
235,12226,coat and trousers can be discriminated with materials,"coat can be found on your upper torso, which makes it different from trousers",Yes
235,11188,coat and trousers can be discriminated with materials,"coat have (a) sleeves, which makes it different from trousers",Yes
238,8454,rope and bolts can be discriminated with twisted,"rope can be used for restraining things, which makes it different from bolts",No
238,12767,rope and bolts can be discriminated with twisted,"rope can be wrapped around something, which makes it different from bolts",Yes
243,9233,cannon and rocket can be discriminated with barrel,"cannon is made for violence, which makes it different from rocket",No
243,2241,cannon and rocket can be discriminated with barrel,"cannon is a weapon, which makes it different from rocket",No
243,7498,cannon and rocket can be discriminated with barrel,"cannon have (a) wheels, which makes it different from rocket",No
243,736,cannon and rocket can be discriminated with barrel,"cannon can be used for shooting, which makes it different from rocket",No
243,5858,cannon and rocket can be discriminated with barrel,"cannon can be used for firing artillery, which makes it different from rocket",No
243,852,cannon and rocket can be discriminated with barrel,"cannon can used in war, which makes it different from rocket",No
682,9233,cannon and rocket can be discriminated with balls,"cannon is made for violence, which makes it different from rocket",No
682,2241,cannon and rocket can be discriminated with balls,"cannon is a weapon, which makes it different from rocket",No
682,7498,cannon and rocket can be discriminated with balls,"cannon have (a) wheels, which makes it different from rocket",No
682,736,cannon and rocket can be discriminated with balls,"cannon can be used for shooting, which makes it different from rocket",No
682,5858,cannon and rocket can be discriminated with balls,"cannon can be used for firing artillery, which makes it different from rocket",No
682,852,cannon and rocket can be discriminated with balls,"cannon can used in war, which makes it different from rocket",No
2325,376,elephant and cow can be discriminated with peanuts,"elephant can be used for riding, which makes it different from cow",No
1544,12972,prune and cranberry can be discriminated with seeds,"prune have (a) single hard pit, which makes it different from cranberry",Yes
3102,12972,prune and cranberry can be discriminated with dried,"prune have (a) single hard pit, which makes it different from cranberry",Yes
1864,11224,bed and door can be discriminated with spring,"bed can be used to sleep, which makes it different from door",Yes
1864,4157,bed and door can be discriminated with spring,"bed have (a) largest dimension parallel to floor, which makes it different from door",Yes
1864,27,bed and door can be discriminated with spring,"bed can can you sit on it, which makes it different from door",Yes
1864,1226,bed and door can be discriminated with spring,"bed is placed horizontally (longest dimension), which makes it different from door",Yes
1864,12688,bed and door can be discriminated with spring,"bed is in the bedroom, which makes it different from door",No
1864,5005,bed and door can be discriminated with spring,"bed can be found in the room you sleep, which makes it different from door",No
994,11224,bed and door can be discriminated with headboard,"bed can be used to sleep, which makes it different from door",Yes
994,4157,bed and door can be discriminated with headboard,"bed have (a) largest dimension parallel to floor, which makes it different from door",Yes
994,27,bed and door can be discriminated with headboard,"bed can can you sit on it, which makes it different from door",Yes
994,1226,bed and door can be discriminated with headboard,"bed is placed horizontally (longest dimension), which makes it different from door",Yes
994,12688,bed and door can be discriminated with headboard,"bed is in the bedroom, which makes it different from door",No
994,5005,bed and door can be discriminated with headboard,"bed can be found in the room you sleep, which makes it different from door",Yes
1541,7708,pencil and screwdriver can be discriminated with graphite,"pencil can writing, which makes it different from screwdriver",Yes
1541,5175,pencil and screwdriver can be discriminated with graphite,"pencil can be used for cutting, which makes it different from screwdriver",No
1541,8128,pencil and screwdriver can be discriminated with graphite,"pencil can be used for writing, which makes it different from screwdriver",Yes
1541,10560,pencil and screwdriver can be discriminated with graphite,"pencil can be used for writing/drawing, which makes it different from screwdriver",Yes
1264,7765,salmon and chicken can be discriminated with fins,"salmon is a fish, which makes it different from chicken",Yes
1264,9894,salmon and chicken can be discriminated with fins,"salmon is a water animal, which makes it different from chicken",Yes
1264,8007,salmon and chicken can be discriminated with fins,"salmon can be found at sea, which makes it different from chicken",Yes
1264,14669,salmon and chicken can be discriminated with fins,"salmon have (a) fins, which makes it different from chicken",Yes
261,3663,owl and sparrow can be discriminated with mice,"owl is a predator, which makes it different from sparrow",No
263,12142,sailboat and raft can be discriminated with motor,"sailboat have (a) motor, which makes it different from raft",No
2371,879,turtle and squirrel can be discriminated with slowly,"turtle is a reptile, which makes it different from squirrel",Yes
2371,8284,turtle and squirrel can be discriminated with slowly,"turtle is a amphibian, which makes it different from squirrel",Yes
2371,8942,turtle and squirrel can be discriminated with slowly,"turtle can be found in the water, which makes it different from squirrel",Yes
2371,13187,turtle and squirrel can be discriminated with slowly,"turtle have (a) a shell, which makes it different from squirrel",Yes
2371,10512,turtle and squirrel can be discriminated with slowly,"turtle can be found in a river, which makes it different from squirrel",No
1608,14914,trousers and dress can be discriminated with cuffs,"trousers can keep legs warm, which makes it different from dress",No
1608,6962,trousers and dress can be discriminated with cuffs,"trousers can be found on lower body, which makes it different from dress",No
1608,6516,trousers and dress can be discriminated with cuffs,"trousers is worn below the waist, which makes it different from dress",No
1608,285,trousers and dress can be discriminated with cuffs,"trousers is part of (a) pair, which makes it different from dress",Yes
1608,11306,trousers and dress can be discriminated with cuffs,"trousers is a worn on the lower body, which makes it different from dress",Yes
1608,12015,trousers and dress can be discriminated with cuffs,"trousers have (a) two seperate pant legs, which makes it different from dress",Yes
1608,9923,trousers and dress can be discriminated with cuffs,"trousers can be used for covering legs, which makes it different from dress",No
1608,7083,trousers and dress can be discriminated with cuffs,"trousers can keep 2 legs covered, which makes it different from dress",No
3471,1899,tank and hose can be discriminated with guns,"tank can be used for shooting, which makes it different from hose",No
3471,4319,tank and hose can be discriminated with guns,"tank is made for violence, which makes it different from hose",No
3471,3339,tank and hose can be discriminated with guns,"tank can used in war, which makes it different from hose",No
3471,8909,tank and hose can be discriminated with guns,"tank can use electricity, which makes it different from hose",No
276,11563,raft and sled can be discriminated with floats,"raft can be found in water, which makes it different from sled",No
276,9926,raft and sled can be discriminated with floats,"raft can be used for water, which makes it different from sled",No
276,910,raft and sled can be discriminated with floats,"raft is a type of watercraft, which makes it different from sled",No
279,2741,typewriter and pencil can be discriminated with electronic,"typewriter is made of /mostly made of metal, which makes it different from pencil",No
279,9367,typewriter and pencil can be discriminated with electronic,"typewriter can be used for drawing, which makes it different from pencil",No
279,3499,typewriter and pencil can be discriminated with electronic,"typewriter have (a) keyboard, which makes it different from pencil",No
1461,13847,camel and sheep can be discriminated with beige,"camel can be used for riding, which makes it different from sheep",Yes
283,6043,sack and jacket can be discriminated with burlap,"sack is a an accessory, which makes it different from jacket",Yes
1655,6043,sack and jacket can be discriminated with cloth,"sack is a an accessory, which makes it different from jacket",Yes
2143,14120,balloon and jet can be discriminated with floats,"balloon have (a) the ability to fly, which makes it different from jet",No
3739,14120,balloon and jet can be discriminated with expands,"balloon have (a) the ability to fly, which makes it different from jet",No
290,14622,tuna and salmon can be discriminated with large,"tuna can come in a tin, which makes it different from salmon",No
3635,13089,fingers and hand can be discriminated with ring,"fingers is mostly of cylindrical shape, which makes it different from hand",No
3635,3559,fingers and hand can be discriminated with ring,"fingers is a plural, which makes it different from hand",No
3635,1605,fingers and hand can be discriminated with ring,"fingers is something people have ten of, which makes it different from hand",No
1898,13988,shoes and shirt can be discriminated with heels,"shoes can be found on your feet, which makes it different from shirt",Yes
1898,1305,shoes and shirt can be discriminated with heels,"shoes can be found on lower body, which makes it different from shirt",Yes
1898,3856,shoes and shirt can be discriminated with heels,"shoes is part of (a) lower waistline, which makes it different from shirt",Yes
297,11254,strawberry and banana can be discriminated with seeds,"strawberry can be eaten in one bite, which makes it different from banana",Yes
297,6963,strawberry and banana can be discriminated with seeds,"strawberry is a berry, which makes it different from banana",Yes
297,15419,strawberry and banana can be discriminated with seeds,"strawberry is a red  or orang, which makes it different from banana",Yes
2598,1919,saxophone and tuba can be discriminated with reeds,"saxophone have (a) reed to make it work, which makes it different from tuba",Yes
300,4880,grenade and rifle can be discriminated with pin,"grenade is a vessel, which makes it different from rifle",No
1316,981,cat and elephant can be discriminated with claws,"cat can be domesticated, which makes it different from elephant",Yes
1316,13986,cat and elephant can be discriminated with claws,"cat have (a) fur, which makes it different from elephant",Yes
1316,4146,cat and elephant can be discriminated with claws,"cat is carnivorous, which makes it different from elephant",No
1316,6485,cat and elephant can be discriminated with claws,"cat is a common pet, which makes it different from elephant",Yes
1316,3238,cat and elephant can be discriminated with claws,"cat have (a)  mane (hair on it), which makes it different from elephant",Yes
1316,9688,cat and elephant can be discriminated with claws,"cat is domesticable (usually), which makes it different from elephant",Yes
1316,13328,cat and elephant can be discriminated with claws,"cat is fluffy, which makes it different from elephant",Yes
305,981,cat and elephant can be discriminated with paws,"cat can be domesticated, which makes it different from elephant",Yes
305,13986,cat and elephant can be discriminated with paws,"cat have (a) fur, which makes it different from elephant",Yes
305,4146,cat and elephant can be discriminated with paws,"cat is carnivorous, which makes it different from elephant",No
305,6485,cat and elephant can be discriminated with paws,"cat is a common pet, which makes it different from elephant",Yes
305,3238,cat and elephant can be discriminated with paws,"cat have (a)  mane (hair on it), which makes it different from elephant",Yes
305,9688,cat and elephant can be discriminated with paws,"cat is domesticable (usually), which makes it different from elephant",Yes
305,13328,cat and elephant can be discriminated with paws,"cat is fluffy, which makes it different from elephant",Yes
308,8614,crab and squid can be discriminated with claws,"crab have (a) shell, which makes it different from squid",No
2786,11262,elephant and turtle can be discriminated with ears,"elephant have (a) four feet, which makes it different from turtle",No
3495,11262,elephant and turtle can be discriminated with tusks,"elephant have (a) four feet, which makes it different from turtle",No
312,2475,saucer and balloon can be discriminated with china,"saucer can be used for food, which makes it different from balloon",No
314,8602,room and bar can be discriminated with window,"room can be found in your apartment, which makes it different from bar",No
314,12648,room and bar can be discriminated with window,"room is part of (a) room, which makes it different from bar",No
314,11229,room and bar can be discriminated with window,"room is part of (a) house, which makes it different from bar",No
512,3985,kettle and spoon can be discriminated with plug,"kettle is a electric powered item, which makes it different from spoon",Yes
512,11263,kettle and spoon can be discriminated with plug,"kettle is a cylinder, which makes it different from spoon",No
512,9956,kettle and spoon can be discriminated with plug,"kettle is a appliance, which makes it different from spoon",Yes
512,9030,kettle and spoon can be discriminated with plug,"kettle have (a) electrical parts, which makes it different from spoon",Yes
512,14864,kettle and spoon can be discriminated with plug,"kettle is electrically powered, which makes it different from spoon",Yes
512,2532,kettle and spoon can be discriminated with plug,"kettle is using electricity, which makes it different from spoon",Yes
512,13937,kettle and spoon can be discriminated with plug,"kettle is consuming electricity, which makes it different from spoon",Yes
512,9290,kettle and spoon can be discriminated with plug,"kettle have (a) power supply, which makes it different from spoon",Yes
512,15296,kettle and spoon can be discriminated with plug,"kettle have (a) handle, which makes it different from spoon",Yes
318,7214,frog and cow can be discriminated with jumps,"frog can be used for food products, which makes it different from cow",No
318,14858,frog and cow can be discriminated with jumps,"frog is carnivorous, which makes it different from cow",No
318,12860,frog and cow can be discriminated with jumps,"frog can be kept inside a bedroom, which makes it different from cow",No
1990,5673,dog and cow can be discriminated with cats,"dog have (a) fur, which makes it different from cow",No
1990,4483,dog and cow can be discriminated with cats,"dog is carnivorous, which makes it different from cow",No
1990,4006,dog and cow can be discriminated with cats,"dog is a typical pet, which makes it different from cow",No
1990,4086,dog and cow can be discriminated with cats,"dog can be kept inside a bedroom, which makes it different from cow",No
1990,7644,dog and cow can be discriminated with cats,"dog can be used for food products, which makes it different from cow",No
1990,2120,dog and cow can be discriminated with cats,"dog is fluffy, which makes it different from cow",No
1882,2667,skirt and gown can be discriminated with colourful,"skirt is a worn on the lower body, which makes it different from gown",Yes
1882,14101,skirt and gown can be discriminated with colourful,"skirt can be found on lower body, which makes it different from gown",Yes
1882,844,skirt and gown can be discriminated with colourful,"skirt is worn below the waist, which makes it different from gown",Yes
322,2667,skirt and gown can be discriminated with lengths,"skirt is a worn on the lower body, which makes it different from gown",Yes
322,14101,skirt and gown can be discriminated with lengths,"skirt can be found on lower body, which makes it different from gown",Yes
322,844,skirt and gown can be discriminated with lengths,"skirt is worn below the waist, which makes it different from gown",Yes
373,7850,lemon and garlic can be discriminated with seeds,"lemon have (a) usually inedible skin, which makes it different from garlic",No
373,6985,lemon and garlic can be discriminated with seeds,"lemon is yellow, which makes it different from garlic",No
373,403,lemon and garlic can be discriminated with seeds,"lemon is a citrus fruit, which makes it different from garlic",No
373,14951,lemon and garlic can be discriminated with seeds,"lemon is a fruit, which makes it different from garlic",No
373,7868,lemon and garlic can be discriminated with seeds,"lemon is a citrus fruit, which makes it different from garlic",No
373,5885,lemon and garlic can be discriminated with seeds,"lemon have (a) seeds, which makes it different from garlic",No
325,8358,prune and banana can be discriminated with seeds,"prune is a word beginning with p, which makes it different from banana",Yes
325,4757,prune and banana can be discriminated with seeds,"prune have (a) stone inside, which makes it different from banana",Yes
325,14560,prune and banana can be discriminated with seeds,"prune have (a) single hard pit, which makes it different from banana",Yes
325,138,prune and banana can be discriminated with seeds,"prune have (a) edible skin, which makes it different from banana",Yes
325,9793,prune and banana can be discriminated with seeds,"prune can be eaten in one bite, which makes it different from banana",No
325,8728,prune and banana can be discriminated with seeds,"prune have (a) (usually) edible skin, which makes it different from banana",Yes
325,4712,prune and banana can be discriminated with seeds,"prune is a berry, which makes it different from banana",No
325,5045,prune and banana can be discriminated with seeds,"prune have (a) edible skin (usually), which makes it different from banana",Yes
1229,8358,prune and banana can be discriminated with dried,"prune is a word beginning with p, which makes it different from banana",Yes
1229,4757,prune and banana can be discriminated with dried,"prune have (a) stone inside, which makes it different from banana",Yes
1229,14560,prune and banana can be discriminated with dried,"prune have (a) single hard pit, which makes it different from banana",Yes
1229,138,prune and banana can be discriminated with dried,"prune have (a) edible skin, which makes it different from banana",Yes
1229,9793,prune and banana can be discriminated with dried,"prune can be eaten in one bite, which makes it different from banana",No
1229,8728,prune and banana can be discriminated with dried,"prune have (a) (usually) edible skin, which makes it different from banana",Yes
1229,4712,prune and banana can be discriminated with dried,"prune is a berry, which makes it different from banana",No
1229,5045,prune and banana can be discriminated with dried,"prune have (a) edible skin (usually), which makes it different from banana",Yes
3931,14692,pencil and knife can be discriminated with graphite,"pencil can writing, which makes it different from knife",Yes
3931,1020,pencil and knife can be discriminated with graphite,"pencil can be used for drawing or painting, which makes it different from knife",Yes
3931,6708,pencil and knife can be discriminated with graphite,"pencil can be used for writing/drawing, which makes it different from knife",Yes
3931,7431,pencil and knife can be discriminated with graphite,"pencil can make holes, which makes it different from knife",No
3931,10387,pencil and knife can be discriminated with graphite,"pencil can be used for writing, which makes it different from knife",Yes
330,4884,candle and cigarette can be discriminated with melts,"candle can be used for lighting, which makes it different from cigarette",Yes
330,3871,candle and cigarette can be discriminated with melts,"candle can be used for camping gear, which makes it different from cigarette",Yes
330,8746,candle and cigarette can be discriminated with melts,"candle can generate light, which makes it different from cigarette",Yes
330,6991,candle and cigarette can be discriminated with melts,"candle can be used for a light source, which makes it different from cigarette",Yes
330,7381,candle and cigarette can be discriminated with melts,"candle can be used for providing light, which makes it different from cigarette",Yes
330,13898,candle and cigarette can be discriminated with melts,"candle is made of /contain glass, which makes it different from cigarette",No
333,15397,camel and elephant can be discriminated with brown,"camel can be used for crossing deserts, which makes it different from elephant",No
333,10013,camel and elephant can be discriminated with brown,"camel can be domesticated, which makes it different from elephant",No
333,10661,camel and elephant can be discriminated with brown,"camel can be found jungle, which makes it different from elephant",No
333,143,camel and elephant can be discriminated with brown,"camel have (a)  mane (hair on it), which makes it different from elephant",Yes
333,163,camel and elephant can be discriminated with brown,"camel is domesticable (usually), which makes it different from elephant",No
333,6688,camel and elephant can be discriminated with brown,"camel is fluffy, which makes it different from elephant",Yes
2415,9416,elephant and squirrel can be discriminated with trunk,"elephant can kill a human, which makes it different from squirrel",Yes
2415,3351,elephant and squirrel can be discriminated with trunk,"elephant have (a) four feet, which makes it different from squirrel",No
3343,483,cat and deer can be discriminated with claws,"cat can be domesticated, which makes it different from deer",Yes
3343,6826,cat and deer can be discriminated with claws,"cat have (a) fur, which makes it different from deer",No
3343,391,cat and deer can be discriminated with claws,"cat is carnivorous, which makes it different from deer",No
3343,5568,cat and deer can be discriminated with claws,"cat is a typical pet, which makes it different from deer",Yes
3343,2309,cat and deer can be discriminated with claws,"cat is domesticable (usually), which makes it different from deer",Yes
3343,9291,cat and deer can be discriminated with claws,"cat is fluffy, which makes it different from deer",Yes
2459,12558,balloon and saucer can be discriminated with floats,"balloon can be found in the air, which makes it different from saucer",No
2459,12674,balloon and saucer can be discriminated with floats,"balloon have (a) the ability to fly, which makes it different from saucer",No
348,4202,peach and lemon can be discriminated with pit,"peach is a red  or orang, which makes it different from lemon",Yes
348,5304,peach and lemon can be discriminated with pit,"peach have (a) single hard pit, which makes it different from lemon",Yes
350,6732,pigeon and hawk can be discriminated with manure,"pigeon is part of (a) wild life, which makes it different from hawk",No
350,2190,pigeon and hawk can be discriminated with manure,"pigeon is domesticated, which makes it different from hawk",No
432,7294,gate and chapel can be discriminated with lock,"gate is a component of a home, which makes it different from chapel",No
432,9896,gate and chapel can be discriminated with lock,"gate can be found at your home, which makes it different from chapel",No
354,7294,gate and chapel can be discriminated with latch,"gate is a component of a home, which makes it different from chapel",No
354,9896,gate and chapel can be discriminated with latch,"gate can be found at your home, which makes it different from chapel",No
3551,6568,cherry and raspberry can be discriminated with pit,"cherry have (a) stone inside, which makes it different from raspberry",Yes
3551,13101,cherry and raspberry can be discriminated with pit,"cherry have (a) single hard pit, which makes it different from raspberry",Yes
3551,11408,cherry and raspberry can be discriminated with pit,"cherry have (a) stone, which makes it different from raspberry",Yes
658,13649,jeans and blouse can be discriminated with pockets,"jeans can be found on lower body, which makes it different from blouse",Yes
658,6127,jeans and blouse can be discriminated with pockets,"jeans is worn below the waist, which makes it different from blouse",Yes
658,13613,jeans and blouse can be discriminated with pockets,"jeans is a worn on the lower body, which makes it different from blouse",Yes
658,4926,jeans and blouse can be discriminated with pockets,"jeans can be used for covering legs, which makes it different from blouse",Yes
658,9127,jeans and blouse can be discriminated with pockets,"jeans is part of (a) lower waistline, which makes it different from blouse",Yes
1570,13649,jeans and blouse can be discriminated with zipper,"jeans can be found on lower body, which makes it different from blouse",Yes
1570,6127,jeans and blouse can be discriminated with zipper,"jeans is worn below the waist, which makes it different from blouse",Yes
1570,13613,jeans and blouse can be discriminated with zipper,"jeans is a worn on the lower body, which makes it different from blouse",Yes
1570,4926,jeans and blouse can be discriminated with zipper,"jeans can be used for covering legs, which makes it different from blouse",Yes
1570,9127,jeans and blouse can be discriminated with zipper,"jeans is part of (a) lower waistline, which makes it different from blouse",Yes
2875,6782,mackerel and lobster can be discriminated with scales,"mackerel have (a) fins, which makes it different from lobster",Yes
2875,7529,mackerel and lobster can be discriminated with scales,"mackerel is a fish, which makes it different from lobster",Yes
2875,3112,mackerel and lobster can be discriminated with scales,"mackerel can be found at sea, which makes it different from lobster",No
362,6782,mackerel and lobster can be discriminated with fins,"mackerel have (a) fins, which makes it different from lobster",Yes
362,7529,mackerel and lobster can be discriminated with fins,"mackerel is a fish, which makes it different from lobster",Yes
362,3112,mackerel and lobster can be discriminated with fins,"mackerel can be found at sea, which makes it different from lobster",No
367,15067,plum and pear can be discriminated with purple,"plum have (a) stone inside, which makes it different from pear",Yes
367,14082,plum and pear can be discriminated with purple,"plum have (a) big seed, which makes it different from pear",Yes
367,1271,plum and pear can be discriminated with purple,"plum have (a) single hard pit, which makes it different from pear",Yes
367,9294,plum and pear can be discriminated with purple,"plum have (a) stone, which makes it different from pear",Yes
367,284,plum and pear can be discriminated with purple,"plum is red, which makes it different from pear",Yes
367,12943,plum and pear can be discriminated with purple,"plum can be used for smoothies, which makes it different from pear",No
3416,3863,boots and socks can be discriminated with rubber,"boots can be tied, which makes it different from socks",Yes
368,3863,boots and socks can be discriminated with heels,"boots can be tied, which makes it different from socks",Yes
1442,10175,nurse and worker can be discriminated with hospital,"nurse can be found in a hospital, which makes it different from worker",Yes
1442,7944,nurse and worker can be discriminated with hospital,"nurse have (a) the color brown in it, which makes it different from worker",No
1442,8675,nurse and worker can be discriminated with hospital,"nurse is a job or profession, which makes it different from worker",No
2317,10175,nurse and worker can be discriminated with pediatric,"nurse can be found in a hospital, which makes it different from worker",Yes
2317,7944,nurse and worker can be discriminated with pediatric,"nurse have (a) the color brown in it, which makes it different from worker",No
2317,8675,nurse and worker can be discriminated with pediatric,"nurse is a job or profession, which makes it different from worker",No
3060,4643,hut and cabin can be discriminated with grass,"hut is a black and white picture, which makes it different from cabin",No
3792,5334,skirt and shirt can be discriminated with pleats,"skirt can be found on lower body, which makes it different from shirt",No
3792,11110,skirt and shirt can be discriminated with pleats,"skirt is worn below the waist, which makes it different from shirt",No
3792,1549,skirt and shirt can be discriminated with pleats,"skirt is a worn on the lower body, which makes it different from shirt",No
3792,8037,skirt and shirt can be discriminated with pleats,"skirt can be used for covering legs, which makes it different from shirt",No
3792,8846,skirt and shirt can be discriminated with pleats,"skirt is part of (a) lower waistline, which makes it different from shirt",No
1476,2161,bike and boat can be discriminated with gears,"bike can be used for land suitable one, which makes it different from boat",Yes
1476,1108,bike and boat can be discriminated with gears,"bike have (a) wheels, which makes it different from boat",Yes
377,7058,hose and tap can be discriminated with nozzle,"hose can be used for restraining something/somebody, which makes it different from tap",No
377,8328,hose and tap can be discriminated with nozzle,"hose have (a) string or line, which makes it different from tap",No
377,14074,hose and tap can be discriminated with nozzle,"hose can be wrapped around something, which makes it different from tap",Yes
377,9101,hose and tap can be discriminated with nozzle,"hose can be used for a vehicle, which makes it different from tap",Yes
2882,5243,hose and clamp can be discriminated with sizes,"hose can be used for a vehicle, which makes it different from clamp",No
2882,14742,hose and clamp can be discriminated with sizes,"hose can be found kitchen, which makes it different from clamp",No
2882,2069,hose and clamp can be discriminated with sizes,"hose can provide water, which makes it different from clamp",Yes
2882,2577,hose and clamp can be discriminated with sizes,"hose can be wrapped around something, which makes it different from clamp",Yes
2292,5243,hose and clamp can be discriminated with nozzle,"hose can be used for a vehicle, which makes it different from clamp",No
2292,14742,hose and clamp can be discriminated with nozzle,"hose can be found kitchen, which makes it different from clamp",No
2292,2069,hose and clamp can be discriminated with nozzle,"hose can provide water, which makes it different from clamp",Yes
2292,2577,hose and clamp can be discriminated with nozzle,"hose can be wrapped around something, which makes it different from clamp",Yes
1025,13648,plum and cranberry can be discriminated with pit,"plum is a physical fruit or veg, which makes it different from cranberry",No
1025,9407,plum and cranberry can be discriminated with pit,"plum have (a) single hard pit, which makes it different from cranberry",Yes
1025,9354,plum and cranberry can be discriminated with pit,"plum have (a) stone, which makes it different from cranberry",Yes
384,3426,bottle and mug can be discriminated with cork,"bottle is made of metal, which makes it different from mug",No
385,11053,hawk and stork can be discriminated with mice,"hawk have (a) large wing span, which makes it different from stork",No
385,14562,hawk and stork can be discriminated with mice,"hawk is a predator, which makes it different from stork",No
388,13266,radio and rock can be discriminated with dials,"radio is a related to music, which makes it different from rock",Yes
388,6004,radio and rock can be discriminated with dials,"radio can be turned on, which makes it different from rock",Yes
388,14650,radio and rock can be discriminated with dials,"radio can be used for electronic uses, which makes it different from rock",Yes
388,2462,radio and rock can be discriminated with dials,"radio can consume electricity, which makes it different from rock",Yes
388,6429,radio and rock can be discriminated with dials,"radio can be used for broadcasting signals, which makes it different from rock",Yes
388,11226,radio and rock can be discriminated with dials,"radio have (a) turning elements(knobs, wheels, etc.), which makes it different from rock",Yes
388,7984,radio and rock can be discriminated with dials,"radio is a electric, which makes it different from rock",Yes
388,2546,radio and rock can be discriminated with dials,"radio can be found at an electronics store, which makes it different from rock",Yes
388,8004,radio and rock can be discriminated with dials,"radio can be used for music related entertainment, which makes it different from rock",Yes
388,8681,radio and rock can be discriminated with dials,"radio can be used for listening to music, which makes it different from rock",Yes
389,543,dress and socks can be discriminated with sleeves,"dress can be found on your upper torso, which makes it different from socks",Yes
389,7456,dress and socks can be discriminated with sleeves,"dress can be found above the feet, which makes it different from socks",Yes
389,7979,dress and socks can be discriminated with sleeves,"dress can be used for covering legs, which makes it different from socks",Yes
2293,6141,fridge and sink can be discriminated with drawers,"fridge is a electric powered item, which makes it different from sink",Yes
2293,1169,fridge and sink can be discriminated with drawers,"fridge can make things cold, which makes it different from sink",Yes
2293,8663,fridge and sink can be discriminated with drawers,"fridge have (a) electrical parts, which makes it different from sink",Yes
2293,4435,fridge and sink can be discriminated with drawers,"fridge is electrically powered, which makes it different from sink",Yes
2293,8912,fridge and sink can be discriminated with drawers,"fridge is a appliance, which makes it different from sink",Yes
2293,4875,fridge and sink can be discriminated with drawers,"fridge is a electrical appliance, which makes it different from sink",Yes
2293,294,fridge and sink can be discriminated with drawers,"fridge is consuming electricity, which makes it different from sink",Yes
2293,10356,fridge and sink can be discriminated with drawers,"fridge is using electricity, which makes it different from sink",Yes
2293,11018,fridge and sink can be discriminated with drawers,"fridge can be plugged in, which makes it different from sink",Yes
2293,11765,fridge and sink can be discriminated with drawers,"fridge is part of (a) kitchen appliance, which makes it different from sink",No
2293,8368,fridge and sink can be discriminated with drawers,"fridge have (a) power supply, which makes it different from sink",Yes
394,7560,lips and tongue can be discriminated with open,"lips is part of (a) makeup regimen, which makes it different from tongue",No
395,2673,plum and lemon can be discriminated with pit,"plum is a physical fruit or veg, which makes it different from lemon",No
395,4865,plum and lemon can be discriminated with pit,"plum have (a) single hard pit, which makes it different from lemon",Yes
551,2673,plum and lemon can be discriminated with purple,"plum is a physical fruit or veg, which makes it different from lemon",No
551,4865,plum and lemon can be discriminated with purple,"plum have (a) single hard pit, which makes it different from lemon",Yes
1835,6741,elephant and buffalo can be discriminated with ears,"elephant have (a) antlers or tusks, which makes it different from buffalo",No
1835,14148,elephant and buffalo can be discriminated with ears,"elephant is a has horns, which makes it different from buffalo",No
2374,6741,elephant and buffalo can be discriminated with trunk,"elephant have (a) antlers or tusks, which makes it different from buffalo",No
2374,14148,elephant and buffalo can be discriminated with trunk,"elephant is a has horns, which makes it different from buffalo",No
496,6741,elephant and buffalo can be discriminated with tusks,"elephant have (a) antlers or tusks, which makes it different from buffalo",No
496,14148,elephant and buffalo can be discriminated with tusks,"elephant is a has horns, which makes it different from buffalo",No
398,4707,paintbrush and spatula can be discriminated with bristles,"paintbrush can writing, which makes it different from spatula",Yes
398,6639,paintbrush and spatula can be discriminated with bristles,"paintbrush can be used for crafts, which makes it different from spatula",Yes
398,1052,paintbrush and spatula can be discriminated with bristles,"paintbrush can be used for drawing or painting, which makes it different from spatula",Yes
398,15430,paintbrush and spatula can be discriminated with bristles,"paintbrush can be found construction site, which makes it different from spatula",No
398,10593,paintbrush and spatula can be discriminated with bristles,"paintbrush can be used for writing/drawing, which makes it different from spatula",No
