reference_id,candidate_id,reference_statement,candidate_statement,overlap
367,9294,plum and pear can be discriminated with purple,"plum have (a) stone, which makes it different from pear",No
367,284,plum and pear can be discriminated with purple,"plum is red, which makes it different from pear",No
367,12943,plum and pear can be discriminated with purple,"plum can be used for smoothies, which makes it different from pear",No
3416,3863,boots and socks can be discriminated with rubber,"boots can be tied, which makes it different from socks",No
369,11317,broccoli and avocado can be discriminated with stalks,"broccoli is a vegetable, which makes it different from avocado",No
369,14472,broccoli and avocado can be discriminated with stalks,"broccoli is a green vegetable, which makes it different from avocado",No
2317,10175,nurse and worker can be discriminated with pediatric,"nurse can be found in a hospital, which makes it different from worker",No
2317,7944,nurse and worker can be discriminated with pediatric,"nurse have (a) the color brown in it, which makes it different from worker",No
2317,8675,nurse and worker can be discriminated with pediatric,"nurse is a job or profession, which makes it different from worker",Yes
372,9298,pelican and falcon can be discriminated with white,"pelican can be found at a beach, which makes it different from falcon",No
372,7363,pelican and falcon can be discriminated with white,"pelican have (a) long beak, which makes it different from falcon",No
876,5334,skirt and shirt can be discriminated with colourful,"skirt can be found on lower body, which makes it different from shirt",No
876,11110,skirt and shirt can be discriminated with colourful,"skirt is worn below the waist, which makes it different from shirt",No
876,1549,skirt and shirt can be discriminated with colourful,"skirt is a worn on the lower body, which makes it different from shirt",No
876,8037,skirt and shirt can be discriminated with colourful,"skirt can be used for covering legs, which makes it different from shirt",No
876,8846,skirt and shirt can be discriminated with colourful,"skirt is part of (a) lower waistline, which makes it different from shirt",No
1773,2161,bike and boat can be discriminated with pedals,"bike can be used for land suitable one, which makes it different from boat",No
1773,1108,bike and boat can be discriminated with pedals,"bike have (a) wheels, which makes it different from boat",Yes
1847,7058,hose and tap can be discriminated with thin,"hose can be used for restraining something/somebody, which makes it different from tap",No
1847,8328,hose and tap can be discriminated with thin,"hose have (a) string or line, which makes it different from tap",Yes
1847,14074,hose and tap can be discriminated with thin,"hose can be wrapped around something, which makes it different from tap",No
1847,9101,hose and tap can be discriminated with thin,"hose can be used for a vehicle, which makes it different from tap",No
3394,670,cow and bison can be discriminated with manure,"cow can be domesticated, which makes it different from bison",No
3394,13752,cow and bison can be discriminated with manure,"cow is used for milk for humans, which makes it different from bison",No
3394,9632,cow and bison can be discriminated with manure,"cow is a teeth, which makes it different from bison",No
3394,771,cow and bison can be discriminated with manure,"cow is domesticable (usually), which makes it different from bison",Yes
3394,6241,cow and bison can be discriminated with manure,"cow can be found on a farm, which makes it different from bison",Yes
3187,13592,parakeet and owl can be discriminated with seeds,"parakeet can be a household pet, which makes it different from owl",No
1025,13648,plum and cranberry can be discriminated with pit,"plum is a physical fruit or veg, which makes it different from cranberry",No
1025,9407,plum and cranberry can be discriminated with pit,"plum have (a) single hard pit, which makes it different from cranberry",Yes
1025,9354,plum and cranberry can be discriminated with pit,"plum have (a) stone, which makes it different from cranberry",Yes
383,13648,plum and cranberry can be discriminated with purple,"plum is a physical fruit or veg, which makes it different from cranberry",No
383,9407,plum and cranberry can be discriminated with purple,"plum have (a) single hard pit, which makes it different from cranberry",No
383,9354,plum and cranberry can be discriminated with purple,"plum have (a) stone, which makes it different from cranberry",No
3765,11053,hawk and stork can be discriminated with rodents,"hawk have (a) large wing span, which makes it different from stork",No
3765,14562,hawk and stork can be discriminated with rodents,"hawk is a predator, which makes it different from stork",No
3795,13266,radio and rock can be discriminated with antenna,"radio is a related to music, which makes it different from rock",No
3795,6004,radio and rock can be discriminated with antenna,"radio can be turned on, which makes it different from rock",No
3795,14650,radio and rock can be discriminated with antenna,"radio can be used for electronic uses, which makes it different from rock",No
3795,2462,radio and rock can be discriminated with antenna,"radio can consume electricity, which makes it different from rock",No
3795,6429,radio and rock can be discriminated with antenna,"radio can be used for broadcasting signals, which makes it different from rock",Yes
3795,11226,radio and rock can be discriminated with antenna,"radio have (a) turning elements(knobs, wheels, etc.), which makes it different from rock",Yes
3795,7984,radio and rock can be discriminated with antenna,"radio is a electric, which makes it different from rock",No
3795,2546,radio and rock can be discriminated with antenna,"radio can be found at an electronics store, which makes it different from rock",No
3795,8004,radio and rock can be discriminated with antenna,"radio can be used for music related entertainment, which makes it different from rock",No
3795,8681,radio and rock can be discriminated with antenna,"radio can be used for listening to music, which makes it different from rock",No
389,543,dress and socks can be discriminated with sleeves,"dress can be found on your upper torso, which makes it different from socks",No
389,7456,dress and socks can be discriminated with sleeves,"dress can be found above the feet, which makes it different from socks",No
389,7979,dress and socks can be discriminated with sleeves,"dress can be used for covering legs, which makes it different from socks",No
2293,6141,fridge and sink can be discriminated with drawers,"fridge is a electric powered item, which makes it different from sink",No
2293,1169,fridge and sink can be discriminated with drawers,"fridge can make things cold, which makes it different from sink",No
2293,8663,fridge and sink can be discriminated with drawers,"fridge have (a) electrical parts, which makes it different from sink",No
2293,4435,fridge and sink can be discriminated with drawers,"fridge is electrically powered, which makes it different from sink",No
2293,8912,fridge and sink can be discriminated with drawers,"fridge is a appliance, which makes it different from sink",No
2293,4875,fridge and sink can be discriminated with drawers,"fridge is a electrical appliance, which makes it different from sink",No
2293,294,fridge and sink can be discriminated with drawers,"fridge is consuming electricity, which makes it different from sink",No
2293,10356,fridge and sink can be discriminated with drawers,"fridge is using electricity, which makes it different from sink",No
2293,11018,fridge and sink can be discriminated with drawers,"fridge can be plugged in, which makes it different from sink",No
2293,11765,fridge and sink can be discriminated with drawers,"fridge is part of (a) kitchen appliance, which makes it different from sink",No
2293,8368,fridge and sink can be discriminated with drawers,"fridge have (a) power supply, which makes it different from sink",No
3776,6141,fridge and sink can be discriminated with shelves,"fridge is a electric powered item, which makes it different from sink",No
3776,1169,fridge and sink can be discriminated with shelves,"fridge can make things cold, which makes it different from sink",No
3776,8663,fridge and sink can be discriminated with shelves,"fridge have (a) electrical parts, which makes it different from sink",No
3776,4435,fridge and sink can be discriminated with shelves,"fridge is electrically powered, which makes it different from sink",No
3776,8912,fridge and sink can be discriminated with shelves,"fridge is a appliance, which makes it different from sink",No
3776,4875,fridge and sink can be discriminated with shelves,"fridge is a electrical appliance, which makes it different from sink",No
3776,294,fridge and sink can be discriminated with shelves,"fridge is consuming electricity, which makes it different from sink",No
3776,10356,fridge and sink can be discriminated with shelves,"fridge is using electricity, which makes it different from sink",No
3776,11018,fridge and sink can be discriminated with shelves,"fridge can be plugged in, which makes it different from sink",No
3776,11765,fridge and sink can be discriminated with shelves,"fridge is part of (a) kitchen appliance, which makes it different from sink",No
3776,8368,fridge and sink can be discriminated with shelves,"fridge have (a) power supply, which makes it different from sink",No
2140,707,trousers and gown can be discriminated with buttons,"trousers is a worn on the lower body, which makes it different from gown",No
2140,7168,trousers and gown can be discriminated with buttons,"trousers is worn below the waist, which makes it different from gown",No
2140,7341,trousers and gown can be discriminated with buttons,"trousers can be found on lower body, which makes it different from gown",No
2140,4598,trousers and gown can be discriminated with buttons,"trousers have (a) two seperate pant legs, which makes it different from gown",No
400,3342,rifle and cannon can be discriminated with trigger,"rifle have (a) trigger, which makes it different from cannon",Yes
400,7441,rifle and cannon can be discriminated with trigger,"rifle can be used in home, which makes it different from cannon",No
400,5236,rifle and cannon can be discriminated with trigger,"rifle can be held in a hand, which makes it different from cannon",Yes
400,11028,rifle and cannon can be discriminated with trigger,"rifle is a firearm, which makes it different from cannon",No
400,2579,rifle and cannon can be discriminated with trigger,"rifle can lifted by one hand, which makes it different from cannon",No
400,5235,rifle and cannon can be discriminated with trigger,"rifle can be used for bullets, which makes it different from cannon",No
400,9673,rifle and cannon can be discriminated with trigger,"rifle have (a) finger trigger, which makes it different from cannon",Yes
400,8888,rifle and cannon can be discriminated with trigger,"rifle can fire bullets, which makes it different from cannon",No
400,678,rifle and cannon can be discriminated with trigger,"rifle is a hand-held weapon, which makes it different from cannon",Yes
400,3002,rifle and cannon can be discriminated with trigger,"rifle can blow things up, which makes it different from cannon",No
863,8442,cannon and shotgun can be discriminated with barrel,"cannon can be used for firing artillery, which makes it different from shotgun",No
636,12111,pants and skirt can be discriminated with cuffs,"pants is worn on the bottom half, which makes it different from skirt",No
636,13633,pants and skirt can be discriminated with cuffs,"pants have (a) two seperate pant legs, which makes it different from skirt",No
636,3241,pants and skirt can be discriminated with cuffs,"pants is part of (a) pair, which makes it different from skirt",No
3376,12111,pants and skirt can be discriminated with pockets,"pants is worn on the bottom half, which makes it different from skirt",No
3376,13633,pants and skirt can be discriminated with pockets,"pants have (a) two seperate pant legs, which makes it different from skirt",No
3376,3241,pants and skirt can be discriminated with pockets,"pants is part of (a) pair, which makes it different from skirt",No
406,14190,blouse and coat can be discriminated with silk,"blouse is worn by woman (usually), which makes it different from coat",No
411,6836,violin and trumpet can be discriminated with wood,"violin have (a) strings, which makes it different from trumpet",No
411,15317,violin and trumpet can be discriminated with wood,"violin can easily carried around, which makes it different from trumpet",No
411,5523,violin and trumpet can be discriminated with wood,"violin is made of strings, which makes it different from trumpet",No
411,6151,violin and trumpet can be discriminated with wood,"violin have (a) keys, which makes it different from trumpet",No
3656,3609,turtle and alligator can be discriminated with slowly,"turtle have (a) a shell, which makes it different from alligator",No
415,6073,camel and bison can be discriminated with humps,"camel can be used for human transport, which makes it different from bison",No
415,7042,camel and bison can be discriminated with humps,"camel can be domesticated, which makes it different from bison",No
415,1516,camel and bison can be discriminated with humps,"camel is a teeth, which makes it different from bison",No
415,2147,camel and bison can be discriminated with humps,"camel can be found in hot climates, which makes it different from bison",No
415,9895,camel and bison can be discriminated with humps,"camel is domesticable (usually), which makes it different from bison",No
416,6971,blender and spoon can be discriminated with container,"blender is a electric powered item, which makes it different from spoon",No
416,9225,blender and spoon can be discriminated with container,"blender have (a) electrical parts, which makes it different from spoon",No
416,1895,blender and spoon can be discriminated with container,"blender is a appliance, which makes it different from spoon",No
416,9907,blender and spoon can be discriminated with container,"blender is electrically powered, which makes it different from spoon",No
416,14021,blender and spoon can be discriminated with container,"blender is using electricity, which makes it different from spoon",No
416,14675,blender and spoon can be discriminated with container,"blender is consuming electricity, which makes it different from spoon",No
416,15017,blender and spoon can be discriminated with container,"blender have (a) power supply, which makes it different from spoon",No
419,8017,garlic and onions can be discriminated with cloves,"garlic is a purple vegetable, which makes it different from onions",No
419,9937,garlic and onions can be discriminated with cloves,"garlic is made of cloves, which makes it different from onions",Yes
419,9056,garlic and onions can be discriminated with cloves,"garlic is a fruit, which makes it different from onions",No
1217,3840,orange and cranberry can be discriminated with sections,"orange have (a) usually inedible skin, which makes it different from cranberry",No
1217,11180,orange and cranberry can be discriminated with sections,"orange is a red  or orang, which makes it different from cranberry",No
1217,2151,orange and cranberry can be discriminated with sections,"orange is a citrus fruit, which makes it different from cranberry",No
3682,4652,lamp and candle can be discriminated with shade,"lamp is made of glass, which makes it different from candle",No
424,1992,prune and strawberry can be discriminated with wrinkled,"prune have (a) single hard pit, which makes it different from strawberry",No
3041,1883,shoes and dress can be discriminated with suede,"shoes can keep legs warm, which makes it different from dress",No
3041,7234,shoes and dress can be discriminated with suede,"shoes can be found on lower body, which makes it different from dress",No
3041,5655,shoes and dress can be discriminated with suede,"shoes is part of (a) pair, which makes it different from dress",No
3041,10027,shoes and dress can be discriminated with suede,"shoes can be found on your feet, which makes it different from dress",No
3041,9600,shoes and dress can be discriminated with suede,"shoes can be used for wearing on your feet, which makes it different from dress",No
3041,7457,shoes and dress can be discriminated with suede,"shoes can be found foot, which makes it different from dress",No
3041,15308,shoes and dress can be discriminated with suede,"shoes can be used for feet, which makes it different from dress",No
2404,2506,robe and skirt can be discriminated with belt,"robe is a white object, which makes it different from skirt",No
2404,962,robe and skirt can be discriminated with belt,"robe have (a) piece of clothing that opens, which makes it different from skirt",No
1202,10496,prune and lemon can be discriminated with wrinkled,"prune can be eaten in one bite, which makes it different from lemon",No
1202,2807,prune and lemon can be discriminated with wrinkled,"prune have (a) single hard pit, which makes it different from lemon",No
461,8457,elephant and giraffe can be discriminated with ears,"elephant have (a) antlers/tusks, which makes it different from giraffe",No
461,1957,elephant and giraffe can be discriminated with ears,"elephant have (a) antlers or tusks, which makes it different from giraffe",No
461,13038,elephant and giraffe can be discriminated with ears,"elephant can fly, which makes it different from giraffe",No
461,12361,elephant and giraffe can be discriminated with ears,"elephant is a has horns, which makes it different from giraffe",No
461,9335,elephant and giraffe can be discriminated with ears,"elephant have (a) horn or antler, which makes it different from giraffe",No
461,8854,elephant and giraffe can be discriminated with ears,"elephant have (a) trunk, which makes it different from giraffe",No
3479,8457,elephant and giraffe can be discriminated with peanuts,"elephant have (a) antlers/tusks, which makes it different from giraffe",No
3479,1957,elephant and giraffe can be discriminated with peanuts,"elephant have (a) antlers or tusks, which makes it different from giraffe",No
3479,13038,elephant and giraffe can be discriminated with peanuts,"elephant can fly, which makes it different from giraffe",No
3479,12361,elephant and giraffe can be discriminated with peanuts,"elephant is a has horns, which makes it different from giraffe",No
3479,9335,elephant and giraffe can be discriminated with peanuts,"elephant have (a) horn or antler, which makes it different from giraffe",No
3479,8854,elephant and giraffe can be discriminated with peanuts,"elephant have (a) trunk, which makes it different from giraffe",No
435,12800,squirrel and mink can be discriminated with nuts,"squirrel is a herbivore, which makes it different from mink",No
435,11307,squirrel and mink can be discriminated with nuts,"squirrel have (a) big ears, which makes it different from mink",No
435,52,squirrel and mink can be discriminated with nuts,"squirrel can be found on tree, which makes it different from mink",No
435,3746,squirrel and mink can be discriminated with nuts,"squirrel can be held, which makes it different from mink",No
435,10422,squirrel and mink can be discriminated with nuts,"squirrel can be found on  a tree, which makes it different from mink",No
1713,13360,rattlesnake and squirrel can be discriminated with scales,"rattlesnake can hunt other animals, which makes it different from squirrel",No
1713,4463,rattlesnake and squirrel can be discriminated with scales,"rattlesnake is a reptile, which makes it different from squirrel",No
1713,3362,rattlesnake and squirrel can be discriminated with scales,"rattlesnake can be found underground, which makes it different from squirrel",No
3932,13360,rattlesnake and squirrel can be discriminated with bites,"rattlesnake can hunt other animals, which makes it different from squirrel",Yes
3932,4463,rattlesnake and squirrel can be discriminated with bites,"rattlesnake is a reptile, which makes it different from squirrel",No
3932,3362,rattlesnake and squirrel can be discriminated with bites,"rattlesnake can be found underground, which makes it different from squirrel",No
440,13360,rattlesnake and squirrel can be discriminated with slithers,"rattlesnake can hunt other animals, which makes it different from squirrel",No
440,4463,rattlesnake and squirrel can be discriminated with slithers,"rattlesnake is a reptile, which makes it different from squirrel",Yes
440,3362,rattlesnake and squirrel can be discriminated with slithers,"rattlesnake can be found underground, which makes it different from squirrel",No
449,9235,tank and pipe can be discriminated with guns,"tank is made for violence, which makes it different from pipe",No
449,7084,tank and pipe can be discriminated with guns,"tank can destroy a building, which makes it different from pipe",No
449,8326,tank and pipe can be discriminated with guns,"tank can be used for shooting, which makes it different from pipe",No
449,4449,tank and pipe can be discriminated with guns,"tank can used in war, which makes it different from pipe",No
449,6145,tank and pipe can be discriminated with guns,"tank can use electricity, which makes it different from pipe",No
452,15077,giraffe and cheetah can be discriminated with spots,"giraffe is a herbivore, which makes it different from cheetah",No
453,8598,salmon and eel can be discriminated with gills,"salmon is a fish, which makes it different from eel",Yes
453,5526,salmon and eel can be discriminated with gills,"salmon can be found in sea, which makes it different from eel",No
453,10139,salmon and eel can be discriminated with gills,"salmon have (a) fins, which makes it different from eel",Yes
2179,12469,piano and tuba can be discriminated with ivory,"piano can be used for sound, which makes it different from tuba",No
2179,5935,piano and tuba can be discriminated with ivory,"piano is made of strings, which makes it different from tuba",No
456,12469,piano and tuba can be discriminated with pedals,"piano can be used for sound, which makes it different from tuba",No
456,5935,piano and tuba can be discriminated with pedals,"piano is made of strings, which makes it different from tuba",No
3639,8299,elephant and deer can be discriminated with trunk,"elephant can be used for human transport, which makes it different from deer",No
3639,10584,elephant and deer can be discriminated with trunk,"elephant can be used for riding, which makes it different from deer",No
1003,4902,octopus and tuna can be discriminated with cups,"octopus is a mollusk, which makes it different from tuna",No
1003,14829,octopus and tuna can be discriminated with cups,"octopus have (a) legs/tentacles, which makes it different from tuna",No
1003,7525,octopus and tuna can be discriminated with cups,"octopus have (a) legs, which makes it different from tuna",No
892,8190,gate and bridge can be discriminated with lock,"gate can be found at your home, which makes it different from bridge",No
460,8190,gate and bridge can be discriminated with latch,"gate can be found at your home, which makes it different from bridge",No
463,3779,barrel and bolts can be discriminated with bands,"barrel is a vessel, which makes it different from bolts",No
463,4855,barrel and bolts can be discriminated with bands,"barrel can transport liquids, which makes it different from bolts",No
463,9206,barrel and bolts can be discriminated with bands,"barrel can hold water, which makes it different from bolts",No
718,3779,barrel and bolts can be discriminated with lid,"barrel is a vessel, which makes it different from bolts",Yes
718,4855,barrel and bolts can be discriminated with lid,"barrel can transport liquids, which makes it different from bolts",No
718,9206,barrel and bolts can be discriminated with lid,"barrel can hold water, which makes it different from bolts",No
465,5979,boots and bag can be discriminated with heels,"boots can be found on your feet, which makes it different from bag",Yes
465,13353,boots and bag can be discriminated with heels,"boots is a piece of clothing, which makes it different from bag",No
465,11845,boots and bag can be discriminated with heels,"boots can be found on lower body, which makes it different from bag",No
465,3851,boots and bag can be discriminated with heels,"boots is part of (a) lower waistline, which makes it different from bag",No
468,8345,mother and father can be discriminated with female,"mother is exclusively female, which makes it different from father",Yes
468,7614,mother and father can be discriminated with female,"mother can become pregnant, which makes it different from father",No
468,5901,mother and father can be discriminated with female,"mother is female, which makes it different from father",Yes
471,2258,leopard and hyena can be discriminated with spots,"leopard is part of (a) the cat family, which makes it different from hyena",No
472,4398,peach and avocado can be discriminated with pit,"peach is a red  or orang, which makes it different from avocado",No
472,11334,peach and avocado can be discriminated with pit,"peach is a fruit, which makes it different from avocado",No
2413,13319,wall and door can be discriminated with drywall,"wall can be used for lighting, which makes it different from door",No
669,1104,rattlesnake and beaver can be discriminated with slender,"rattlesnake can hunt other animals, which makes it different from beaver",No
669,8872,rattlesnake and beaver can be discriminated with slender,"rattlesnake can be found underground, which makes it different from beaver",No
2719,1104,rattlesnake and beaver can be discriminated with bites,"rattlesnake can hunt other animals, which makes it different from beaver",Yes
2719,8872,rattlesnake and beaver can be discriminated with bites,"rattlesnake can be found underground, which makes it different from beaver",No
1594,10508,apartment and cottage can be discriminated with bathroom,"apartment is typically a rentable location, which makes it different from cottage",No
1594,10810,apartment and cottage can be discriminated with bathroom,"apartment is made of concrete, which makes it different from cottage",No
1594,15433,apartment and cottage can be discriminated with bathroom,"apartment is a usually rented, which makes it different from cottage",No
1041,6012,salmon and asparagus can be discriminated with gills,"salmon have (a) red shell when cooked, which makes it different from asparagus",No
1041,11551,salmon and asparagus can be discriminated with gills,"salmon have (a) fins, which makes it different from asparagus",Yes
1041,2861,salmon and asparagus can be discriminated with gills,"salmon is a water animal, which makes it different from asparagus",No
1041,6509,salmon and asparagus can be discriminated with gills,"salmon can be found at sea, which makes it different from asparagus",No
1041,14548,salmon and asparagus can be discriminated with gills,"salmon is a fish, which makes it different from asparagus",Yes
2655,10289,camel and donkey can be discriminated with humps,"camel can be found at the supermarket deli, which makes it different from donkey",No
2655,8785,camel and donkey can be discriminated with humps,"camel can be found jungle, which makes it different from donkey",No
486,8831,leopard and zebra can be discriminated with spots,"leopard is a type of big cat, which makes it different from zebra",No
486,548,leopard and zebra can be discriminated with spots,"leopard is a predator, which makes it different from zebra",No
486,14391,leopard and zebra can be discriminated with spots,"leopard is a type of cat, which makes it different from zebra",No
486,4099,leopard and zebra can be discriminated with spots,"leopard is a like a cat, which makes it different from zebra",No
3831,14733,tank and truck can be discriminated with guns,"tank can be used for war, which makes it different from truck",No
492,14734,neck and toe can be discriminated with head,"neck is part of (a) the upper body, which makes it different from toe",Yes
492,4258,neck and toe can be discriminated with head,"neck is a limb, which makes it different from toe",No
492,3927,neck and toe can be discriminated with head,"neck is a upper body part, which makes it different from toe",Yes
492,125,neck and toe can be discriminated with head,"neck can be found upper body, which makes it different from toe",No
492,634,neck and toe can be discriminated with head,"neck is upper body, which makes it different from toe",Yes
492,7899,neck and toe can be discriminated with head,"neck can be found in your upper body, which makes it different from toe",Yes
492,7076,neck and toe can be discriminated with head,"neck is made of upper body parts, which makes it different from toe",Yes
2252,15402,robe and jacket can be discriminated with materials,"robe is a white object, which makes it different from jacket",No
2252,6140,robe and jacket can be discriminated with materials,"robe have (a) male on it, which makes it different from jacket",No
2887,1534,seagull and buzzard can be discriminated with garbage,"seagull have (a) large wingspan, which makes it different from buzzard",No
498,1534,seagull and buzzard can be discriminated with manure,"seagull have (a) large wingspan, which makes it different from buzzard",No
500,1263,nose and finger can be discriminated with stench,"nose is part of (a) makeup regimen, which makes it different from finger",No
500,8840,nose and finger can be discriminated with stench,"nose is part of (a) face, which makes it different from finger",No
505,13935,cherry and garlic can be discriminated with pit,"cherry is a red  or orang, which makes it different from garlic",No
505,12448,cherry and garlic can be discriminated with pit,"cherry can be found on a tree or bush, which makes it different from garlic",No
505,14129,cherry and garlic can be discriminated with pit,"cherry have (a) single hard pit, which makes it different from garlic",Yes
505,8545,cherry and garlic can be discriminated with pit,"cherry have (a) stone, which makes it different from garlic",Yes
505,7202,cherry and garlic can be discriminated with pit,"cherry is a fruit, which makes it different from garlic",No
505,6455,cherry and garlic can be discriminated with pit,"cherry can be eaten in one bite, which makes it different from garlic",No
508,2785,kidney and bone can be discriminated with urine,"kidney is a limb, which makes it different from bone",No
1717,3277,rope and wheel can be discriminated with thin,"rope can be used for restraining things, which makes it different from wheel",No
1717,858,rope and wheel can be discriminated with thin,"rope can be used for a typical plumbing job, which makes it different from wheel",No
1717,9716,rope and wheel can be discriminated with thin,"rope can be wrapped around something, which makes it different from wheel",No
1840,12549,shoes and jacket can be discriminated with sizes,"shoes can keep legs warm, which makes it different from jacket",No
1840,12278,shoes and jacket can be discriminated with sizes,"shoes can be found on lower body, which makes it different from jacket",No
1840,9237,shoes and jacket can be discriminated with sizes,"shoes is part of (a) pair, which makes it different from jacket",No
1840,7838,shoes and jacket can be discriminated with sizes,"shoes can be found on your feet, which makes it different from jacket",No
1840,5992,shoes and jacket can be discriminated with sizes,"shoes can be used for wearing on your feet, which makes it different from jacket",No
1840,6486,shoes and jacket can be discriminated with sizes,"shoes can be found foot, which makes it different from jacket",No
1840,3485,shoes and jacket can be discriminated with sizes,"shoes can be used for feet, which makes it different from jacket",No
1840,15021,shoes and jacket can be discriminated with sizes,"shoes is part of (a) lower waistline, which makes it different from jacket",No
1890,12549,shoes and jacket can be discriminated with suede,"shoes can keep legs warm, which makes it different from jacket",No
1890,12278,shoes and jacket can be discriminated with suede,"shoes can be found on lower body, which makes it different from jacket",No
1890,9237,shoes and jacket can be discriminated with suede,"shoes is part of (a) pair, which makes it different from jacket",No
1890,7838,shoes and jacket can be discriminated with suede,"shoes can be found on your feet, which makes it different from jacket",No
1890,5992,shoes and jacket can be discriminated with suede,"shoes can be used for wearing on your feet, which makes it different from jacket",No
1890,6486,shoes and jacket can be discriminated with suede,"shoes can be found foot, which makes it different from jacket",No
1890,3485,shoes and jacket can be discriminated with suede,"shoes can be used for feet, which makes it different from jacket",No
1890,15021,shoes and jacket can be discriminated with suede,"shoes is part of (a) lower waistline, which makes it different from jacket",No
2147,12549,shoes and jacket can be discriminated with laces,"shoes can keep legs warm, which makes it different from jacket",No
2147,12278,shoes and jacket can be discriminated with laces,"shoes can be found on lower body, which makes it different from jacket",No
2147,9237,shoes and jacket can be discriminated with laces,"shoes is part of (a) pair, which makes it different from jacket",No
2147,7838,shoes and jacket can be discriminated with laces,"shoes can be found on your feet, which makes it different from jacket",No
2147,5992,shoes and jacket can be discriminated with laces,"shoes can be used for wearing on your feet, which makes it different from jacket",No
2147,6486,shoes and jacket can be discriminated with laces,"shoes can be found foot, which makes it different from jacket",No
2147,3485,shoes and jacket can be discriminated with laces,"shoes can be used for feet, which makes it different from jacket",No
2147,15021,shoes and jacket can be discriminated with laces,"shoes is part of (a) lower waistline, which makes it different from jacket",No
515,12549,shoes and jacket can be discriminated with soles,"shoes can keep legs warm, which makes it different from jacket",No
515,12278,shoes and jacket can be discriminated with soles,"shoes can be found on lower body, which makes it different from jacket",No
515,9237,shoes and jacket can be discriminated with soles,"shoes is part of (a) pair, which makes it different from jacket",No
515,7838,shoes and jacket can be discriminated with soles,"shoes can be found on your feet, which makes it different from jacket",Yes
515,5992,shoes and jacket can be discriminated with soles,"shoes can be used for wearing on your feet, which makes it different from jacket",Yes
515,6486,shoes and jacket can be discriminated with soles,"shoes can be found foot, which makes it different from jacket",Yes
515,3485,shoes and jacket can be discriminated with soles,"shoes can be used for feet, which makes it different from jacket",Yes
515,15021,shoes and jacket can be discriminated with soles,"shoes is part of (a) lower waistline, which makes it different from jacket",No
1760,11772,plum and raspberry can be discriminated with purple,"plum have (a) stone inside, which makes it different from raspberry",No
1760,253,plum and raspberry can be discriminated with purple,"plum have (a) big seed, which makes it different from raspberry",No
1760,2918,plum and raspberry can be discriminated with purple,"plum have (a) single hard pit, which makes it different from raspberry",No
1760,1523,plum and raspberry can be discriminated with purple,"plum have (a) stone, which makes it different from raspberry",No
3896,1142,catfish and shrimp can be discriminated with fins,"catfish is a fish, which makes it different from shrimp",Yes
3896,2899,catfish and shrimp can be discriminated with fins,"catfish have (a) red shell when cooked, which makes it different from shrimp",No
3896,1651,catfish and shrimp can be discriminated with fins,"catfish have (a) fins, which makes it different from shrimp",Yes
1635,7079,camel and goat can be discriminated with spits,"camel is a teeth, which makes it different from goat",No
1635,5120,camel and goat can be discriminated with spits,"camel can be used for riding, which makes it different from goat",No
523,3035,rabbit and sheep can be discriminated with carrots,"rabbit is smaller than a desk, which makes it different from sheep",No
523,3833,rabbit and sheep can be discriminated with carrots,"rabbit have (a) fur, which makes it different from sheep",No
2923,3035,rabbit and sheep can be discriminated with hops,"rabbit is smaller than a desk, which makes it different from sheep",No
2923,3833,rabbit and sheep can be discriminated with hops,"rabbit have (a) fur, which makes it different from sheep",No
1046,5101,hawk and woodpecker can be discriminated with claws,"hawk have (a) large wing span, which makes it different from woodpecker",No
1046,12907,hawk and woodpecker can be discriminated with claws,"hawk is a predator, which makes it different from woodpecker",No
528,11004,woman and man can be discriminated with female,"woman is exclusively female, which makes it different from man",Yes
528,13075,woman and man can be discriminated with female,"woman is a female, which makes it different from man",Yes
528,5014,woman and man can be discriminated with female,"woman have (a) friends on it, which makes it different from man",No
528,4657,woman and man can be discriminated with female,"woman is a female (strictly), which makes it different from man",Yes
528,11638,woman and man can be discriminated with female,"woman have (a) color, which makes it different from man",No
528,1870,woman and man can be discriminated with female,"woman can become pregnant, which makes it different from man",No
528,12899,woman and man can be discriminated with female,"woman is female, which makes it different from man",Yes
528,2632,woman and man can be discriminated with female,"woman is a picture of a female, which makes it different from man",Yes
532,12645,beetle and caterpillar can be discriminated with black,"beetle is a crustecean, which makes it different from caterpillar",No
532,9216,beetle and caterpillar can be discriminated with black,"beetle can fly, which makes it different from caterpillar",No
532,9045,beetle and caterpillar can be discriminated with black,"beetle have (a) wings, which makes it different from caterpillar",No
532,9126,beetle and caterpillar can be discriminated with black,"beetle is an insect, which makes it different from caterpillar",No
532,3800,beetle and caterpillar can be discriminated with black,"beetle can be found nature, which makes it different from caterpillar",No
3819,2316,stereo and plug can be discriminated with electronic,"stereo is a related to music, which makes it different from plug",No
3819,9994,stereo and plug can be discriminated with electronic,"stereo can be turned on, which makes it different from plug",No
3819,4418,stereo and plug can be discriminated with electronic,"stereo is a digital device, which makes it different from plug",No
3819,8996,stereo and plug can be discriminated with electronic,"stereo can consume electricity, which makes it different from plug",Yes
3819,6954,stereo and plug can be discriminated with electronic,"stereo can capable of make loud sounds, which makes it different from plug",No
3819,14414,stereo and plug can be discriminated with electronic,"stereo have (a) string or line, which makes it different from plug",No
3819,7733,stereo and plug can be discriminated with electronic,"stereo can make or play music, which makes it different from plug",No
