ID,question,concept,candidate_statement,SimCSE_score,usefulness
26aa456d3e43a460b0f5c42f297903a0|E|c|3,What could you put a table in if you want the table to be in your house?,rug,rug can be found inside a house,0.5825,No
26aa456d3e43a460b0f5c42f297903a0|E|c|4,What could you put a table in if you want the table to be in your house?,rug,rug can be found inside a person's home,0.551,No
51172914847d7a61b2715826e9e38655_1|A|c|0,A government seeks what over it's people?,country,country is human made,0.7186,No
51172914847d7a61b2715826e9e38655_1|A|c|4,A government seeks what over it's people?,country,country is ruled by one government,0.5885,No
51172914847d7a61b2715826e9e38655_1|C|c|2,A government seeks what over it's people?,city,city can be used for expanding development,0.609,No
0e51897901b555173f3c6836dbf7979a|B|c|0,"If I wanted to store dirt in my home, where could I put it?",garden,garden is found in a home,0.5086,No
0e51897901b555173f3c6836dbf7979a|E|c|0,"If I wanted to store dirt in my home, where could I put it?",closet,closet can be used for storage,0.5264,No
dfe0838d894e46085ae058f6515ab26f|B|c|2,"I wanted  a side chair for people to visit me while I worked, where did I have it put?",office,office can be found in the living room,0.5011,No
ed710b7aefd7b9b0afc5786af48a596a|B|c|0,What is KFC who serves chicken?,plate,plate can be used for eating food off,0.5599,No
ed710b7aefd7b9b0afc5786af48a596a|B|c|1,What is KFC who serves chicken?,plate,plate is a something you eat off,0.5493,Yes
ed710b7aefd7b9b0afc5786af48a596a|B|c|3,What is KFC who serves chicken?,plate,plate can be used for eating,0.5172,No
ed710b7aefd7b9b0afc5786af48a596a|B|c|4,What is KFC who serves chicken?,plate,plate is used for meals,0.5014,No
ed710b7aefd7b9b0afc5786af48a596a|C|c|0,What is KFC who serves chicken?,bowl,bowl is related to eating,0.6062,No
ed710b7aefd7b9b0afc5786af48a596a|C|c|1,What is KFC who serves chicken?,bowl,bowl is a something you eat off,0.5939,Yes
ed710b7aefd7b9b0afc5786af48a596a|C|c|2,What is KFC who serves chicken?,bowl,bowl can be used for serving,0.512,No
ed710b7aefd7b9b0afc5786af48a596a|E|c|3,What is KFC who serves chicken?,oven,oven is used for meals,0.525,No
44cb45e3d402becfbf022a32c5c1d935|B|c|2,Where might families decide on dinner together?,funeral,funeral can have people physically in it,0.6221,No
44cb45e3d402becfbf022a32c5c1d935|B|c|3,Where might families decide on dinner together?,funeral,funeral is a ceremony,0.5983,No
44cb45e3d402becfbf022a32c5c1d935|C|c|1,Where might families decide on dinner together?,supermarket,supermarket is a gathering place,0.5984,No
44cb45e3d402becfbf022a32c5c1d935|C|c|4,Where might families decide on dinner together?,supermarket,supermarket can be used for ordering food and drink,0.5639,No
44cb45e3d402becfbf022a32c5c1d935|D|c|0,Where might families decide on dinner together?,wedding,wedding can be used for  gathering together,0.791,No
44cb45e3d402becfbf022a32c5c1d935|D|c|1,Where might families decide on dinner together?,wedding,wedding is a social event,0.7614,No
44cb45e3d402becfbf022a32c5c1d935|D|c|2,Where might families decide on dinner together?,wedding,wedding is a gathering place,0.7408,No
44cb45e3d402becfbf022a32c5c1d935|E|c|0,Where might families decide on dinner together?,hotel,hotel can be used for a holiday,0.6868,No
44cb45e3d402becfbf022a32c5c1d935|E|c|1,Where might families decide on dinner together?,hotel,hotel have (a) usually have people inside,0.6328,No
8edca0da244f6ea830c61dea6643d6c5|A|c|0,Where can you borrow magazines?,library,library can be used for reading and borrowing reading materials,0.7702,Yes
8edca0da244f6ea830c61dea6643d6c5|A|c|1,Where can you borrow magazines?,library,library can be used for reading books,0.7253,No
8edca0da244f6ea830c61dea6643d6c5|A|c|2,Where can you borrow magazines?,library,library can be used for reading,0.7178,No
8edca0da244f6ea830c61dea6643d6c5|A|c|3,Where can you borrow magazines?,library,library can be used for reading and studying,0.6925,No
8edca0da244f6ea830c61dea6643d6c5|A|c|4,Where can you borrow magazines?,library,library is a a place to read books,0.6922,No
71cdab46104f6d6f6ecf8016ad2afa72|C|c|0,A company with the moniker of Big Sky Excavation would probably be found where?,egypt,egypt is a location,0.5147,No
71cdab46104f6d6f6ecf8016ad2afa72|D|c|0,A company with the moniker of Big Sky Excavation would probably be found where?,montana,montana is a place,0.5785,No
71cdab46104f6d6f6ecf8016ad2afa72|D|c|1,A company with the moniker of Big Sky Excavation would probably be found where?,montana,montana is a location,0.575,No
71cdab46104f6d6f6ecf8016ad2afa72|D|c|2,A company with the moniker of Big Sky Excavation would probably be found where?,montana,montana is a place or location,0.5735,No
71cdab46104f6d6f6ecf8016ad2afa72|D|c|4,A company with the moniker of Big Sky Excavation would probably be found where?,montana,montana is a place where you can live,0.5332,No
71cdab46104f6d6f6ecf8016ad2afa72|E|c|0,A company with the moniker of Big Sky Excavation would probably be found where?,desert,desert is a type of land,0.5178,No
71cdab46104f6d6f6ecf8016ad2afa72|E|c|1,A company with the moniker of Big Sky Excavation would probably be found where?,desert,desert is a geographic location,0.5067,No
508fa6ff59f93e73dd5db1d02b71ac4d|B|c|0,Where would you put a pot if you do not need to use it?,cupboard,cupboard can be used for storage,0.6369,No
508fa6ff59f93e73dd5db1d02b71ac4d|B|c|1,Where would you put a pot if you do not need to use it?,cupboard,cupboard is a place to store items,0.6081,No
508fa6ff59f93e73dd5db1d02b71ac4d|B|c|3,Where would you put a pot if you do not need to use it?,cupboard,cupboard can be found in a kitchen,0.5903,No
508fa6ff59f93e73dd5db1d02b71ac4d|D|c|0,Where would you put a pot if you do not need to use it?,refrigerator,refrigerator can store things,0.6804,No
508fa6ff59f93e73dd5db1d02b71ac4d|D|c|1,Where would you put a pot if you do not need to use it?,refrigerator,refrigerator can be used for storage,0.6703,No
508fa6ff59f93e73dd5db1d02b71ac4d|D|c|2,Where would you put a pot if you do not need to use it?,refrigerator,refrigerator can be used for storing food,0.6657,No
508fa6ff59f93e73dd5db1d02b71ac4d|D|c|3,Where would you put a pot if you do not need to use it?,refrigerator,refrigerator can be used for eating or drinking,0.6656,No
508fa6ff59f93e73dd5db1d02b71ac4d|D|c|4,Where would you put a pot if you do not need to use it?,refrigerator,refrigerator is a place to store items,0.6566,No
508fa6ff59f93e73dd5db1d02b71ac4d|E|c|1,Where would you put a pot if you do not need to use it?,porch,porch can not cooking,0.5356,No
508fa6ff59f93e73dd5db1d02b71ac4d|E|c|4,Where would you put a pot if you do not need to use it?,porch,porch can not store,0.5257,No
710fb042c89c60c9c32bcf781da2a603|E|c|0,The jellyfish was pushed along by the water.  It was caught in what?,lake,lake is made of water,0.5208,No
cc68f668ee60686e34bac9b56df3d79f|A|c|0,Which location has spots where people can take their kids to play on playgrounds?,conference,conference is a place people can visit,0.556,No
cc68f668ee60686e34bac9b56df3d79f|B|c|0,Which location has spots where people can take their kids to play on playgrounds?,town,town can be used for children to play,0.7969,No
cc68f668ee60686e34bac9b56df3d79f|B|c|1,Which location has spots where people can take their kids to play on playgrounds?,town,town can be used for  gathering together,0.5279,No
cc68f668ee60686e34bac9b56df3d79f|B|c|2,Which location has spots where people can take their kids to play on playgrounds?,town,town can be found outside,0.5048,No
cc68f668ee60686e34bac9b56df3d79f|C|c|2,Which location has spots where people can take their kids to play on playgrounds?,apartment,apartment can be used for  gathering together,0.5792,No
cc68f668ee60686e34bac9b56df3d79f|D|c|0,Which location has spots where people can take their kids to play on playgrounds?,wedding,wedding can be used for happy or entertaining events,0.5718,No
cc68f668ee60686e34bac9b56df3d79f|D|c|2,Which location has spots where people can take their kids to play on playgrounds?,wedding,wedding can be used for  gathering together,0.5417,No
cc68f668ee60686e34bac9b56df3d79f|D|c|3,Which location has spots where people can take their kids to play on playgrounds?,wedding,wedding is a gathering place,0.5241,No
cc68f668ee60686e34bac9b56df3d79f|E|c|0,Which location has spots where people can take their kids to play on playgrounds?,theater,theater is a place you can visit,0.6309,No
cc68f668ee60686e34bac9b56df3d79f|E|c|1,Which location has spots where people can take their kids to play on playgrounds?,theater,theater can be used for  gathering together,0.584,No
cc68f668ee60686e34bac9b56df3d79f|E|c|2,Which location has spots where people can take their kids to play on playgrounds?,theater,theater can be used for happy or entertaining events,0.5835,No
cc68f668ee60686e34bac9b56df3d79f|E|c|3,Which location has spots where people can take their kids to play on playgrounds?,theater,theater is a location,0.5701,No
cc68f668ee60686e34bac9b56df3d79f|E|c|4,Which location has spots where people can take their kids to play on playgrounds?,theater,theater can be used for live performances,0.5639,No
5655a3002dd9a6b7dabede1dd26a5893|A|c|0,Where would using a boat not require navigation skills?,water,water is not a car,0.5503,No
5655a3002dd9a6b7dabede1dd26a5893|B|c|3,Where would using a boat not require navigation skills?,ocean,ocean does not have (a) usually have people inside,0.515,No
5655a3002dd9a6b7dabede1dd26a5893|D|c|1,Where would using a boat not require navigation skills?,harbor,harbor can be used for transportation,0.5177,No
434925a93e69873f42f71f6c1d080ffb|E|c|0,What area with trees experiences heavy rain?,forest,forest is made of trees,0.6402,No
434925a93e69873f42f71f6c1d080ffb|E|c|3,What area with trees experiences heavy rain?,forest,forest is part of (a) natural landscape,0.6322,No
434925a93e69873f42f71f6c1d080ffb|E|c|4,What area with trees experiences heavy rain?,forest,forest is a nature-related,0.6186,No
e969827e37c1df69ff7472b6ff1b14ce|D|c|0,Where does a marmoset not usually go?,underground,underground is not found above ground,0.5456,No
d704344126fe44db556043532ec8be47_1|A|c|0,Where can you have a television to watch when you're retiring at the end of the day?,museum,museum is somewhere you can be employed,0.5194,No
1a4dcb683ce68395467d42bf391d3147|A|c|0,Colorado is two states away from the border with what nation?,arizona,arizona is not bordering idaho,0.5514,Yes
1a4dcb683ce68395467d42bf391d3147|A|c|1,Colorado is two states away from the border with what nation?,arizona,arizona is bordering with nevada,0.5366,Yes
1a4dcb683ce68395467d42bf391d3147|B|c|0,Colorado is two states away from the border with what nation?,mexico,mexico is not bordering with nevada,0.6314,Yes
1a4dcb683ce68395467d42bf391d3147|B|c|1,Colorado is two states away from the border with what nation?,mexico,mexico is a state,0.5424,No
1a4dcb683ce68395467d42bf391d3147|B|c|2,Colorado is two states away from the border with what nation?,mexico,mexico is a country,0.5342,Yes
1a4dcb683ce68395467d42bf391d3147|C|c|0,Colorado is two states away from the border with what nation?,utah,utah is bordering with nevada,0.5996,Yes
1a4dcb683ce68395467d42bf391d3147|E|c|0,Colorado is two states away from the border with what nation?,texas,texas is not bordering with nevada,0.5543,Yes
1e18a6af050c358b7c07a10bc1e1b23c|A|c|0,Where are you likely to find endless shelves?,kitchen,kitchen is a place to store items,0.7032,No
1e18a6af050c358b7c07a10bc1e1b23c|A|c|1,Where are you likely to find endless shelves?,kitchen,kitchen can be used for storing edible things,0.6972,No
1e18a6af050c358b7c07a10bc1e1b23c|A|c|2,Where are you likely to find endless shelves?,kitchen,kitchen have (a) store edible items,0.6508,No
1e18a6af050c358b7c07a10bc1e1b23c|A|c|3,Where are you likely to find endless shelves?,kitchen,kitchen can be found in a home,0.6327,No
1e18a6af050c358b7c07a10bc1e1b23c|A|c|4,Where are you likely to find endless shelves?,kitchen,kitchen can be found indoors,0.6293,No
1e18a6af050c358b7c07a10bc1e1b23c|B|c|1,Where are you likely to find endless shelves?,corner,corner can be found indoors,0.5359,No
1e18a6af050c358b7c07a10bc1e1b23c|D|c|0,Where are you likely to find endless shelves?,refrigerator,refrigerator can be used for storage,0.7348,No
1e18a6af050c358b7c07a10bc1e1b23c|D|c|1,Where are you likely to find endless shelves?,refrigerator,refrigerator can store things,0.7295,No
1e18a6af050c358b7c07a10bc1e1b23c|D|c|2,Where are you likely to find endless shelves?,refrigerator,refrigerator can be used for storage of physical items,0.7283,No
1e18a6af050c358b7c07a10bc1e1b23c|D|c|3,Where are you likely to find endless shelves?,refrigerator,refrigerator is a place to store items,0.7256,No
1e18a6af050c358b7c07a10bc1e1b23c|D|c|4,Where are you likely to find endless shelves?,refrigerator,refrigerator can be used for storing food,0.7147,No
1e18a6af050c358b7c07a10bc1e1b23c|E|c|0,Where are you likely to find endless shelves?,cupboard,cupboard can be used for storage,0.7068,No
1e18a6af050c358b7c07a10bc1e1b23c|E|c|1,Where are you likely to find endless shelves?,cupboard,cupboard is a place to store items,0.6911,No
1e18a6af050c358b7c07a10bc1e1b23c|E|c|2,Where are you likely to find endless shelves?,cupboard,cupboard can be found indoors,0.6268,No
1e18a6af050c358b7c07a10bc1e1b23c|E|c|3,Where are you likely to find endless shelves?,cupboard,cupboard can be found in a kitchen,0.6184,No
53e8ac48325cd055d0de5e6eafdb88dd|D|c|0,Where do humans go to be entertained and eat popcorn?,park,park is a place people go for fun,0.6484,No
53e8ac48325cd055d0de5e6eafdb88dd|D|c|1,Where do humans go to be entertained and eat popcorn?,park,park can have people inside,0.5836,No
53e8ac48325cd055d0de5e6eafdb88dd|D|c|2,Where do humans go to be entertained and eat popcorn?,park,park is a place you visit,0.5797,No
53e8ac48325cd055d0de5e6eafdb88dd|D|c|3,Where do humans go to be entertained and eat popcorn?,park,park can have people physically in it,0.5626,No
53e8ac48325cd055d0de5e6eafdb88dd|D|c|4,Where do humans go to be entertained and eat popcorn?,park,park is a place you can visit,0.562,No
53e8ac48325cd055d0de5e6eafdb88dd|E|c|0,Where do humans go to be entertained and eat popcorn?,university,university is a place you can visit,0.5511,No
53e8ac48325cd055d0de5e6eafdb88dd|E|c|1,Where do humans go to be entertained and eat popcorn?,university,university can have people  inside,0.5459,No
53e8ac48325cd055d0de5e6eafdb88dd|E|c|2,Where do humans go to be entertained and eat popcorn?,university,university is a place people can meet,0.5458,No
53e8ac48325cd055d0de5e6eafdb88dd|E|c|3,Where do humans go to be entertained and eat popcorn?,university,university is a place to study,0.5176,No
53e8ac48325cd055d0de5e6eafdb88dd|E|c|4,Where do humans go to be entertained and eat popcorn?,university,university is a place,0.5102,No
c13501c6f27f7cf5477a0afc8155c289|A|c|0,Where do people with the same faith meet?,synagogue,synagogue can be used for worship,0.8252,Yes
c13501c6f27f7cf5477a0afc8155c289|A|c|1,Where do people with the same faith meet?,synagogue,synagogue can be used for religious services,0.8017,Yes
c13501c6f27f7cf5477a0afc8155c289|A|c|2,Where do people with the same faith meet?,synagogue,synagogue is religious,0.8012,No
c13501c6f27f7cf5477a0afc8155c289|B|c|0,Where do people with the same faith meet?,church,church is a place people can meet,0.9085,No
c13501c6f27f7cf5477a0afc8155c289|B|c|1,Where do people with the same faith meet?,church,church can be used for a gathering of people,0.8399,No
c13501c6f27f7cf5477a0afc8155c289|B|c|2,Where do people with the same faith meet?,church,church is somewhere people visit,0.8318,No
c13501c6f27f7cf5477a0afc8155c289|B|c|3,Where do people with the same faith meet?,church,church can be used for worship,0.8084,Yes
c13501c6f27f7cf5477a0afc8155c289|B|c|4,Where do people with the same faith meet?,church,church is a place of worship,0.8075,Yes
c13501c6f27f7cf5477a0afc8155c289|C|c|1,Where do people with the same faith meet?,conference,conference is a gathering place,0.6506,No
c13501c6f27f7cf5477a0afc8155c289|C|c|2,Where do people with the same faith meet?,conference,conference can be used for  gathering together,0.6505,No
c13501c6f27f7cf5477a0afc8155c289|E|c|3,Where do people with the same faith meet?,montana,montana is a american state,0.5256,No
c13501c6f27f7cf5477a0afc8155c289|E|c|4,Where do people with the same faith meet?,montana,montana is part of (a) america,0.5221,No
3da075e63e74cbf05210f0d1ea662bd5|A|c|0,What is a positive effect of creating art?,controversy,controversy is not typically positive,0.5402,No
3da075e63e74cbf05210f0d1ea662bd5|B|c|1,What is a positive effect of creating art?,communication,communication is not a sad emotion,0.588,No
3da075e63e74cbf05210f0d1ea662bd5|C|c|0,What is a positive effect of creating art?,pleasure,pleasure is a feeling,0.6375,No
3da075e63e74cbf05210f0d1ea662bd5|C|c|1,What is a positive effect of creating art?,pleasure,pleasure is not a negative feeling,0.6347,No
3da075e63e74cbf05210f0d1ea662bd5|C|c|2,What is a positive effect of creating art?,pleasure,pleasure is not a negative emotion or feeling,0.6198,No
3da075e63e74cbf05210f0d1ea662bd5|C|c|3,What is a positive effect of creating art?,pleasure,pleasure is a happy card,0.5052,No
3da075e63e74cbf05210f0d1ea662bd5|E|c|0,What is a positive effect of creating art?,pride,pride is a feeling,0.6775,No
3da075e63e74cbf05210f0d1ea662bd5|E|c|1,What is a positive effect of creating art?,pride,pride is not a negative emotion,0.6751,No
3da075e63e74cbf05210f0d1ea662bd5|E|c|2,What is a positive effect of creating art?,pride,pride is not a negative feeling,0.6705,No
3da075e63e74cbf05210f0d1ea662bd5|E|c|3,What is a positive effect of creating art?,pride,pride can be found when you are peaceful,0.5893,No
05490e6c191fbc3c2fe0033ed0bd8aa0|B|c|0,What can you use to store a book while traveling?,pocket,pocket can be used for carrying things,0.7959,No
05490e6c191fbc3c2fe0033ed0bd8aa0|B|c|1,What can you use to store a book while traveling?,pocket,pocket can be used for storage,0.7578,No
05490e6c191fbc3c2fe0033ed0bd8aa0|B|c|2,What can you use to store a book while traveling?,pocket,pocket is a thing you have on person,0.7526,No
05490e6c191fbc3c2fe0033ed0bd8aa0|B|c|3,What can you use to store a book while traveling?,pocket,pocket can hold objects,0.7406,No
05490e6c191fbc3c2fe0033ed0bd8aa0|C|c|0,What can you use to store a book while traveling?,backpack,backpack can be used for travel,0.8661,No
05490e6c191fbc3c2fe0033ed0bd8aa0|C|c|1,What can you use to store a book while traveling?,backpack,backpack can be used for carrying things,0.8519,Yes
05490e6c191fbc3c2fe0033ed0bd8aa0|C|c|2,What can you use to store a book while traveling?,backpack,backpack is something you can carry,0.8466,No
05490e6c191fbc3c2fe0033ed0bd8aa0|C|c|3,What can you use to store a book while traveling?,backpack,backpack can be used for storage,0.8449,No
05490e6c191fbc3c2fe0033ed0bd8aa0|C|c|4,What can you use to store a book while traveling?,backpack,backpack can be used for packing things inside,0.8385,No
05490e6c191fbc3c2fe0033ed0bd8aa0|E|c|0,What can you use to store a book while traveling?,synagogue,synagogue can have people go inside,0.6018,No
05490e6c191fbc3c2fe0033ed0bd8aa0|E|c|3,What can you use to store a book while traveling?,synagogue,synagogue is a place,0.5856,No
e837a937e732fef5effff0f3378c5cf0|A|c|0,"If you wanted to put a lamp in the room where you sleep, where should it go?",bedroom,bedroom is a place,0.5988,No
e837a937e732fef5effff0f3378c5cf0|A|c|1,"If you wanted to put a lamp in the room where you sleep, where should it go?",bedroom,bedroom can be found in a house,0.5922,No
e837a937e732fef5effff0f3378c5cf0|A|c|2,"If you wanted to put a lamp in the room where you sleep, where should it go?",bedroom,bedroom can be found in  a residence,0.5894,No
e837a937e732fef5effff0f3378c5cf0|A|c|4,"If you wanted to put a lamp in the room where you sleep, where should it go?",bedroom,bedroom can be used for sleeping on,0.586,No
e837a937e732fef5effff0f3378c5cf0|D|c|0,"If you wanted to put a lamp in the room where you sleep, where should it go?",corner,corner can be found in your home,0.5338,No
874e1572efa4fc7ffc4df1688c1ba08e|A|c|0,Joe kept all of his school books on a shelf where he could easily get to them when he wanted to study.  Where was this shelf likely located?,cabinet,cabinet can be used for keeping books,0.6203,No
874e1572efa4fc7ffc4df1688c1ba08e|A|c|1,Joe kept all of his school books on a shelf where he could easily get to them when he wanted to study.  Where was this shelf likely located?,cabinet,cabinet is a place to store items,0.5468,No
874e1572efa4fc7ffc4df1688c1ba08e|A|c|2,Joe kept all of his school books on a shelf where he could easily get to them when he wanted to study.  Where was this shelf likely located?,cabinet,cabinet can be used for storage of physical items,0.516,No
874e1572efa4fc7ffc4df1688c1ba08e|A|c|3,Joe kept all of his school books on a shelf where he could easily get to them when he wanted to study.  Where was this shelf likely located?,cabinet,cabinet can be used for storage,0.509,No
874e1572efa4fc7ffc4df1688c1ba08e|A|c|4,Joe kept all of his school books on a shelf where he could easily get to them when he wanted to study.  Where was this shelf likely located?,cabinet,cabinet can be found indoors,0.5003,No
874e1572efa4fc7ffc4df1688c1ba08e|E|c|0,Joe kept all of his school books on a shelf where he could easily get to them when he wanted to study.  Where was this shelf likely located?,bedroom,bedroom is a place to store items,0.5682,No
3fef24d7a9fb1277e34a9f974ff224c7|D|c|0,What emotion do people expressing themselves show when they trip in front of a crowd and break their leg?,laughter,laughter is a reaction,0.5569,No
3fef24d7a9fb1277e34a9f974ff224c7|D|c|1,What emotion do people expressing themselves show when they trip in front of a crowd and break their leg?,laughter,laughter is an emotion,0.5272,No
3fef24d7a9fb1277e34a9f974ff224c7|E|c|0,What emotion do people expressing themselves show when they trip in front of a crowd and break their leg?,embarrassment,embarrassment is a reaction,0.5916,No
3fef24d7a9fb1277e34a9f974ff224c7|E|c|1,What emotion do people expressing themselves show when they trip in front of a crowd and break their leg?,embarrassment,embarrassment is a emotion,0.5534,No
3fef24d7a9fb1277e34a9f974ff224c7|E|c|2,What emotion do people expressing themselves show when they trip in front of a crowd and break their leg?,embarrassment,embarrassment is a feeling/emotion,0.5458,No
3fef24d7a9fb1277e34a9f974ff224c7|E|c|3,What emotion do people expressing themselves show when they trip in front of a crowd and break their leg?,embarrassment,embarrassment is a feeling,0.5259,No
3fef24d7a9fb1277e34a9f974ff224c7|E|c|4,What emotion do people expressing themselves show when they trip in front of a crowd and break their leg?,embarrassment,embarrassment is seen as a negative,0.5045,No
8fda54a729ca7742ea78a25a34fa03ac|A|c|0,Where are folding chairs likely to be found?,kitchen,kitchen is a location,0.6469,No
8fda54a729ca7742ea78a25a34fa03ac|A|c|1,Where are folding chairs likely to be found?,kitchen,kitchen is a location or room,0.6308,No
8fda54a729ca7742ea78a25a34fa03ac|A|c|2,Where are folding chairs likely to be found?,kitchen,kitchen is a place or location to visit,0.6294,No
8fda54a729ca7742ea78a25a34fa03ac|A|c|3,Where are folding chairs likely to be found?,kitchen,kitchen can be used for food,0.6255,No
8fda54a729ca7742ea78a25a34fa03ac|A|c|4,Where are folding chairs likely to be found?,kitchen,kitchen have (a) usually have people inside,0.6241,No
8fda54a729ca7742ea78a25a34fa03ac|B|c|0,Where are folding chairs likely to be found?,desk,desk can be used for sitting on,0.727,No
8fda54a729ca7742ea78a25a34fa03ac|C|c|0,Where are folding chairs likely to be found?,office,office can have people  inside,0.6706,No
8fda54a729ca7742ea78a25a34fa03ac|C|c|1,Where are folding chairs likely to be found?,office,office can be used for work,0.6668,No
8fda54a729ca7742ea78a25a34fa03ac|C|c|3,Where are folding chairs likely to be found?,office,office can be found indoors,0.6618,No
8fda54a729ca7742ea78a25a34fa03ac|C|c|4,Where are folding chairs likely to be found?,office,office can be used for a physical meeting of people,0.6597,No
8fda54a729ca7742ea78a25a34fa03ac|D|c|0,Where are folding chairs likely to be found?,bathroom,bathroom is a location,0.6986,No
8fda54a729ca7742ea78a25a34fa03ac|D|c|1,Where are folding chairs likely to be found?,bathroom,bathroom is a type of room,0.6869,No
8fda54a729ca7742ea78a25a34fa03ac|D|c|2,Where are folding chairs likely to be found?,bathroom,bathroom is somewhere to go,0.6864,No
8fda54a729ca7742ea78a25a34fa03ac|D|c|4,Where are folding chairs likely to be found?,bathroom,bathroom have (a) usually have people inside,0.6815,No
f555be85f4c60689eac83c095156213d|A|c|0,A person surrounded by tools and oil cans would probably be found in a what?,garage,garage can have someone inside it,0.6671,No
f555be85f4c60689eac83c095156213d|A|c|3,A person surrounded by tools and oil cans would probably be found in a what?,garage,garage can be found in a house,0.6073,No
f555be85f4c60689eac83c095156213d|A|c|4,A person surrounded by tools and oil cans would probably be found in a what?,garage,garage is a place to store items,0.6038,No
f555be85f4c60689eac83c095156213d|C|c|3,A person surrounded by tools and oil cans would probably be found in a what?,synagogue,synagogue can be used for religious services,0.5239,No
f555be85f4c60689eac83c095156213d|C|c|4,A person surrounded by tools and oil cans would probably be found in a what?,synagogue,synagogue can have people go inside,0.517,No
f555be85f4c60689eac83c095156213d|D|c|1,A person surrounded by tools and oil cans would probably be found in a what?,hospital,hospital can have people physically inside it,0.6029,No
f555be85f4c60689eac83c095156213d|D|c|2,A person surrounded by tools and oil cans would probably be found in a what?,hospital,hospital is a place you can work,0.5957,No
7813a61b44c4373d4510b94b5728befc|E|c|3,Where is a market likely to be enclosed?,mexico,mexico is a place people work and live,0.5962,No
b997dadced459fae8e7998d22016e559|B|c|0,Where is a good place for a window in a house?,building,building can be part of a house,0.7308,No
b997dadced459fae8e7998d22016e559|B|c|4,Where is a good place for a window in a house?,building,building is a place where people live,0.599,No
b997dadced459fae8e7998d22016e559|C|c|0,Where is a good place for a window in a house?,wall,wall can be found in a house,0.7948,No
b997dadced459fae8e7998d22016e559|C|c|1,Where is a good place for a window in a house?,wall,wall is found in a house,0.7346,No
b997dadced459fae8e7998d22016e559|C|c|2,Where is a good place for a window in a house?,wall,wall can be found indoors,0.7202,No
5eb81520707291e95a165ac7b6a3d698|A|c|0,What do employees have when they want to have a group discussion?,talk,talk is a form of communication,0.6099,No
5eb81520707291e95a165ac7b6a3d698|A|c|1,What do employees have when they want to have a group discussion?,talk,talk can be used for communicating,0.5975,No
5eb81520707291e95a165ac7b6a3d698|B|c|0,What do employees have when they want to have a group discussion?,company,company can employ people,0.5383,No
5eb81520707291e95a165ac7b6a3d698|D|c|0,What do employees have when they want to have a group discussion?,meeting,meeting is a group action,0.6589,Yes
5eb81520707291e95a165ac7b6a3d698|D|c|1,What do employees have when they want to have a group discussion?,meeting,meeting is a place people can meet,0.6336,No
5eb81520707291e95a165ac7b6a3d698|D|c|2,What do employees have when they want to have a group discussion?,meeting,meeting is a gathering of people,0.6199,Yes
5eb81520707291e95a165ac7b6a3d698|D|c|3,What do employees have when they want to have a group discussion?,meeting,meeting is made of people gathering together,0.6046,Yes
5eb81520707291e95a165ac7b6a3d698|E|c|0,What do employees have when they want to have a group discussion?,office,office can be used for communication,0.7423,No
5eb81520707291e95a165ac7b6a3d698|E|c|1,What do employees have when they want to have a group discussion?,office,office can be used for a physical meeting of people,0.7237,No
5eb81520707291e95a165ac7b6a3d698|E|c|2,What do employees have when they want to have a group discussion?,office,office can be used for work,0.6998,No
5eb81520707291e95a165ac7b6a3d698|E|c|3,What do employees have when they want to have a group discussion?,office,office can be found in your company,0.6983,No
5eb81520707291e95a165ac7b6a3d698|E|c|4,What do employees have when they want to have a group discussion?,office,office can have people go inside,0.698,No
5b8a3081c3235d62bc77e2d15f3ad454|A|c|2,A town between two mountains is located in a what?,valley,valley can be found inland,0.6064,No
5b8a3081c3235d62bc77e2d15f3ad454|A|c|3,A town between two mountains is located in a what?,valley,valley can be walked on,0.5716,No
5b8a3081c3235d62bc77e2d15f3ad454|B|c|0,A town between two mountains is located in a what?,hospital,hospital is a place,0.7343,No
5b8a3081c3235d62bc77e2d15f3ad454|B|c|1,A town between two mountains is located in a what?,hospital,hospital is a building,0.7024,No
5b8a3081c3235d62bc77e2d15f3ad454|B|c|2,A town between two mountains is located in a what?,hospital,hospital is somewhere people stay,0.694,No
1ef68db97654f30cd3701b942fadc934|C|c|0,Where would you borrow furniture if you do not have any?,apartment,apartment can not furnishing for a home,0.6331,No
1ef68db97654f30cd3701b942fadc934|C|c|2,Where would you borrow furniture if you do not have any?,apartment,apartment is not a furniture,0.5481,No
1ef68db97654f30cd3701b942fadc934|C|c|3,Where would you borrow furniture if you do not have any?,apartment,apartment can be used for living inside of,0.5456,No
090586da51c18fe5fe8e54df7d8591e0|A|c|0,The breaker that distributes electricity in your home is usually found where?,basement,basement can be found at a home,0.6756,No
090586da51c18fe5fe8e54df7d8591e0|A|c|1,The breaker that distributes electricity in your home is usually found where?,basement,basement can be found the bottom of a building,0.6667,No
090586da51c18fe5fe8e54df7d8591e0|B|c|1,The breaker that distributes electricity in your home is usually found where?,bedroom,bedroom can be found in  a residence,0.6134,No
090586da51c18fe5fe8e54df7d8591e0|B|c|2,The breaker that distributes electricity in your home is usually found where?,bedroom,bedroom can be found in a house,0.6066,No
090586da51c18fe5fe8e54df7d8591e0|B|c|4,The breaker that distributes electricity in your home is usually found where?,bedroom,bedroom can be found inside a house,0.6026,No
443d8d43c9c5579f61cb93f27855175a|A|c|0,What is usually next to a door?,apartment,apartment can somewhere you can walk into,0.7971,No
